author,comment,likes,published_at,reply_count
@mb42374,"kita tk expect manusia akan bgi 10x ganda bulat bulat mcm ni . tpi yakin dn percayalah atas dasar keimanan rezeki Allah tu luas. bila kita spend ukt kebajikan matematiknya tolak satu tambah 10x ganda rezeki. kadg bentuk duit kdg bentuk kesihatan , kelapangan waktu , kecerdasan minda... Allah tk pernah lupa akan rezeki kita sejak dlm perut ibu lgi smpai skang . mcm tula kita hambaNya jgn pernah nak lupa kpdNya yg Maha Esa lgi MAHA KAYA.",0,2020-06-12 18:28,0
@xbrokenz,Brader last tu aku respect...xrugi bkwn dgn brader tu...smoga murah rzeki bro..,0,2020-06-12 20:50,0
@nanarizana9938,Ya Allah...sebak sgt ni...😭😭,0,2020-06-12 05:25,0
@alorsetarstyle,Amboi,0,2020-06-12 04:41,0
@mycomplid,Terbaik Video ni... lepas ni saya klua carik org susah minta sedekah... yang sayang kenal mmg susahn  saya bagi RMXX stiap orang...  sebab brapa banyak kita bagi... Allah akan balas dengan blipat kali ganda... terbaik bro... sbb dulu pernah ssh jugak... baru 2 hari lps trima gaji... lepas tolak hutang bill sewa n budget makan... duit tinggal 60 jer... huhu,0,2020-06-13 01:00,0
@tbhchannel2554,"Terbaik boss,best video yang mcm nie 🥳🥳 jemput singgah channel saya jugak ya semua 😁💓",0,2020-06-11 14:42,0
@gadispendosa467,Byk duit kau...dulu kau samun kedai emas ke ?,0,2020-06-11 11:04,0
@hasimahbintiadam1162,Terbaik lah...ada juak org srwk bait hati....x kenal pun nolong.....bait ktk bang.....,0,2020-06-11 11:31,0
@PTER74,Smart2 mtk duit jarang org bg bro,0,2020-06-11 12:12,0
@faezkimi6933,Jangan lupa subcribe like chanel sy ye😄.tq,0,2020-06-11 13:58,0
@muhammadhaziq7065,Doakkan saya jadi seperti awak isa aminnnn,0,2020-06-11 14:12,0
@syazminasyraff674,"Kau kalau bg aku yg buat kerja, sekejap habis aku uruskan 5 ribu tu bg sedekah.. Huhu",0,2020-06-11 14:34,0
@adykarider6462,terbaikk bro.....,0,2020-06-11 15:32,0
@alorsetarstyle,Yes,0,2020-06-12 04:39,0
@muhammadnizamabdullatif7869,Aku rsa mcm nak nangis tngok video ni... thank you very much to isaisarb..,0,2020-06-11 16:39,0
@muhammadhafizbinshafeemuha6613,👍🏻,0,2020-06-11 17:31,0
@machineviralmedia9926,"Antara video social experiment Yang terbaik,cayalah Bos Isa Isarb n the gang...Navind Isarb cam gengster 🤣,Syah Isarb sangat Sopan ketika bercakap 😊...semoga korang semua terus success...",0,2020-06-11 23:10,0
@sueboj3813,"ooooooolooooillkkvccccccvu
eegvb",0,2020-06-11 23:49,0
@airiel_shafy4524,"Terbaik Bro, Aku Pun Rasa Sebak Bila Tengok Korang Buat Macam Ni.. Bagus Korang Ni Walaupun Muda lagi, Tapi Korang Membantu & Memberi Inspirasi Kepada Anak Muda Yang Lain, Syabas BRO 👏👏, Aku Harap Korang Boleh Buat Lebih Padu & Bast Lagi.. Mantap 👍👍 Support Rakyat Malaysia 👍👍",0,2020-06-12 02:56,0
@alorsetarstyle,Bosku2 tu dia..,0,2020-06-12 04:37,0
@tmkkedah4187,Bagi kat sy lagi bagus bg ...Sya bkn berlakon Sya mmg x berkemampuan tpi Klau abg sedekah kat Sya besar pahala abg kat Sya Allah SWT sentiasa mempermudahkan urusan bagi orang yang melakukan kebaikan kepada orang lain amin ya Rabbal Alamin....,0,2020-06-12 21:06,0
@ramadanlensachannel8928,pppeerrr part ni rase sayu pon ada.. tapi terbaik cz bantu org susah.. terbaik.. 🇲🇾👍🎉🎉,0,2020-06-13 03:23,0
@zizoiz-qy1sz,Menitik plak air mata aku,0,2020-06-09 02:54,0
@mrjaitamilan7442,Super,0,2020-06-14 17:23,0
@jessicanorman2508,Respect!,0,2020-06-14 07:03,0
@Bangewintchannel,Mantap bro semoga sehat selalu dan sukses selalu,0,2020-06-14 07:59,0
@rozimahawang84,wa tak suka,0,2020-06-14 08:29,0
@najmie94,: isarb shah tu ptut di kick .. x sesuai..,0,2020-06-14 10:01,0
@hikmahraudah1129,"Yups,orang Malaysia memang tak berkira bab sedekah,bab belanja makan minum,,👍dari dulu sampai sekarang,Malaysia bumi berkah insyaAllah,,moga Allah sentiasa lindungi Malaysia,,kerana ramai orang2 hati  pemurah,kuat sedekah didalamnya,,sebakk tgk,😭nak2 yg dia pun xberapa nak ada,tp still hulur juga tolong orang,,yg last tu pulak mintak tolong sikit ja dia nak tolomg extraa,,sebakk weyhh😭😢😢 And vid expriment ni terbaik,dlm Islam pun dah ajar,kita niat nak buat baik ja Allah dah bg ganjaran,,belum buat lagi,,mmg kena la dgn video ni,,👍💯",0,2020-06-14 11:09,0
@norardylla5710,Moga murah rezeki & dmudahkn sgala urusan ..aamiin ..niat baik insyaallah Allah akn jaga korang,0,2020-06-14 16:06,0
@mohdaffizan7503,pgg hp mahal2 baju smart..biar la nmpk yg btul2 susah..apa2 pun semoga berkembang lagi amin,0,2020-06-15 02:09,0
@kaka19mcpe90,KL ni,0,2020-06-14 05:38,0
@anthonyrayyansyaukiting4019,Sarawak der...terbaik,0,2020-06-15 03:36,0
@shellajasman463,comel lah isa isarb ni🤣 aku lak tersengih time dia panggil “yang”🤪,0,2020-06-15 07:37,1
@alifnajmi1076,isa isab boik,0,2020-06-15 07:49,0
@rafidahjaafar7817,😁😘,0,2020-06-15 08:49,0
@zainahashim1849,Yg ni paling aku suka..dr sini dpt tngok keprihatinan org malaysia .. good ! Job good for uols .. semoga berjaya bro.,0,2020-06-15 10:11,0
@syukri9358,Nak buat video gini aku rasa better next time korang turunkan org yg ssh btul2 sbb korang dah dikenali so org yg prnh tgk video korg ni kenal korg jenis buat giveaway duit jd diaorg probably tau dh habuan yg korang offer sllunya duit kan. secondly biar betul isarb shah mntk org duit pki hensem2 smart2 org pun jd ragu ragu nak memberi sbb dlm video ni yg awk approach tu mostly rsenya bkn la org sng tp bila tgk awk pki ensem2 smart2 diaorg pun tk yakin nak bantu wlupun rm 3/5. social experiment kinda fail this time tp good thing aku suka sbb korg sllu nak bg sedekah dkt org luar. Suka sgt good job well done team isarb isa,0,2020-06-15 10:54,0
@ctmaryam8483,Jangan guna ayat terpaksa beri.  It's mean x ikhlas...,0,2020-06-14 06:44,0
@kamaruddinladaude6921,Aku rasa nk nanggis tau,0,2020-06-14 05:32,0
@ryanhakim1161,Bang boleh buat video yang beli beli handphone orang di mudah second,0,2020-06-13 04:07,0
@anjuvideo6940,Wow,0,2020-06-13 08:46,0
@wansyafiq7073,Tahniah bro..kau dah buat air mata jantan aku mengalir bro,0,2020-06-13 04:39,0
@lianahairuddin5044,Sultan nah bebas,0,2020-06-13 05:10,0
@shahreenjahaya618,Shah ada ig atau channel tak sape tahu..,0,2020-06-13 07:46,0
@mrsaifuddin1994,Yall la . Buat aku nak menangis je bro . Lu mmg terbaik .,0,2020-06-13 08:16,0
@tineshnesh1910,Tunjuk orng kaya laq,0,2020-06-13 08:17,0
@uknown5081,Isa.. Cuba kau pergi kt tempat ramai ramai.. Patu kau acah acah pengsan,0,2020-06-13 08:26,0
@gamersoranything6728,Woahhhh😍😍 terbaik ahh,0,2020-06-13 13:38,0
@KOM9N6,Terbaiklah,0,2020-06-14 04:28,0
@imanafgaming7382,yg dua org keluar dr bank tu ..dh susah aku tengok ... tapi tetap nak tlg ..,0,2020-06-13 14:06,0
@valentinevenety9598,Org sarawak all the best,0,2020-06-13 16:40,0
@adzamadnan8466,Hey u look hansome la dgn baju cantik smua wow cantik nye baju.. kerja la.. hahaha,0,2020-06-13 18:48,0
@arifzahrah5480,hadir bang ..n sangat mantaf sekali noo...n moga sukses selau bang...,0,2020-06-14 00:28,0
@fendyezwan7175,bkn main forex bro trade forex...,0,2020-06-14 01:22,0
@khairulafizi6984,Assalammualaikom bro nk join skli bolh x?? Bro plsss,0,2020-06-14 02:20,0
@jamiliwan1989,Isa kena tengok cara baim wong dia buat social experiment ni..kena buat betul2 macam org miskin atau gelandangan baru nak tgok org macam mana punya feedback...,0,2020-06-11 10:25,0
@izzataiman2783,Terbaik 👍🏼 semoga murah rezeki lagi bruh,0,2020-06-11 09:54,0
@ellyagami6754,Terbaik... Asal orang Sarawak lagi tu..,0,2020-06-11 08:37,0
@ammarvegeta6596,Bila nak beli nombor ekor lagi,0,2020-06-09 14:45,0
@izaan923,Nak nangis boleh?,0,2020-06-09 10:01,0
@roxevel,"Musim covid kan,plz Jgn Salam... thanks for your kindness n your team too tpi juz my opinion je la,Klu bole don’t use word sedekah,ckp bagi hadiah...it’s sound more bermurah hati than sedekah.. ✌🏻 yoo",0,2020-06-09 10:06,0
@adamiqbal1225,"Yg baju biru bercakap ngan isarb shah tu tk nampak org susah un,siap gantung pod kt leher cehh",0,2020-06-09 14:04,0
@zephirothia,"Adik aku awal tahun ritu kena kelepek rm20 dgn sorang pakcik ,kata nk pinjam jap sbb moto rosak nnt cucuk terus bayar balik , adik ak sendiri pon tgh sesak masa tu tp bagi gak sbb kesian n sbb pakcik tu asyik merayu2 n janji nak bayar hari tu gak...smp ke sudah tak bayar, dah la masa tu hujung bulan..adik geram je nk beli makanan hari2 pon berkira2..kena beli bwk bekal",0,2020-06-09 14:09,0
@zikriazraivlogs1573,isa aku nk join clan kau boleh tak,0,2020-06-09 14:11,0
@zephirothia,Brader mycar tu baik dia tu ya Allah..,0,2020-06-09 14:18,0
@cinonoipendek1936,Macam mana nak main forex tu . Boleh ajar,0,2020-06-09 14:48,0
@adrianaaqilah9605,"Satu je isa, tolong pakai vaseline",0,2020-06-09 09:34,0
@athirahhussinkelate,cane isa ni bleh kaya gila...,0,2020-06-09 15:15,0
@farissshaiqal,Mr beast malaysia,0,2020-06-09 17:47,0
@nuramirazshariff790,"Fun video, but pening wei 😩😩😩, but still gonna follow the show 😫",0,2020-06-09 18:00,0
@fadilahibrahim9956,"Aku penah ms kt kedah ade org tu rambut serabai baju koyk2..
Die mnx mkanan kt org smua org lari siap ade ckp busuk la ape la..
Last die dtg kt aku die ckp die nk mkanan..
Aku xtau nk beli mkanan ape aku bg die duit rm20..tu jer ade dlm wallet aku..
Aku ckp abg ambik duit ni beli mkanan sbb sy xtau abg nk mkn ape..
Ulang2 die ckp terima kasih..
Aku blik kl tiba2 mmbe aku bg ""hadiah"" utk ank2 aku berbntuk duit rm200..
Dr rm20 Allah gntikn dgn rm200..
Syukur sgt pdahal ms tu aku dah xde duit..last rm20 tu duit aku..",0,2020-06-09 18:37,0
@RobinHood-mb9he,"Jana Pendapatan secara online dari rumah, sehari RM50-200..gaji ambik setiap selasa. Berminat reply NAK, saya dan team guide 😊",0,2020-06-09 18:43,0
@kaknichannel4967,Assalamualaikum semua. Tolong subcribe channel saya dan baca description. Terima kasih semua. saya doakan kalian dimurahkan rezeki dan dipanjangkan umur.,0,2020-06-09 18:55,0
@darwishmikael9758,Semua subs Isa sampai 1 juta,0,2020-06-09 09:43,0
@evrtsgoodmusic6286,mr beast malaya,0,2020-06-09 09:14,0
@Meng345,Budak ii bole main ke,0,2020-06-11 06:04,0
@JunJs79,Terrbaikk broo💪💪👍👍,0,2020-06-09 06:00,0
@farrelrayyan9528,Jika saya salah... Saya minta maaf... Mufti telah keluarkan fatwa.. Forex adalah haram... Tapi better ask orang yang lebih tahu.. Maaf Kan saya jika saya salah,0,2020-06-09 02:54,0
@rahyuaman535,terbaik boss,0,2020-06-09 03:11,0
@aideedboy6799,Jazakallah semoga allah menambah kan untuk mu.. Broo,0,2020-06-09 03:42,0
@zouldhyla5363,Follow channel aq isa ... haha,0,2020-06-09 05:24,0
@mohdyuzizizie6022,Aku kenal tmpt ni dkt kelana jaya aku pon kenal org tu,0,2020-06-09 05:40,0
@mohdyuzizizie6022,Aduhhh mcm mna lh xjmpa isa tepi kolej aku jeee,0,2020-06-09 05:42,0
@adm_f4ezamchannel987,Respect buat abg kat video terakhir tuu👍,0,2020-06-09 06:01,0
@bangjay9,Tumpah air mata tgk vdeo ni teringat pnh merasa xmkn 3hari mnum air msk je sbb kje kt tmpt org. Xbgtw sape2 yg kta ssh sbb xnk sshkn org. Ada rezki lebih share je kt sape2 yg memerlukan,0,2020-06-09 08:16,0
@duniakukreatif3337,Terbaik la..,0,2020-06-09 06:02,0
@AizackKids,"Sebagai Trader.. ""Sy kurang selesa dengan perkataan you ""Main Forex"".. You trader ke? Ptutlah banyak duit. Ke labur kat orang.. Trader sebenar tak cakap ""Main Forex"" tau.",0,2020-06-09 06:18,0
@AizackKids,Tapi sy respect Abang ya sbb suka membantu orang..Semoga Rezeki terus kembang terhadap Abang..Amin..,0,2020-06-09 06:37,0
@zackqhuantown7947,Nak join.. lu bro,0,2020-06-09 07:45,0
@trishaandrisagaming8225,I love this show,0,2020-06-09 08:05,0
@ashawho4826,Cuba try pakai mcm pengemis then tgk rmi x  yang tlg  .. bru orang tk prsan tu isa isarb,0,2020-06-09 08:15,0
@alifkamaruddin3601,Tu budak yg berlakon kt TBH ke,0,2020-06-10 01:41,0
@ruminwawa9421,Terbaik.. alhamdulillah..,0,2020-06-10 01:54,0
@japansantai3631,"Moga2 ko isa dan kwn2 bsrta kluarga ko dbrikn umur yg pnjg, sht wal afiat dan trus istiqomah mmbntu yg mmrlukan dan smg Allah Swt mlindungi kalian smua aaminn",0,2020-06-10 02:20,0
@khayzerhanafi6667,Nak join bro boleh...???,0,2020-06-10 18:43,0
@muhdnaim99,Memang terbaik lh isa👍,0,2020-06-10 12:00,0
@johanjoe9366,Yang dari sarawak tu memang terbaik la bro..sape cakap orang sarawak tinggal atas pokok..ni la petunjuk walaupun kami tinggal atas pokok ke ape..tapi hati kami baik bro..,0,2020-06-10 12:30,0
@DenonL15,Kepada saya suka tengok2 video macam ni yea??  Thanks for this video isa.  Like it.. 😉,0,2020-06-10 12:36,0
@rudikubota2103,"Assalamualaikum bos 
Salam kenal bos 
Saye orang aceh sekrang dekat Selangor saye nak cari kerja dengan bos ada tak????",0,2020-06-10 15:47,1
@fetrillenskyandin353,"Ney orang org Sarawak sitok, like sikit lokk",0,2020-06-10 17:28,0
@fatimahroslee4794,aaa orang yg record should stop rakam zoom in zoom out peninggg,0,2020-06-10 17:45,0
@annananaannanana1416,Salam..Awak tolong bg saya...... hummm...,0,2020-06-10 19:04,0
@chekhairul930,aku xde duit lansung ni.dh lame xkeje.,0,2020-06-10 02:24,0
@vipnetworkchannel8975,Di video ni kenape sya tak nampak duit RM1 erk .. 😁😁,0,2020-06-10 20:16,0
@Lutfipasirangin5907,Mantap nice good,0,2020-06-10 22:11,0
@Lutfipasirangin5907,"Semoga anda dimudah kan rizqi dan semoga dapat tempat terbaik di surga allah. 
Salam kenal dari orang indonesia di bentulu",0,2020-06-10 22:13,0
@abgpagey4968,Jujur AQ RESPECT DGN NIAT Baik Ko TU ISA N TEAM,0,2020-06-11 00:20,0
@alongsulung5591,Aku respect brader mycar bju merah hati tu.... Pemurah betul haty diaaa,0,2020-06-11 04:10,0
@rubybangla2840,terbaiiik bro moga di murahkan rezeki u n team,0,2020-06-11 05:15,0
@mistikstoryjb_8326,Wadap bro,0,2020-06-10 11:27,0
@totorocool8022,Biasa org sarawak yg kerja kt sini. Mereka ringan tangan nk tlg. Sbb mereka tau rasa susah. Tu yg mrantau smpai smnanjung. Hati cepat tersentuh. Tabik spring pada siapa2 yg tlg org lain tnpa mnta balasan.,0,2020-06-10 09:40,0
@amritegar9042,Respect bro haha..semua Yang senang mesti...pernah susah dahulu...sebak bro...,0,2020-06-10 09:40,0
@izwandiofficial2818,Done share....aku suka dgn experiment social Dorang ni,0,2020-06-10 08:46,0
@ahmadnasrulz1331,bang isa mane dapat duit banyak camtu perghh gilerr respect,0,2020-06-10 08:32,0
@jackavery9649,MrBeast version Malaysia,0,2020-06-10 07:34,0
@Haziyah-ro1hg,Aku sedih Gila lah,0,2020-06-10 07:33,0
@syaeznajib5856,dia punya content selalu terbaik..,0,2020-06-10 07:06,0
@sharulhelmiey2520,Road To 1M Subscribe Bang Isa,0,2020-06-10 06:45,0
@user-hg3kc4dj7u,"Yg 1st nye kat kuar bank,aku kalau jadi yg penderma pon aku dah 90% suspect ni high chance sosial experiment.Yg mintak duit pakai hensem,pegang hp lagi,obviously ade duit lerr duhhh!
Try lebih convincing sikit,baru ada shiok",0,2020-06-10 06:41,0
@dudegaming7651,"bro ,aku memang salute content kau .. always ,but klau korang nak buat social experiment mcm tu .. dress up korang tak kene beb 😂😂 but yeahh .. totally the BEST !!! SUPPORT ISA",0,2020-06-10 06:04,0
@sitimasithah5027,👍👍👍👍 mantap,0,2020-06-10 05:30,0
@mabz6595,terbaik la isa isarb 👍🏽👍🏽👍🏽👍🏽👍🏽,0,2020-06-10 05:15,0
@june81jb,Pls have such this act a lot...to show how Malaysia people very very great people... tq Malaysian,0,2020-06-10 04:52,0
@noradilabintidin2124,Mantap,0,2020-06-10 04:40,0
@SanepaChannel,Keren habis bang,0,2020-06-10 03:43,0
@fardawani6347,Terharu nya aku dekat berada tu dah bagi duit siap offer lagi nak tolong hantar tak kira apa bangsa allhamdullilah terbaik semoga ramai yang macam diorang ni😭😭😭,0,2020-06-10 03:11,0
@epoltergeist,R.E.S.P.E.C.T kat brother mycar tu.. lu mmg terbaek bro.. ak pon pnah buat mycar n grab dlu.. mmg kebanyakkannye selama ak buat ehailing dlu mmg rata2 smua baik2  blaka hatinye.. Salut! salute kat Team Isarb.. may Allah bless yall.. In shaa Allah..,0,2020-06-05 05:31,0
@amarirfan150,Saya sanggup korban apa saja untuk join isa team nombor tel saya :0178235047,0,2020-06-05 04:36,0
@rosh6ixx,Malaysian version of Mr.Beast😂😂,0,2020-05-31 19:14,0
@anwareng2390,Agak dah main forex hahsahhsahsa,0,2020-06-02 10:56,0
@mohdramji4944,Bagi sya boss.. nak Gina tuk lvl up battlepass 🤣🤣😂,0,2020-06-02 08:51,0
@MuhammadIqbal-ol8rn,Saya telah melanggan chanel ni dengan dua gmail saya,0,2020-06-02 08:52,0
@shobaazuka1786,Kalau nak mintak sedekah Kat Sarawak laa senang.. sebab org swk bnyak merasa susah .bila dah senang or walaupun dia sendiri susah mmg diorang bagi laa. Pernah time Aku takda duit nak makan.. Ada makcik bwk pergi rumah makan.,0,2020-06-02 10:28,0
@nurhidayatulomarsa4837,Congrats team isa....  Sumpah only this youtube channel yg sy selalu buka sampai habis.....  N i hope one day blh join....  Buat sosial experiment sesamma hihi... Slamat maju jaya sodara...,0,2020-06-02 10:29,0
@syahaniq780,I wish tht guy(who get the money) was me,0,2020-06-02 10:38,0
@mosingrst6462,terbaik isa isaarb....👍👍👍 suka bantu orang. .,0,2020-06-02 10:47,0
@weasleys9542,aku harap one day aku terserempak dgn dia HAHAHAAHAHA,0,2020-06-02 11:02,0
@mozas007,Bagus...Terbaik.,0,2020-06-02 08:11,0
@dannifaiz6242,Padu.. Meh payung kalau ada  rezeki lebih..letgo barang2 yg tk pakai ke haahaha,0,2020-06-02 11:22,0
@muhdsafiyzal8472,teruskan bantu orang bro..memang terbaik👍👍👍,0,2020-06-02 11:25,0
@marmin29,Salut lah kat org sarawak ya! Thumbs up!,0,2020-06-02 12:03,0
@budaknakal2597,Semua ak respect..tp abg yg last tu paling ak respect..siao nk pergi hntr lg.. Wa respect lu..dn ak pn respect kt ko isa..smoga tuhan murhkn rezeki ko dn pjgkn umr ko n team ko..like skit,0,2020-06-02 12:30,0
@rainzok6728,Oh show,0,2020-06-02 12:40,0
@fauzipojie5051,Salam..hi..nk join boleh...tengah mencari kerja juga ni....,0,2020-06-02 12:41,0
@pembekalminyakwangi8450,"Respek nya Kat bro Isa isarb kaya tapi sangat humble

Role model terbaik untuk masyarakat",0,2020-06-02 08:32,0
@LapauTV,Good content😭😭,0,2020-06-02 08:01,0
@khanswaren2959,ISARB  SHAH  tu bukan budak  RON 95/RON97  ke,0,2020-06-02 13:03,0
@borutonarutohinata1976,The best,0,2020-06-02 03:11,0
@faizzz405,"Kau memang nakal. Tapi aku respect lah kau ni. Keep it up bro. 👉👍
  ~,^",0,2020-06-02 00:23,0
@diyadiyadiya8015,"isa sepatotnye lepas diorg yang taknak tolong tu kan,isa keluarkan duit banyak2 tu bgi diorang tengok and explain dekat diorang..mesti lain kali diorg akan mula membantu orang..yela walaupun tak dapat balasan wang tunai tapi pahala bersedekah tu Allah dah janji..sekadar cadangan sahaja..@dhiarahimi94",0,2020-06-02 00:25,0
@marcmarquez6172,"Bang, payung sy road bike satu......batak nawww",0,2020-06-02 00:34,0
@asyrimansor1193,Hahaha,0,2020-06-02 01:11,0
@idaddaniel335,"Salam bro, bolehh tolong ajar aku pasal octafx tak?? Betol memerlukan skrg..",0,2020-06-02 01:16,0
@nazirasaparuan949,Bnyk nye duit dia..,0,2020-06-02 02:51,0
@muhammadbaqir4629,"Tak ikut S.O.P salam orang, peluk kan takleh pakai mask pun tidak",0,2020-06-02 03:19,0
@danialarif3242,Tersentuh hati,0,2020-06-02 06:46,0
@FaimanAzlan,Banyak gila duit dia😭,0,2020-06-02 03:28,0
@rikorako4424,"Baru ini aku nonton YouTuber Malaysia nih,,,keren sih mantap jiwa",0,2020-06-02 03:32,0
@ajimyoutube782,One day aku nk jadi macam isa,0,2020-06-02 03:56,0
@berkattin9090,Ferrero roche,0,2020-06-02 04:05,0
@fadilfadil5960,Wey isa aku nk gak... Xde sen ni,0,2020-06-02 04:11,0
@azuwanwan6606,Wow..tiap kali buat sosial experimen mmg kene beli kamera baru ke..heheh,0,2020-06-02 04:12,0
@nurulhusnasalleh3962,"sy teringat mse sy balik dr cod makanan.. ade pakcik ni ketuk tingkap kereta n mntk tlg kt sy, sy bg seikhlas hati n dia menangis.. kwn sy bising kata sy suka2 bg org duit.. tp xpe kite ikhlas je.. seminggu kemudian viral yg pakcik tu rupanya seorg penipu😆😆 tp xpe xnyesal pun sbb itu urusan pakcik tu dgn Allah la.. urusan sy dh selesai.. hehehe",0,2020-06-02 12:43,0
@puspawangi8400,Area kelana jaya,0,2020-06-02 13:05,0
@mengmikey9539,Puchong tempat saya tinggal,0,2020-06-03 02:32,0
@666ecstacy4,Murah rezeki,0,2020-06-02 23:58,0
@toxicgaming9163,Kna bagi org Ada pod lagi ahahahah,0,2020-06-02 19:22,0
@jbettansquad637,Habeh duit 1500 dkt copy trading and trading kat octafx. 🙄🙄,0,2020-06-02 19:36,0
@muhammadsyukri9660,Nk 500,0,2020-06-02 20:21,0
@mohammadazri9832,Allahuakbar,0,2020-06-02 23:05,0
@rakizal1,Menangis dan tersentuh hati tgk video ni.. 😪😪😪,0,2020-06-02 23:30,0
@liza_latif78latif78,"Ni dkt kelana jaya ke,",0,2020-06-02 23:55,0
@ahmadazri6860,"Orang yg sentiasa syukur, pernah rasa susah. Mesti akan rasa nak bantu.",0,2020-06-03 00:09,0
@hadiefiqbalhezri4107,11:40,0,2020-06-02 18:49,0
@mohdrizuwanabdwahab3357,Ko betul2 trade forex ke Isa?,0,2020-06-03 00:39,0
@kualatour,phuiiii,0,2020-06-03 00:49,0
@emryamsyar2168,isa terbaeklah .... ngapa x jumpa ek time tu kompom aku bg 100 hihi,0,2020-06-03 01:00,0
@emryamsyar2168,Bro mycar tu moga rezeki di murahkan..bagusnya..kdg org mentaliti takut perompak ke apa ke tp brader mycar tu tenang dang sanggup membantu,0,2020-06-03 01:06,0
@azimpendek5299,kenapa pakai baju elok sangat minta sedekah?,0,2020-06-03 01:25,0
@amirhere2324,"Mantap Isa , aq support dgn apa yg team KO buat ..
Semoga company KO dan apa jua yg KO lakukan sentiasa dibawah rahmat serta perlindungan dari yg maha kuasa iaitu ALLAH SWT ..
AAMIIN",0,2020-06-03 01:45,0
@muhammadumarizuanbinmohdsa2955,Cammon bro KEEP UP THE GOOD JOB!!!..,0,2020-06-02 19:17,0
@painakatsuki325,Bro blanja iphone 1..huhuhu,0,2020-06-02 18:11,0
@jelajahperantau4910,Sebelum nya mintak maaf bro.. cuman bagih saran buat baju selekeh sikit la bro..baru kereeen....,0,2020-06-02 13:12,0
@yusronchanelku9833,"Like 37
Smg sukses selalu kawan🙏",0,2020-06-02 15:41,0
@kiesilkhannazsagohrockers9293,Uang kaget..ok ga..baru ia meda cerita tuk..,0,2020-06-02 13:33,0
@braderletto1710,he bro.. oqang kenaila hg!! 😅,0,2020-06-02 13:36,0
@mustangtang8315,Minta maaf tuan2 sekalian semenjak pkp dilaksanakan saya perkerja hotel telah diberhentikan kerja dan saya mempunyai anak 3 orng dimna msih mnyusu dan pkai pampers . Sya minta pertolongan ikhlas tuan2 sedekahkan susu ka atau pampers .sya khilangan mata pencarian gas dirumah dah kosong . Saya tinggal area kk . Sya betul2 memerlukan .pm saya 0149134346 .No akaun saya maybank 160072761173,0,2020-06-02 14:17,0
@nabilzaim1462,Terbaik isa isaarb aku meremang sepanjang tengik video ni kalini punya memang da bomb great content like seriously aku nak menangis tengok orang yang lagi susah daripada kita apa pon youre a good man bro maksud your whole crew memang the best please do more vid like this big thumbs up 👍❤️,0,2020-06-02 14:52,0
@aadl693,Great content bruh. Fun to watch! Keep it up! 🤙🏻,0,2020-06-02 15:09,0
@steve-o965,Isa kepala bana . Dah sah2 10k duit rm50 . Bagi dua jelah . Kepala bana . Bodoh nak mmpus . Acah je menatang ni .,0,2020-06-02 15:24,0
@abuzar8789,Bess la channel isa isarb,0,2020-06-02 16:02,0
@mohdafiq9665,Terbaik,0,2020-06-02 17:34,0
@fakrulliza818,Bila tgok video nii..org akan doakan untuk isa isarb..moga allah   melindunggi isa n team moga murah rezeki,0,2020-06-02 16:11,0
@azmirmus982,Assalamualaikum Isa boleh bantu tak,0,2020-06-02 16:23,0
@Adisa777E,"*Akting sangat kurang meyakinkan 
*Caranya minta duit seperti preman malah buat orang takut bukan iba melihatnya
*Penampilan seperti orang berduit makanya orang ragu memberi
😌",0,2020-06-02 16:38,0
@khusnolfatimah110,Baju biru tu dah tau kau buat social expariman,0,2020-06-02 17:00,0
@diyanasyahira,hahaha Mr beast dah x seronok skg ni... tetiba channel ni masuk dlm recommendation... TQ Yt 💜,0,2020-06-02 17:13,0
@garysonhernandez,Byk kita tlg org mkin murah rezeki kita,0,2020-06-02 17:32,0
@laiciii._,Ni atta halilintar versi malaysia hahaha,0,2020-06-02 00:01,0
@moonmbz3144,"sebak bai...
aku kalau org mintak duit pun pikir2 nak bagi atau tak.
tp kalau takat rm5 ok je.",0,2020-06-01 23:43,0
@mrrsamchannel5268,Terbaikk bosku,0,2020-06-01 23:36,0
@muhammadhafeez1090,"sumpah meremang bulu roma tgk video ni, baik do orang2 malaysia huhu, rse nak nangis",0,2020-06-01 06:56,0
@mohdirham,"touching tengok...
bawang masuk mata bro",0,2020-06-01 05:41,0
@YambazaGaming,Terbaik,0,2020-06-01 06:11,0
@tsmr6292,Lagu ni saya suka,0,2020-06-01 06:27,0
@azmiazmi3356,aku minat bnr kan org ni,0,2020-06-01 06:40,0
@azmiazmi3356,salam dari org brunei abg bila nak dtg brunei,0,2020-06-01 06:41,0
@azmiazmi3356,abg isa bila nak dtg brunei,0,2020-06-01 06:51,0
@mobilelegendgames6023,Terbaik lah isarb,0,2020-06-01 07:10,0
@benzooloo3637,Wow terbaik bro,0,2020-06-01 04:45,0
@alisyamaha6678,"Btul.. Ini mgajar manusia bhwsannya lbih bnyk kita brsedekah, lbih banyak ganjaran Allah beri.. Murah rzki Isa aamiin..",0,2020-06-01 07:20,0
@afnanyusri,Terbaikk,0,2020-06-01 07:23,0
@cikmatahari3266,Baik nyaaaaaaa org Sarawak tu😭😭😭,0,2020-06-01 08:22,0
@razipputit5163,Ap nme background muzik tu,0,2020-06-01 08:29,0
@mohdhakimhakim1564,Area klang pulak bro buat,0,2020-06-01 08:31,0
