video_id,user,comment,likes,published_at,reply_count,type,parent_id,comment_clean,polarity,sentiment
4RslhMzDmKs,@htchtc7890,"musibah menda?? tak mkn ayam, tak mati pun😂😂",7,2/6/2022 11:28,1,top_level,,musibah menda mkn ayam mati,0,Neutral
XR6OO2ScEXU,@MassiZ8,"Motorcycles can be a pain in the neck at night in some areas of KL, but if you find that unbearable, never go to Vietnam or the Philippines 😅",7,27/7/2025 4:42,0,reply,Ugw4JnL8MOiv9O80Vvd4AaABAg,motorcycle pain neck night area kl find unbearable never go vietnam philippine,-0.5106,Negative
4RslhMzDmKs,@sitimeow4906,Sardines  CAP AYAM  ade,7,2/6/2022 10:54,0,reply,UgwCxsbTb0CM18wRiNB4AaABAg,sardine cap ayam ade,0,Neutral
4RslhMzDmKs,@irtikaidayah2374,"Salam rakyat Malaysia, betul isu ayam sedang hangat tapi kita jangan terlepas pandang harga barang lain juga melambong harap di beri perhatian juga.",7,2/6/2022 11:27,2,top_level,,rakyat malaysia isu ayam hangat terlepa pandang harga barang melambong perhatian,0,Neutral
XR6OO2ScEXU,@hexagonism,"If you are really lucky you may still see baby goats in rattan basket on the back of a motorcycle, elephants on or crossing the roads, dolphins swimming near your boat, cranes on top of the lamp posts like  sculptured lamposts, and being next to a hornbill while it look at you from one side. Lol. Monkeys are quite common.",7,27/7/2025 7:25,0,top_level,,really lucky may still see baby goat rattan basket back motorcycle elephant cross road dolphin swim near boat crane top lamp post like sculpture lampost next hornbill look one side monkey quite common,0.7501,Positive
XR6OO2ScEXU,@ConlearInt,"Thanks, yes  I absolutely agree!",7,28/7/2025 11:38,0,reply,UgwdlXZezwdPodWQuMV4AaABAg,thank yes absolutely agree,0.7902,Positive
4RslhMzDmKs,@alberthuat5748,eh eh eh takkan lah negara yang terbaik kat dunia nih pun susah takdak ayam kihkihkihkihkih,7,2/6/2022 10:39,2,top_level,,eh eh eh takkan negara terbaik dunia nih susah takdak ayam kihkihkihkihkih,0,Neutral
DJJvt9_6dNE,@mmaisignals,12:11 no dating? This is what all fathers dream of for their teenage daughters,7,9/7/2024 14:03,1,top_level,,date father dream teenage daughter,0.25,Positive
DJJvt9_6dNE,@pthenq,"I believe you do become a tax resident, but you can claim the FEIE (Foreign Earnied Income Exclusion) to reduce your federal income tax liability (I am assuming you're a US citizen).

The new MM2H programs also do not tax foreign sourced  income from what I have read, so that could be a good structure",7,9/7/2024 16:17,0,reply,UgxvobK3pHzrbAKEhaJ4AaABAg,believe become tax resident claim feie foreign earnie income exclusion reduce federal income tax liability assume you we citizen new mmh program also tax foreign source income read could good structure,-0.0258,Neutral
DJJvt9_6dNE,@hungo7720,Kuala Lumpur is a flashy and vibrant hub which is enticing to lots of investors and digital nomads. Affordability and balmy weather year round are unbeatable advantages.,7,9/7/2024 15:24,0,top_level,,kuala lumpur flashy vibrant hub entice lot investor digital nomad affordability balmy weather year round unbeatable advantage,0.6597,Positive
XR6OO2ScEXU,@subramaniamarumugam3620,"But how can politics be left in our lives , all decisions made by the politicians affect the layman.",7,7/8/2025 3:35,0,reply,UgzychtLmegZuom5L-d4AaABAg,politic leave life decision make politician affect layman,-0.0516,Negative
XR6OO2ScEXU,@garywong14,"Great to see that you like Sabah. For me (Ipoh guy staying in KL), Sabah is definitely the best state in the whole of Malaysia. They got some of the best beaches. One of the best sunset views in the world. Some of the best diving spots in the world. Many beautiful islands. Highest mountain in South East Asia. One of the oldest rainforest in the world. And also the people in Sabah.",7,24/9/2025 1:53,0,reply,UgwSNx5MHW5Uvx89NWx4AaABAg,great see like sabah ipoh guy stay kl sabah definitely well state whole malaysia well beach one well sunset view world well diving spot world many beautiful island high mountain south east asia one oldest rainforest world also people sabah,0.9633,Positive
4RslhMzDmKs,@shahmi5727,@kamarudjaman3117 aq pun X faham ape yg dia cakap sbb aq X expert pasal race2 motor. Tapi mungkin dia just nak bagi contoh yg boleh kait dgn bab ayam ni.. kot2 la,7,3/6/2022 13:22,0,reply,UgzNDLxg4rDkGVCGRfV4AaABAg,aq faham ape cakap sbb aq expert pasal race motor contoh kait bab ayam ni kot la,0,Neutral
4RslhMzDmKs,@jimmihendrixhendrix9575,Jangan risau rakyat Singapura boleh makan ayam beku yg berlambak2 dlm pasaran. Wassalam,7,2/6/2022 12:20,1,top_level,,risau rakyat singapura makan ayam beku berlambak pasaran wassalam,0,Neutral
4RslhMzDmKs,@rohizatizat5614,Setuju 💯 utama kn rakyat . Rakyat sihat Malaysia maju.,7,2/6/2022 13:40,0,top_level,,setuju utama kn rakyat rakyat sihat malaysia maju,0,Neutral
DJJvt9_6dNE,@malcolmnicoll1165,"Thank you, Andrew. Just hope this gem doesn't become Californicated and thus affordable only to the wealthy elite.",7,10/7/2024 0:56,0,top_level,,thank andrew hope gem do become californicate thus affordable wealthy elite,0.7845,Positive
XR6OO2ScEXU,@marcus77773,"All Uber drivers in the West never help out with the luggages even from the airport! & you have to pay a fortune for the taxi rates there too : a 10mins ride costed me 20 Eur in Belgium without any service smiles or help with my baggages! Once I had to pay 200Eur to transfer from Brussel Zaventem airport to the smaller Charleroi airport! 
Where as Grab in Malaysia is only costing 1 - 5 USD around the perimeter of KL city centre so what do you expect? 
All the Malaysian drivers I have encountered are super chatty & even recommended me lots of great locations to eat & shop from the locals perspective!
So local tour guides on top of a top notch service so what more could you asked for?? 🤔😅",7,27/7/2025 12:41,0,reply,Ugwsy47-8fLDLHpmS9V4AaABAg,uber driver west never help luggage airport pay fortune taxi rate mins ride cost eur belgium without service smile help baggage pay eur transfer brussel zaventem airport small charleroi airport grab malaysia cost usd around perimeter kl city centre expect malaysian driver encounter super chatty recommend lot great location eat shop local perspective local tour guide top top notch service could ask,0.77,Positive
XR6OO2ScEXU,@dargon1084,and thank god for that,7,27/11/2025 13:48,0,reply,UgxSni-GsuBpZJvfBnp4AaABAg,thank god,0.5574,Positive
XR6OO2ScEXU,@SeosamhMacUaid,Isn’t that the same every where on planet earth- humans are humans.,7,27/12/2025 21:15,0,reply,UgzUCOhQa2LefyZCSod4AaABAg,be every planet earth human human,0,Neutral
DJJvt9_6dNE,@realalexmackenzie,"I think KL is my overall favorite Asian city. I appreciate the hint of British influence leftover there, yet you never forget you're in Asia. It is gritty enough to be interesting at times, but not something you cannot escape to live a more comfortable Western life. The food is probably my favorite overall in Asia. Obviously the value for money proposition is hard to beat. 

The downside for me is the time zone. I do business in North America and no matter how you try and approach it, matching up KL's night to North America's business day is going to leave you sleep-deprived. Also... ""graysia"". I have lived too many years in Canada. When I finally escape, I want 300 days of sunshine and blue skies each year. I find Asia just too cloudy for much of the year.

I will still happily visit, but I don't know that it is a place to live.",7,9/7/2024 18:32,1,top_level,,think kl overall favorite asian city appreciate hint british influence leftover yet never forget you asia gritty enough interesting time something escape live comfortable western life food probably favorite overall asia obviously value money proposition hard beat downside time zone business north america matter try approach match kls night north america business day go leave sleepdeprive also graysia live many year canada finally escape want day sunshine blue sky year find asia cloudy much year still happily visit know place live,0.9743,Positive
XR6OO2ScEXU,@scarletohara6743,I love people who have the courage to talk about politics and religion. Everybody's life is effected by those two things. Very important to understand.,7,12/8/2025 0:02,0,reply,UgzychtLmegZuom5L-d4AaABAg,love people courage talk politic religion everybodys life effect two thing important understand,0.8481,Positive
XR6OO2ScEXU,@PBandJustGo,"Hahaha, I found this one particularly funny. . thanks for the needed laughs 😅",6,27/7/2025 19:02,1,top_level,,hahaha find one particularly funny thank need laugh,0.9212,Positive
gxCfYO_3trk,@hazmanriess8949,Non bumiputra not real loyal to Sultans and Rajas. They come to Malaya and Borneo during British Rule. They grant as Malayan citizen just jus soli. They should go back to their motherland.,6,22/10/2023 7:25,0,reply,UgzjBNZjkAJJ7vkrzBl4AaABAg,non bumiputra real loyal sultan rajas come malaya borneo british rule grant malayan citizen jus solo go back motherland,0.6808,Positive
4RslhMzDmKs,@JazZy-pn4ms,"Ini lah masa yang tepat untuk kerajaan tanamkan minat untuk golongan muda mula menceburi bidang2 seperti pertanian/penternakan berasaskan semulajadi. Mudahkan cara dan jalan untuk mereka mengambil tahu. Yg golongan muda pula, cuba kaji dan belajar ambil tahu bidang ini supaya dapat membentuk minat. Sebenarnya best jadi petani/penternak. Pendapat saya lah. Sbb income bole tahan asalkan rajin dan jangan putus asa..tak perlu achieve pun high level akademik. Tak perlu kisah apa orang kata. Syukur bermula sedikit lama2 jadi bukit.  Sy rasa seronok pernah menternak ayam dulu, sebab sy cuba tanamkan minat. Tp sekarang dah tukar bidang kerja dekat laut. Ini cuma pendapat. Sebab kita nampak satu punca kekurangan bekalan makanan seperti ayam ni sebab usaha penternakan tidak giat dilakukan, disamping negara sendiri mengeksport sumber ke negara luar.  Kalau kita sudah bole hasilkan sumber makanan dlm negara mencukupi, mungkin kita bole minimakan import bahan makanan dari luar. Fokus pada penghasilan...satu masa bila supply dah lebih dari demand dlm lokaliti, maka bolehlah kita start mengeksport, menjana income disamping mengurangkan perbelanjaan import. Kesannya sangat bagus untuk ekonomi rakyat jelata secara amnya. Maaf cuma pendapat saja.",6,3/6/2022 15:29,3,top_level,,kerajaan tanamkan minat golongan muda menceburi bidang pertanianpenternakan berasaskan semulajadi mudahkan jalan mengambil golongan muda kaji belajar ambil bidang membentuk minat well petanipenternak pendapat sbb income tahan rajin putus asatak achieve high level akademik kisah syukur bukit sy seronok menternak ayam sy tanamkan minat tp tukar bidang kerja laut pendapat nampak punca kekurangan bekalan makanan ayam ni usaha penternakan giat disampe negara mengeksport sumber negara hasilkan sumber makanan negara mencukupi minimakan import bahan makanan foku penghasilansatu supply demand lokaliti start mengeksport menjana income disampe mengurangkan perbelanjaan import kesannya bagus ekonomi rakyat jelata amnya maaf pendapat saja,0.1531,Positive
DJJvt9_6dNE,@mizzylamydean2936,"Hi, if i'm Westerners i will work digitally or remotely, earn income in dollar or any other currency but will live in Malaysia, Kuala Lumpur. If you earn USD4k monthly income you can have decent live style in KL. Nice condo in nice neibourghood. Good car, nice meals without need to budget. Even short holiday around Malaysia without to concern of short of money. You still can buy thing without worry. Your kid will have international school.",6,10/7/2024 1:57,1,top_level,,hi I westerner work digitally remotely earn income dollar currency live malaysia kuala lumpur earn usdk monthly income decent live style kl nice condo nice neibourghood good car nice meal without need budget short holiday around malaysia without concern short money still buy thing without worry kid international school,0.9372,Positive
XR6OO2ScEXU,@alghamdi-abdullah-r,We dont care about you 😊,6,28/7/2025 7:17,0,reply,UgxG3uyAaAEzdP0BQRJ4AaABAg,care,0.4939,Positive
gxCfYO_3trk,@makethemove101,Can’t comment on that….but perhaps it’s a common thing between countries. Dutch aren’t rude to the Belgians but we do make fun of them while the Belgians think we are loud and perhaps even rude,6,10/10/2023 11:58,0,reply,Ugyzbtxj_SMMK0RHGUp4AaABAg,can comment thatbut perhaps common thing country dutch be rude belgian make fun belgian think loud perhaps rude,-0.4019,Negative
gxCfYO_3trk,@makethemove101,"Hi! Thank you for your comment. You need to have an insurance that offer plans for expats. The well known players are for instance AllianzCare, Cigna and ALC. Hope we have answered your question. Cheers, Matt and Monico",6,13/10/2023 14:59,0,reply,Ugxv4eFhCVS9LxwGq_x4AaABAg,hi thank comment need insurance offer plan expat well know player instance allianzcare cigna alc hope answer question cheer matt monico,0.8689,Positive
4RslhMzDmKs,@nadzrinpuad1283,@shukshukri9950 ayam brazil ayam frozen.. mana bole masak kukus.. keras kejung la..,6,2/6/2022 11:39,0,reply,UgwCxsbTb0CM18wRiNB4AaABAg,ayam brazil ayam frozen masak kukus keras kejung la,0,Neutral
gxCfYO_3trk,@Danzo6333,"@tyjay6885

You were right dude, you must be that hatred spreader",6,14/10/2023 9:31,0,reply,UgzjBNZjkAJJ7vkrzBl4AaABAg,right dude must hatre spreader,0,Neutral
gxCfYO_3trk,@79kopi79,"Rule of thumb, spending on local product especially the fresh ingredient and will save your wallet tremendously. Import product will cost much more therefore it is recommended to adjust your dietery. It is interesting to have a fusion recipe of your own that suits your taste bud.",6,12/10/2023 23:08,1,top_level,,rule thumb spend local product especially fresh ingredient save wallet tremendously import product cost much therefore recommend adjust dietery interesting fusion recipe suit taste bud,0.8822,Positive
gxCfYO_3trk,@KK-oe2zp,Apartheid system,6,14/10/2023 5:00,0,reply,UgzjBNZjkAJJ7vkrzBl4AaABAg,apartheid system,0,Neutral
gxCfYO_3trk,@tyjay6885,@hadeqhad5474 other developed nations don't have this kind of dual systems. All citizens treated equally...,6,14/10/2023 4:53,0,reply,UgzjBNZjkAJJ7vkrzBl4AaABAg,develop nation kind dual system citizen treat equally,0.7269,Positive
4RslhMzDmKs,@fahezahnormohamed6147,"Kerajaan inisiatif pun, ramai yang tak minat bidang pertanian — semua nak kerja yang tidak berpanas, gaji besar dan hidup senang… 

Kerja sektor pertanian sama dengan Sabtu dan Ahad hari kerja kerana perlu menyiram sayuran, perlu bagi ayam makan.",6,4/6/2022 0:47,0,reply,Ugz_8Lthg82wd3LTzkh4AaABAg,kerajaan inisiatif ramai minat bidang pertanian kerja berpana gaji hidup senang kerja sektor pertanian sabtu ahad kerja menyiram sayuran ayam makan,0,Neutral
gxCfYO_3trk,@destinationNZ,Thanks for the information. Very  helpful. What about health services? Do we need to have additional Insurance like Southern Cross here in New Zealand?,6,13/10/2023 10:43,1,top_level,,thank information helpful health service need additional insurance like southern cross new zealand,0.7783,Positive
4RslhMzDmKs,@theworldisnotasafeplaceany8232,Yang kelakarnye....kite tak pape pon sebenarnye tk makan ayam...yg orNg malaysia bebual macam bagus sangat kenape.we understand your situation to stop exporting.....life is normal jer...we have lots of other food to eat...yang risau cume stall2 kedai yg menjual ayam dan makanan yg ade ayam...dorang risau pasal drg nak jual ape.....tapi orang singaporean tkde masalah pon.....,6,2/6/2022 11:31,3,top_level,,kelakarnyekite pape sebenarnye tk makan ayamyg orng malaysia bebual bagus kenapewe understand situation stop exportinglife normal jerwe lot food eatyang risau cume stall kedai menjual ayam makanan ade ayamdorang risau pasal drg jual apetapi singaporean tkde,-0.4588,Negative
gxCfYO_3trk,@makethemove101,"Hi! Yes we are aware that Matt said Rupiah instead of Ringgit when talking about housing. The video was already uploaded when we realized the mistake. A huge slip of the tongue of course. 😔I guess, after doing videos on Indonesia we are still used to saying rupiah instead of ringgit. But good thing that the mistake is getting noticed....😉Cheers! Matt and Monico",6,5/10/2023 18:23,0,reply,UgyU3kL4yNW_PtwL4fZ4AaABAg,hi yes aware matt say rupiah instead ringgit talk housing already upload realize mistake huge slip tongue course guess video indonesia still use say rupiah instead ringgit good thing mistake get noticedcheer matt monico,0.4767,Positive
4RslhMzDmKs,@Zek-jq5wx,Tu deme belom lagi putus bekalan ayor,6,2/6/2022 11:18,0,reply,UgyhEI-oREJM2P8Qs_B4AaABAg,tu deme belom putus bekalan ayor,-0.296,Negative
XR6OO2ScEXU,@ConlearInt,"If you're anything like me, dating everywhere is hard haha",6,27/7/2025 2:00,0,reply,Ugz0EWITf4VeC2HeuH14AaABAg,you anything like date everywhere hard haha,0.6249,Positive
gxCfYO_3trk,@mohdasrisulong4617,"Outside KL, one could also check old rustic towns such as Ipoh & Sungai Petani ...
Sungai Petani, for example ...
Accommodation is cheap ...
International school is abundant nearby ...
And excellent healthcare facilities all around ...
And it is just 30 minutes to Penang Island (non-peak hours, off course) ...",6,1/1/2024 1:37,2,top_level,,outside kl one could also check old rustic town ipoh sungai petani sungai petani example accommodation cheap international school abundant nearby excellent healthcare facility around minute penang island nonpeak hour course,0.5719,Positive
DJJvt9_6dNE,@redgatecrt,"Gentlemen, Malaysian women are 😍.",6,10/7/2024 1:46,0,top_level,,gentleman malaysian woman,0,Neutral
DJJvt9_6dNE,@Jabba-c3b,And yet top 10 wealthtiest Malaysians are non-Malays. So much for privileges.,6,15/9/2024 9:37,0,reply,UgwT8IgT8dann4IXBn14AaABAg,yet top wealthtiest malaysians nonmalay much privilege,0.5106,Positive
gxCfYO_3trk,@Andy-Jarvis,"I’m so moving there in a few years when I hit empty nester status I’ll live like an absolute king, holy shit!",6,4/6/2024 16:12,1,top_level,,I move year hit empty nester status ill live like absolute king holy,-0.2732,Negative
8TmWwlrvEDg,@sinkorswimchimmy6786,"You can only win when you earn there and come back, regardless of the starting point or aspiration. 
Same as other migrant groups.",6,25/3/2026 12:22,3,top_level,,win earn come back regardless start point aspiration migrant group,0.5859,Positive
4RslhMzDmKs,@Jacksparrow-if8fh,And don't worry... Singapore do have ways to solve this type of problems..,6,3/6/2022 2:10,0,reply,UgwOxMuahRjh8raFb7B4AaABAg,worry singapore way solve type problem,-0.5859,Negative
XR6OO2ScEXU,@PassportDialectic,"... absolutely correct, Sir. I'm 45, from California, spent last 5.5 months in Metro Manila. I arrived (here) in Bangkok 2 weeks ago. Next stop... Kuala Lumpur.",6,15/8/2025 13:11,0,top_level,,absolutely correct sir I california spend month metro manila arrive bangkok week ago next stop kuala lumpur,-0.296,Negative
4RslhMzDmKs,@adaapadengankereta,Henti ja.. jual kat dlm malaysia ja dulu..,6,2/6/2022 10:46,0,top_level,,henti ja jual malaysia ja,0,Neutral
gxCfYO_3trk,@MarcSBlack-yj6su,11/28/2023; 9:30 a.m.  This video is excellent! It is balanced & informative for any who are researching studying and/or working in Malaysia.  Thank you so much for the effort you put into this project! 😊.,6,28/11/2023 15:39,1,top_level,,excellent balanced informative research study andor work malaysia thank much effort put project,0.7351,Positive
DJJvt9_6dNE,@annasillanpaa1111,Malaysia and Kuala Lumpur sounds like an awesome place. Also not in the major risk zone for global politics.,6,13/7/2024 18:58,0,top_level,,malaysia kuala lumpur sound like awesome place also major risk zone global politic,0.6378,Positive
4RslhMzDmKs,@shaafiizzah,@Johan-jn6zd tu la msalahnya...takut benor ngn singapor....ntah npe??,6,2/6/2022 11:25,0,reply,UgyhEI-oREJM2P8Qs_B4AaABAg,jnzd tu la msalahnyatakut benor ngn singaporntah npe,0,Neutral
XR6OO2ScEXU,@Tripwithme25,"Likes: Affordability, good infrastructure, all cuisines, excellent connectivity throughout Asia, KLIA <3
Dislikes: Terrible weather (extra hot and humid throughout the year), uneducated locals, tensions in races (malay, Chinese, indians, etc).",6,28/7/2025 4:23,0,top_level,,like affordability good infrastructure cuisine excellent connectivity throughout asia klia dislikes terrible weather extra hot humid throughout year uneducated local tension race malay chinese indians etc,0.25,Positive
4RslhMzDmKs,@sumayyah2068,Dh lama wujud kt tmpat sy  kolej vokasional pertanian teluk intan. dulu pggil teknik jr..10 minit dr rmh sy...cari kt google ye..,6,2/6/2022 11:34,0,reply,Ugz0JlPhvVktpF7oezB4AaABAg,dh wujud kt tmpat sy kolej vokasional pertanian teluk intan pggil teknik jr minit rmh sycari kt google ye,0,Neutral
4RslhMzDmKs,@albertosuarez7531,"Itu bukan masalah kita, kenapa harus kita kaji? Utamakan dahulu rakyat tempatan. Harga barangan di Malaysia sendiri naik? Naik kerana stok tempatan tidak mencukupi, banyak yg dieksport ke luar. Fikir tentang untung sahaja. Rakyat tempatan sendiri merana.",6,3/6/2022 11:56,0,top_level,,kaji utamakan rakyat tempatan harga barangan malaysia stok tempatan mencukupi dieksport fikir untung rakyat tempatan merana,0,Neutral
DJJvt9_6dNE,@zickzack987,"I was in KL (China Town, KLCC) few weeks ago because of the many hype videos on yt. 

I have only one word: BORING

I was everywhere in SEA. Even Vientiane, the essence of boringness, was more exciting 😁",6,9/7/2024 16:57,2,top_level,,kl china town klcc week ago many hype video yt one word bore everywhere sea vientiane essence boringness exciting,0.296,Positive
DJJvt9_6dNE,@redgatecrt,Cheaper to rent than buy in Malaysia,6,10/7/2024 1:47,0,top_level,,cheap rent buy malaysia,0,Neutral
XR6OO2ScEXU,@sewfonglow8501,"Malaysia 🇲🇾blessed country 💞
👍👍👍👍",6,6/12/2025 10:33,0,top_level,,malaysia bless country,0.4215,Positive
XR6OO2ScEXU,@Zzues,"@ConlearInt Thank you! Portugal is a great country with great people, but the immigration crisis his Portugal massively and caused housing prices, etc. to really skyrocket. Over tourism also is a big problem with locals in Spain and Portugal, so I just do not feel quite as home as I would have hoped.",6,29/7/2025 16:40,0,reply,UgztwdFZEIiU2WXMD454AaABAg,thank portugal great country great people immigration crisis portugal massively cause housing price etc really skyrocket tourism also big problem local spain portugal feel quite home would hop,0.5994,Positive
DJJvt9_6dNE,@kevinstrong7520,"If you work remote there, you will be taxed.  In addition, check out their 90 day rule (not tax friendly).",6,9/7/2024 12:28,9,top_level,,work remote tax addition check day rule tax friendly,0.4939,Positive
8TmWwlrvEDg,@sweeseen9577,it's worth it to work in sg. The traffic/ causeway tells for itself.,6,29/3/2026 3:42,0,top_level,,worth work sg traffic causeway tell,0.2263,Positive
XR6OO2ScEXU,@stormycoffee,The downside for me is super hot and humid weather,6,27/7/2025 14:14,0,top_level,,downside super hot humid weather,0.4404,Positive
DJJvt9_6dNE,@johnnytx45,"No, that’s Singapore.",6,9/7/2024 13:52,0,reply,Ugy-CtimY9GNHugOAtF4AaABAg,that singapore,0,Neutral
DJJvt9_6dNE,@fishing-gardening-travelling,"That's the reason I don't want to move to Malaysia. I'm a train driver in London and even a Doctors salary in Malaysia couldn't pay me the same. (Surgeon)

For now I want to buy properties in Malaysia and visit during the UK winter months.",6,9/7/2024 16:25,0,reply,Ugwb084MAY1M4hZepfd4AaABAg,that reason want move malaysia I train driver london doctor salary malaysia could pay surgeon want buy property malaysia visit uk winter month,0.0516,Positive
DJJvt9_6dNE,@RetireandGo,@tiyes94 mid day is hot but overall KL was not as bad as Thailand,6,9/7/2024 19:19,0,reply,Ugy9ZojbcNuTA5GH_OJ4AaABAg,mid day hot overall kl bad thailand,-0.5423,Negative
XR6OO2ScEXU,@kieranjohnston7550,@Grimaldus_Templars yes.,6,15/8/2025 11:14,0,reply,Ugy8L_jpsYR6A8Up8QZ4AaABAg,yes,0.4019,Positive
DJJvt9_6dNE,@keangwooichoo6138,Singles maybe tough. For family will be good.,6,9/7/2024 12:52,0,top_level,,single maybe tough family good,0.34,Positive
4RslhMzDmKs,@TheFeyz92,"Apedehal negara maju kot, jgn takut2 eh 😏",6,2/6/2022 10:50,0,top_level,,apedehal negara maju kot takut eh,0,Neutral
DJJvt9_6dNE,@lornaeatscake,@dolucks1 no but they don’t have to be assholes either. Also I’m allowed to have an opinion based on my experience. No one is asking them to conform that’s just my lived experience in Malaysia KL.,6,13/9/2024 17:01,0,reply,UgxXPCnDVrFzkQyRUIB4AaABAg,asshole either also I allow opinion base experience one ask conform that live experience malaysia kl,0.2263,Positive
8TmWwlrvEDg,@KsLeow,"Does Mr Money think he can live a better life in Singapore? Talking so much what for? Mr Money still lives in Malaysia. He talk one thing and acting opposite to what he talk. If he is talking on behalf on B40, yes, I would agree. M40 and T20 make up 60% of Malaysia population. Mr Money is in T20, and he will never want to live in HDB flat in Singapore.",6,28/3/2026 1:14,1,top_level,,mr money think live well life singapore talk much mr money still life malaysia talk one thing act opposite talk talk behalf yes would agree make malaysia population mr money never want live hdb flat singapore,0.7251,Positive
DJJvt9_6dNE,@SaintAmazigh,"I lived 6 years in KL as an expat and I would return anytime, Europe is so overrated.",6,25/6/2025 6:24,1,top_level,,live year kl expat would return anytime europe overrate,0,Neutral
DJJvt9_6dNE,@jou3883,"If you’re a non Muslim living in a Muslim country like Malaysia, you won’t feel and likely won’t experience the real “tragedies” of religious cult of Islam (manipulation, abuse, lies, control etc). But imagine if you were born Muslim (in this case a Malaysian of Malay ethnicity like myself), who’s gone through spiritual awakening and attained level of awareness how religions come into play politically as well as why religions were invented by men (do not confuse religion with spirituality, they aren’t the same), you’ll understand why you simply cannot live in Malaysia. Religion aside, Malaysia as a country is awesome. But sadly the true Malaysian native culture has been replaced with ridiculous religious practices eg. More and more women wearing hijab, rise of obesity (due to completely wrong way of fasting in Ramadan - real statistics demonstrate Malays who are Muslim who are obese and overweight are increasing). In the 90s, only 1 out of 50 students wear hijab in primary schools. And now the ratio is the opposite. Shocking. Those who are religious will obviously disagree with my stance on this because Islam brainwashing is so powerful, Muslims cannot and refuse to see/believe otherwise. Brainwashing is real folks 😎",6,2/9/2024 7:34,0,reply,UgyG2-Omj6EE-wpEBl94AaABAg,you non muslim live muslim country like malaysia will feel likely will experience real tragedy religious cult islam manipulation abuse lie control etc imagine bear muslim case malaysian malay ethnicity like who go spiritual awakening attain level awareness religion come play politically well religion invent man confuse religion spirituality be you understand simply live malaysia religion aside malaysia country awesome sadly true malaysian native culture replace ridiculous religious practice eg woman wear hijab rise obesity due completely wrong way fast ramadan real statistic demonstrate malays muslim obese overweight increase student wear hijab primary school ratio opposite shocking religious obviously disagree stance islam brainwash powerful muslim refuse seebelieve otherwise brainwash real folk,-0.8718,Negative
XR6OO2ScEXU,@alexmatsaleh,"@kieranjohnston7550 I don’t know what to say except al hamdulillah, already to have been able to go there, then to live there, I envy you somewhere because I know (it's strange) that I would like it there without having gone there, on the other hand I love singing in their language as well as the Indonesians moreover.. I have a job which I think is reserved for locals, I am a simple hairdresser and finding this kind of job I think it is complicated and also to obtain the visa without having the necessary sum.. I would so much like to sing songs of Amy Search or Awie with Bob at the busker of Bukit Bintang..may Allah preserve you and your family.",6,22/8/2025 21:32,0,reply,Ugy8L_jpsYR6A8Up8QZ4AaABAg,know say except hamdulillah already able go live envy somewhere know strange would like without go hand love sing language well indonesian moreover job think reserve local simple hairdresser find kind job think complicated also obtain visa without necessary sum would much like sing song amy search awie bob busker bukit bintangmay preserve family,0.1541,Positive
DJJvt9_6dNE,@toddhayes3506,Great Job Thanks Malaysia 🇲🇾 is Beautiful,6,7/11/2024 19:40,0,top_level,,great job thank malaysia beautiful,0.8885,Positive
4RslhMzDmKs,@poksuwan511,Yg terjejas supplier atau pemborong dari Malaysia yg x dapat hantar ke Singapore,6,3/6/2022 7:11,0,reply,Ugyk4MUqor00B-9E-aN4AaABAg,terjejas supplier pemborong malaysia hantar singapore,0,Neutral
8TmWwlrvEDg,@lindc1070,"It depends on portion and where you buy. I find portions in Singapore are bigger. Also ,apart from KL, it is much cheaper in other parts of Malaysia.
Many older Malaysians who commute from JB, eventually start a biz in JB.",6,27/3/2026 9:24,0,top_level,,depend portion buy find portion singapore big also apart kl much cheap part malaysia many old malaysians commute jb eventually start biz jb,0,Neutral
gxCfYO_3trk,@Head173,I visited Kuala Lumpur for 2 days last year and absolutely loved the city and people. The Batu caves was very interesting.,6,10/1/2024 17:34,1,top_level,,visit kuala lumpur day year absolutely love city people batu cave interesting,0.8016,Positive
XR6OO2ScEXU,@klloo5689,I have an ex Singaporean friend and he says lot of Chinese immigrants are ummmm...,6,28/7/2025 4:17,0,reply,Ugwyg0M2QQ5FTk8GRXp4AaABAg,ex singaporean friend say lot chinese immigrant ummmm,0.4939,Positive
DJJvt9_6dNE,@simonloo6343,"I’m Malaysian who’s lived in North America and Northern Europe most of my adult life. I have visited a lot of cities in those regions. I love them all. But for an easy, chilled and a bit of a humid but still very comfy life, KL is just such good value for money. 
I’d just rent instead of buying because there’s always something newer and better they’re building. There no significant price appreciation in real estate so why not move when you want something different!",6,9/12/2024 13:29,1,top_level,,I malaysian who live north america northern europe adult life visit lot city region love easy chill bit humid still comfy life kl good value money I rent instead buy there always something new well they build significant price appreciation real estate move want something different,0.9578,Positive
XR6OO2ScEXU,@Bryan-v4y3t,"I can't do Malaysia or Indonesia, too many Muslims , just like I can't do US, too many maga Christian nationalists",5,27/7/2025 16:56,7,top_level,,can malaysia indonesia many muslim like can we many maga christian nationalist,0.3612,Positive
gxCfYO_3trk,@shahrulazmi2815,@tyjay6885 thanks. I hope you find peace and happiness in your life too.,5,16/10/2023 18:21,0,reply,UgzjBNZjkAJJ7vkrzBl4AaABAg,thank hope find peace happiness life,0.91,Positive
