text,label,source
wht fruit was in the fruit salad? and what’s the sauce?,1,youtube_scraped
it's impressive that you managed to eat that pan mee completely without drinking any milk,2,youtube_scraped
lah yg jualan keknya org jawa wkwkwk,1,youtube_scraped
i love spicy foods but my main problem is hemorrhoids 🤣,0,youtube_scraped
i love satay,2,youtube_scraped
and wet 💩 right after,0,youtube_scraped
"soo messy and dirty looking, that indian rice restaurant",0,youtube_scraped
"the way he enjoy every bite, makes me hungry😂",2,youtube_scraped
"if it ain't spicy, i ain't eatin it!! hahaha. love ya mark!! this was amazing. the king of spice reigns supreme!",2,youtube_scraped
please update if you went to hospital after the panmee 😅,1,youtube_scraped
uhmm thats notnasi lemak its nasi kandar,0,youtube_scraped
what u want from Muslims oh kaffir may Allah azza wa jall destroy you for your enmity towards Muslims.,0,tweet_eval
Anonymous\u2019 WikiLeaks like Project Tyler to Launch in December: A hacker\u002c who claims to be a member of the hackin...,1,tweet_eval
this guy must have a cast iron guts hope there's a toilet handy poor toilet,0,youtube_scraped
this lady has the sweetest smile i've ever seen. i can't help it but smile myself when i see her <3,2,youtube_scraped
watching mme bacon is wonderful! dang it though..fried everything!,2,youtube_scraped
"""Awaiting update on Mikel Leshoure's injury. But so far, WR Titus Young is the only one of the Lions top three picks in April still standi...""",1,tweet_eval
@user @user not in the 8th amendment it doesnt the same freaks who came up with gay marraige came up with that crap,0,tweet_eval
"""Insult the government: Pay a fine. Insult millions of Indigenous Aussies, LGBT, Muslims. That's a Tuesday for the government #18c #auspol""",0,tweet_eval
The bullet riddled vehicle in which UDR Lance Cpl David Halligan was killed by the IRA outside Armagh on 17 Nov 1989,1,tweet_eval
"@user I know it's not your neck of the woods, but do you happen to know a spot I can watch the Milan game on the 17th in NYC?""",1,tweet_eval
spice and chilli is life.,2,youtube_scraped
I have an uneasy feeling..last 2 times I felt this way was day before the attitude article &amp; when Briana came to London..I may be wrong tho,0,tweet_eval
"""Most boring superstar of boxing ever sets up another mismatch """"Floyd Mayweather confirms he will fight Andre Berto",0,tweet_eval
"spicy? try mie gacoan level 8 , sir. in indonesia😆",1,youtube_scraped
"@user France may be right, isn't that what ISIS wants spreading  Islam all over the world. ISIL was in cahoots with Bush and Cheney.""",0,tweet_eval
"i never get tired of watching your videos…you’re so down to earth , courteous, appreciative, and very respectful of the culture and custom in every country that you have visited. good luck and more power, mark wiens.❤",2,youtube_scraped
damn this guy can be a great salesman 😂,2,youtube_scraped
the durian was rm142?😂 pricey tho,1,youtube_scraped
ambani wedding buffet; they don't have sections for food. they have every food item in the world colonizing for their kind.,0,youtube_scraped
"love the video effects at the end of the video during the spicy noodle dish. thought that was funny to hear your wife laughing. great video, great content.",2,youtube_scraped
I may have to pull out my Oldskool iPod and just blast some Tupac from my TV this morning #RIP,1,tweet_eval
i’m wondering how it fares on the exit,1,youtube_scraped
now do that last one with ghost pepper and some of the other superhots!! then i will come to the table. ;),2,youtube_scraped
IRA jailed for life for murder serves only two years and walks free because of good Friday agreement victims forgot about wont see justice,0,tweet_eval
i feel medan have nicer & tastier food than penang..,2,youtube_scraped
"amy.. welcome to malaysia. 🇲🇾 should have connected with some malaysian fan of yours, i could have gotten you a penang foodie to take you around.",2,youtube_scraped
Arianators please help me. I\u2019m a girl who\u2019s body is very sore and just asking for Ariana & Jennette\u2019s goodluck for tomorrow. PLEASE :(,0,tweet_eval
how does he eat so much in 1 day or is it multiple days,1,youtube_scraped
"wow everything looks so amazing! and the time and care that they put into their food really shows. i would love to try bubble rice, it seems like a chinese version of rice crispy treats. mm",2,youtube_scraped
I was freaking out about being late to work and then I saw a guy spill an entire extra large Dunkin iced coffee all over himself #Monday,0,tweet_eval
it looks delicious,2,youtube_scraped
#Samsung Galaxy Note 5 May Ditch The MicroSD Card Slot: When Samsung released the Galaxy S6 and ... #samsung-note,1,tweet_eval
"""Not the best start to the 2nd set from Murray, but our print editor is more focused on the fact that apparently both players """"look scruffy""""""",0,tweet_eval
thank you so much for trying ir food,2,youtube_scraped
"mate, you always make us so hungry watching you eat, even though we have just eaten. your excitement is most infectious. we are enjoying with you. now, if you say a dish is hot, there is no way we will try it, if we ever travel to malaysia.",2,youtube_scraped
so much fun looking at mark enjoying his food. welcome to malaysia!,2,youtube_scraped
"hi, most of the foods you show looks nice. but my thought is what kind of oils are used?? vegetable oil?? then wow that is poison. 😱",0,youtube_scraped
that hotel was 🔥🔥,2,youtube_scraped
where's the exact location of these night markets in jb? kl?,1,youtube_scraped
"overrated burger! just had it, so so only.",0,youtube_scraped
"i think if eating spicy too often,the body cannot take it,may have side effects",0,youtube_scraped
I finally saw Sharknado 1 &amp; 2 for the first time at my pal's house on Saturday. I disagree with Australian man dying? Why would you do this.,0,tweet_eval
looks like mark finally met his match. but it's great you managed to empty the bowl up to the last bit of sauce. imagine someone who doesn't have strong spice tolerance takes that full bowl,2,youtube_scraped
i'm realy say i love the nasi lemak 🤗😋😋,2,youtube_scraped
Friday night Briana was riding some guy giving him a lap dance at the lounge we were at and I was either crying to Fetty Wap or sleeping,1,tweet_eval
"wow the background is ""menara berkembar petronas"" or ""petronas twin towers""👍👍🇲🇾🇲🇾",2,youtube_scraped
"i applaud your mandarin, nice!. however, this video has many misleading information to fellow travelers to malaysia. to start with, the traditional roti canai of malaysia is far from what you tried..chicken piece, eggs and cheese? what on earth combination is this? who introduced you to this?. secondly, you don't typically have chicken rice in the morning nor in sharing the origin..get your facts right!! unless i heard it wrong. thirdly, hameediyah lunch..you paid rm$120? was it because you're white, or you feel it's cheap compared to conversion exchange rate?, you have been taken for a ride..how sad. there are plenty more better nasi kandar, you should have researched more..you being an expert traveler! lastly, you talked about goodall cafe..you know that it's more than an hour's walk from where you took the video from market street to the cafe. unfortunately, i can't believe you walked that far..totally misleading to the viewers and the dog scene is totally unwarranted in this video. i will be totally skeptical to see all other videos you have created. please be honest with information shared..good day to you!! will never see your future videos..such misleading guidance.",0,youtube_scraped
"this reminded me of my childhood, anyone else?",1,youtube_scraped
"""Chuck Norris may have unlimited strength and endurance, but you know what he doesn't have?  Friends.""",0,tweet_eval
as a malaysians don’t even dared to try the chili pan mee…,0,youtube_scraped
Sunwood will be at PIP tomorrow\u002c outside DC. Come and try on the new autumn wraps that will take you to and from...,1,tweet_eval
eating durian like that is illegal 😭,0,youtube_scraped
"typical malaysian malay netizens wil ask "" halal ke??""😂😂",1,youtube_scraped
"makes me sick thinking how growing up in 80s/90s school systems we where taught that other side of the world didnt have food to eat and no drinking water,shame on america,seriously",0,youtube_scraped
"i wanted to say that you got kinda scammed at the nasi kandar place, and so did everyone else, it seems. :p hameediyah is one of the tastiest nasi kandar, but they always recommend all the expensive stuff. and most people would just take one expensive item if they really wanted it, but he recommended you all of them in one go. not sure whether you thought it was worth getting ""scammed"", though; the dishes may really have that quality to them.about the roti canai tsunami, it might have been a tourist ""scam"" as well; do try basic roti canai next time, personally i prefer dipping it into gravy right before eating, to preserve the crispness of the exterior, rather than having it totally soaked.",0,youtube_scraped
"i don’t like this look i always watch your channel cause it brought to my attention different foods that you deemed edible but this cover for your youtube makes you look demonic and i thought you was a wholesome person that just enjoyed different cuisines i blocked you because i would subscribe to you but when you kept putting that caucasian on there with the red bandanna, i said there’s no way i’m supporting mark anymore but now they pop up with this demonic looking cover for your video and i didn’t watch this video i just clicked on it so i can leave a comment. you need to focus and pay more attention on what kind of content you are putting out. sure, you have a restaurant and money and all of thatbut do you want to continue doing this? that is the question",0,youtube_scraped
as a malaysian the abc should served instantly after 🍧 shave the ice and it should be served with a scoop of ice cream 🍨.,1,youtube_scraped
"""Maybe the ponies in Ponyville have interesting things to talk about! C'mon, Twilight, just try! #Spikebot""",1,tweet_eval
awesome!! super👍👍 i like your video. i think these foods are very delicious!,2,youtube_scraped
im born in kuala lumpur,1,youtube_scraped
@user RKBA was specifically mentioned Gay marriage may (or not) be under the banner of a different right But RKBA was specific,1,tweet_eval
it's so delicious!,2,youtube_scraped
youtube can just f off with the ads saying less ads due to long video but i get shitty ads every 5-10mins for around 45secs long multiple ads in one. it gets very sickening especially kills the concentration and some ads force feeding you with scary images of dead people and horrible faces .,0,youtube_scraped
watching ur vdo after such a long time,1,youtube_scraped
"#NHForum live: Bobby Jindal said 1st thing, he'd repeal O's executive orders (immigration, EPA...) #TCOT #PJNET #CCOT",0,tweet_eval
welcome to malaysian,2,youtube_scraped
If anyone is stopping at Dunkin and would be so kind to get me a coffee I'll pay you back tomorrow so hit me up! Thanks!!!,1,tweet_eval
malaysia love you ❤,2,youtube_scraped
"mark, i have a question. origin of nasi lemak. malaysia or singapore?",1,youtube_scraped
"@user sup bro,1st of all you were my Fav wrestler from 2011-2014 if like to ask what do u think of  Hulk Hogan being fired by WWE? Cheers""",1,tweet_eval
"""Mitch Steele from Stone Brewing, our guest on today's WILK Friday Beer Buzz! Click for the video!",1,tweet_eval
great food great people,2,youtube_scraped
the curry rice dishes at deens maju nasi kandar looked very tasty and would top my list and the surprise dish muscle man would be second. ying's extreme excitement when she had that red bean ice with root beer 😄,2,youtube_scraped
mark is a chili sauce..,1,youtube_scraped
"Great, my cables have now been bumped from being delivered today to friday. Thanks Amazon Prime, really feeling the worth here.",0,tweet_eval
if mark says it's spicy. it must be. 😅😅,1,youtube_scraped
"""Took down all my disney star posters (and Twilight, about time) so I can put up all the HP ones I got today from a poster book (100 posters)""",1,tweet_eval
"you’re such an inspiration, mark! as a food & travel vlogger from saudi/bangladesh, i’m also creating cultural videos like yours. much love from 🇸🇦 – @user",2,youtube_scraped
love your show .. how come your wife is not in videos..,2,youtube_scraped
"@user We need to terminate this horrible deal with Iran on the very 1st day in office, but JEB BUSH REFUSES! End of discussion ..",0,tweet_eval
i love to watching you all videos❤,2,youtube_scraped
u should try nasi goreng paprik,1,youtube_scraped
"17rm for char kuew taw is mad,,too expensive,,that not the normal price..normal price is around 5 to 6ringgit(1.5usd)",0,youtube_scraped
"""All 3 of Washington's TD's have come at the expense of our Linebackers. 1st Ryans on Reed, 2nd Kendrick's on Reed and 3rd #25 on Alonzo""",1,tweet_eval
This ensemble will make its debut this Sunday in the Georgia Dome!  #beardown. #ooohkillem,1,tweet_eval
"i can't imagine how your night was after this mark, yikes.",0,youtube_scraped
"look at how fragrant it is. where did you go to school if you did. who the heck has the ability to see fragrance. fragrance is smell not something you see. typical american, thick as a plank. you said all these dishes were spicy but they were only as spicy as the amount of chilli you put in, so not spicy dishes which is what you eat all the time in every place you go so this is nothing new. same old same old.",0,youtube_scraped
[PAGASA] 6:39AM Intermittent light to occasionally moderate rains over southern portions of Negros\u002c Cebu & Bohol may persist for the next...,1,tweet_eval
"when you come to malaysia you can literally make different videos for each race, and thats not counting in the fusions 😂",1,youtube_scraped
A secret rocket ship to kill Sharknado nasa looks like it's from the 70s  #Sharknado3 the hoff may save us all!!!,1,tweet_eval
wow.. dancing boobs,2,youtube_scraped
wait u should eat egyptian food for 24 hours,1,youtube_scraped
did he wear shoes in the hotel room?,1,youtube_scraped
0:19 bro doesnt know hes malaysian,1,youtube_scraped
@user @user Think I may pop down with BA for the day to LHR at some point one Sat/Sun. Want to get a decent shot of the IRA,1,tweet_eval
"i ate that claypot dish, if only they didnt put so much soy sauce it would had been so so good",2,youtube_scraped
"as a proud malaysian, it is a true honor that you get to experience malaysian food, for the food, along with art, represents one's culture. and with malaysia being the home of many races and cultures and diversity, i assure you, the experience is worth it. i am grateful to see you are loving malaysia.also, whenever you get the chance to visit malaysia again, try seeing the sights as well. there are many know tourist spots that i know you just might like as well.",2,youtube_scraped
Tina Fey may look like Sarah Palin but she sure as hell has a lot more going on in the brain region #Bossypants,0,tweet_eval
you're always making great videos mark! 😎,2,youtube_scraped
wow the 4th season of AHS is like not good,0,tweet_eval
"""Then Kanye West's speech like """"bro"""" 9 times. When you 1st watch it you might he's nuts but after watching it back it made sense #Kanye2020""",1,tweet_eval
My dad tomorrow morning: did you meet Shawn?  Me: no  Dad: *hangs up*,1,tweet_eval
"""The Specialist, w/Sly Stallone & Sharon Stone is on G4. Lasting memory: 1st & only movie I feel asleep watching in the theatre. #badmovie""",0,tweet_eval
"“ok, have this one also” 😂",1,youtube_scraped
My dad & the builder are talking about City and it turns out the builder is sat the row behind me at the Aston Villa game\u002c fuck sake,0,tweet_eval
you really need to be on hot ones ❤,2,youtube_scraped
penang is a gift that keeps on giving,2,youtube_scraped
i hope he had a great hotel with a great bathroom. he probably spent half the next day on the toilet 🤣😂,2,youtube_scraped
"my grandmother in austria made chicken feet so not only in asia ok ,,..we in austria have extreme good cousine in some places like in ours in burgenland",2,youtube_scraped
"8/10 and your favorite are sate, beef rendang n char kuey tiow, nice 👍. come visit malaysia bro so many varieties food here you gonna get fat tho 😂",2,youtube_scraped
malasia is a jiyant country 😮 i love the food 🍱 it looks so good and tasty 👅.,2,youtube_scraped
nothing like a little Lady Gaga on a Saturday night... only it's Friday night - my drunk mother,0,tweet_eval
"sunny.. question of the year,, what do you do wi5h all left over foods after you tasted them ??",1,youtube_scraped
mark is a brave man.. 👏,2,youtube_scraped
the umami's of an asian food is unbeatable.,2,youtube_scraped
what kind of oil are they using?,1,youtube_scraped
Debating if I should look hella gucci tomorrow or just gucci,1,tweet_eval
char koay teow is the best,2,youtube_scraped
i got stomach cramps from just watching this.,0,youtube_scraped
Probably why Marvel is waiting to show the Civil War trailer until late Sep/early Oct to give ppl enough time to get caught up w/ Ant-Man,1,tweet_eval
"this will reach 1mil views in less than a month soon. amazing food, we all are salivating by just watching you eat 🤤",2,youtube_scraped
"""Your relationship may not be incest, Bobbi Kristina, but it sure is creepy as hell......",0,tweet_eval
"I've just been told for the 5th time that my case number ""will be escalated"" to a Level II tech by @user @user @user",0,tweet_eval
penang truly is a global food capital!,2,youtube_scraped
"respect to you mark , i ate the mils indian vegetable curry many years ago (chillies) sent me of to a different world and the after affects were even hotter !!",2,youtube_scraped
next indonesia 😁😁,2,youtube_scraped
the guy forgot to put gula melaka in your cendol..cendol should be in light brown colour.,0,youtube_scraped
"all good looking delicious food. i hope these can be found in los angeles, san diego, ca. area; as a former malaysian.",2,youtube_scraped
roasted chicken is usually tougher than white chicken even from the same restaurant,0,youtube_scraped
Damn dawg you weak ass niggas are really berating Kendrick.,0,tweet_eval
"aiyo, why the chef dip the stingray meat into sink water.",0,youtube_scraped
"@user @user @user @user actually Prince George is 2nd on the list of Georges so he's """"first in line"""".""",1,tweet_eval
WWE to Reveal Statue for Seth Rollins on Monday's RAW? - - It looks like we may finally get the missing statue of ...,1,tweet_eval
gets food poisoningleans to the rightoh wow. so delicious.,2,youtube_scraped
iPhone 5: Apple CEO pledges to improve new map app: Apple CEO Tim Cook apologized on Friday for the company\u2019s er...,1,tweet_eval
Out tomorrow The Players! With Jean Dujardin and Gilles Lelouche taking on the theme of infidelity,1,tweet_eval
yay im early!! its always so fun seeing you get out and about somewhere outside of china - thank you for always being entertaining & bringing us such local and down to earth views of the world :d,2,youtube_scraped
Louiss.!! Now you're old 25th.!! And now you want have a little baby from briana! Ohh my fuckk! My baddream!! #Selamatulangtahunlouis,0,tweet_eval
next indonesia mark?,1,youtube_scraped
wait till tomorrow. you best hope your room has a bidet.,1,youtube_scraped
"@user @user @user @user Chadli as a back up/3rd striker is not the worst thing to have. To replace Kane, no""",1,tweet_eval
always great to see you back here. tempoyak!,2,youtube_scraped
this ang moh either a moslem or a racist. he cm to penang but not one cina food. wonder how he do it..,0,youtube_scraped
bro keep eating super spicy stuff your eyes are fixed,2,youtube_scraped
1st street food was indonesian stall. they speak indo accect,1,youtube_scraped
mark were you ok after those noodles?,1,youtube_scraped
come to botswana,1,youtube_scraped
Fucking hot as outside here. I'm sweating like Floyd Mayweather taking the reading portion of the SAT,0,tweet_eval
"for some time, he almost went scottish, s becoming sh",0,youtube_scraped
she went to malaysia for food but did not even try malay food…,0,youtube_scraped
hi mark i thoroughly enjoyed this video-the foods showcased are superb. the leaves in the soups (both restaurants) are not sweet potato leaves. they i believe are pucuk manis leaves-my favourite veg.,2,youtube_scraped
"where is so much food going in your body because you still look slim ,,😂😂",0,youtube_scraped
"next time try cooking classes with fizah in kuala lumpur, you will taste the best nasi lemak in malaysia!",2,youtube_scraped
this is the very first time in years upon years of watching mark that i have ever seen him react this way to spice. there is zero chance i'd even take a bite of that. 😂,0,youtube_scraped
this is why my diet failed! malaysia food is soo good. i change it to jogging instead hehe,2,youtube_scraped
"oh man you daredevil. how did you feel the time or the hours after that hot spicy meal??hey, here we say..this burns 2 times.. 😀💩",0,youtube_scraped
"oke fix, who the serve nasi lemak is indonesian 😅, they javanese work in penang malaysia. 3:23",1,youtube_scraped
default face expression,1,youtube_scraped
"""Finishing up the FEC pprwrk for 3rd quarter. Tonite MCDCC n Kingman w guest speaker @user Fri BHC forum, Sat. Tucson Pride Day speech""",1,tweet_eval
dont know why but i ordered two teeshirts from store and never received em 😢,0,youtube_scraped
are you in grand hyyat or eq,1,youtube_scraped
Huge difference in tomorrow's Survation and YouGov polls in the papers. It's almost like they mean absolutely fuck all.,0,tweet_eval
best episode ever.,2,youtube_scraped
please don’t start with the ai thumbnail,0,youtube_scraped
"might need to wear helmets under the durian trees . you ❤nasi kandar . i miss it too . you miss ice kacang, soya bean tofu but i think you do not eat anything sweet . oh well next time .",0,youtube_scraped
"""A smartphone review that the tech press needs to read twice, obviously great for consumers too: Moto G 3rd gen review",1,tweet_eval
definitely 1) penang asam laksa. 2) penang curry mee. 3) penang char kuey tiaw. these are the 3 items when i think of penang.,1,youtube_scraped
is that fork u eat nasi lemak??,1,youtube_scraped
@user @user @user one of the clients had it today. We get it tomorrow. I\u2019m hoping I notice unlike HD TV!,1,tweet_eval
they had to change the conduct of the toilets after his passage,0,youtube_scraped
mark is eating the spiciest food and still smiling 😂,2,youtube_scraped
what's with the bandana?,1,youtube_scraped
thanks for visiting our country 🇲🇾,2,youtube_scraped
"""Meet and Greet with Scott Walker in Harlan, Iowa on Wed., August 26 #Iowa #Walker16 #ScottWalker    Via @user",1,tweet_eval
"i lived a few years in japan and i am surprised by how unhealthy these dishes look compared to japanese street food, lots of friend things and greasy sauces seem to be used in malaysia, looks delicious though!",0,youtube_scraped
Who\u2019s going to the game tomorrow at flowing wells high school? (: Marana v.s fw (: #homecoming,1,tweet_eval
no way he just dip the fish in dishwater nobody gone say nothing about that 2:31,0,youtube_scraped
did he dip the first fish in the dish water? 😳,1,youtube_scraped
@user @user @user hell yea. I was really feelin kendrick and coles black friday shit too. I can wait for the album,1,tweet_eval
ah! my hometown georgetown! it’s been 45 years since i moved to ireland but i still crave all the penang street food! still speak hokkien!,2,youtube_scraped
well done mark weins. such a sweet and humble human. ❤ when will you again visit to pakistan??,2,youtube_scraped
welcome to penang. have a good and safe trip,2,youtube_scraped
nasi lemak make me more bigger year by year.. alhamdulillah 😂😂,2,youtube_scraped
as someone who tried that abomination i am shivering at the memory of it while watching him eat the whole thing.,0,youtube_scraped
I'm struggling to understand the #WomensDay tag because IWD is 8th March. I guess there's no point  asking you to make me a sammich? /runs,0,tweet_eval
"mainland penang is underrated , lots of good eating places over here.",2,youtube_scraped
mark.. cara makan memang cara asean.. mantap 👍👍.,2,youtube_scraped
all those foods are look very delicious 👍👍😋😋,2,youtube_scraped
standard English) this might be rendered: The reporting of Big Brother's Order for the Day in 'The Times' of December 3rd 1983 is,1,tweet_eval
"that's not food, that's a weapon.",0,youtube_scraped
who wants to see uncle roger eat this?,1,youtube_scraped
"mark i always appreciate your content and all the wonderful videos you make, but i just have to say it not “peenang”, but actually “penang”. the right pronunciation of the dish makes a big difference.still love your content though.",2,youtube_scraped
its way worse coming out the next day,0,youtube_scraped
"""If by """"Christians"""" you mean labor unions, then sure.",1,tweet_eval
love from malaysia,2,youtube_scraped
"no piles, no rectal bleeding, no hemerroids, no fissures..how??",1,youtube_scraped
you should have gotten a t- shirt for finishing,1,youtube_scraped
"for the first half of the meal, he seemed pretty calm to me while eating it. is probably because he was talking through it",2,youtube_scraped
i live there,1,youtube_scraped
"@user since yesterday unable restore vinculated accounts of hotmail,3 of them..whats the matter with Microsoft?""",0,tweet_eval
Floyd Mayweather has Ali as only the 5th greatest of all time lmao what a joke,1,tweet_eval
best chicken wings i’ve ever seen 😢 🔥,2,youtube_scraped
so bee pang is cousin to rice crispy squares. neat!,2,youtube_scraped
i taught everebodyif you have the nads lets tape it,1,youtube_scraped
@user Thank you @user to make Hollande come here after Obama snubbed Charlie Hebdo march and Paris is a national embarrassment,0,tweet_eval
was there years ago.. i had 1 strand of that noodle and gave up lol. i love spicy but that was pure torture.,0,youtube_scraped
"hi from an aussie sub🇦🇺🇦🇺🇦🇺 i, too, am loving this series❤ may i be perfectly frank and ask did you or any of your crew, etc, get ill from any of the food you ate?? do you choose where to eat based on other people's reviews?? many thanksxo",2,youtube_scraped
Derrick Williams and @user check in to tonight\u2019s game. Budinger with a long 2! #Twolves up 20-17 with seconds left in the 1st.,1,tweet_eval
@user john cena without u on Rae it would not a good raw you are the main reason I watch Monday night Raw without you I can't watch it,1,tweet_eval
"he makes it up with his friendliness and enthusiasm, he is welcomed everywhere.",2,youtube_scraped
you don't eat but devour with savage eyeball popping gusto - you said soyourself 😂 😢,0,youtube_scraped
the beauty of this culture is amazing sending you love from a maori from newzealand,2,youtube_scraped
Affirmative on the #HulkBuster @user !!! Digi's a just a tad excited...,1,tweet_eval
i'm from malaysia wanna eat my mom's malaysian food ❤❤,2,youtube_scraped
i'm sorry did u say 🐸 paste? 😮,0,youtube_scraped
"""I thought UK gays were the reason we had to deal with Sam Smith in the first place, but most of you are shitting on him. Happy Tuesday!""",0,tweet_eval
nice video mark❤,2,youtube_scraped
Sad ppl like these rafidis. They insult the 1st people of Islam &amp; here he is so confident as he slanders. An idiot.,0,tweet_eval
malaysian!! let's help her to get the best eating experience by giving ur recommendations!!,2,youtube_scraped
"those thick noodles look amazing. i wish they'd sell them (and other asian varieties) like the other fresh italian noodles you can find in every american supermarket. i don't mind going to the asian supermarket for them, but it's simply a bit far out of the way. it seems like a missed opportunity and simply odd that they're not more widely available since everyone loves asian cuisine.",0,youtube_scraped
dish number 4 🥢,1,youtube_scraped
"""The 4 colors most widely associated with HULK Hogan? Red&amp;Yellow, Black&amp;White The famous lines from the anti-racism Sunday School song #Irony""",1,tweet_eval
i really like your job..as you say theirs a lot of job to do,2,youtube_scraped
dang mark you did it,2,youtube_scraped
so many delicious foods! the fried chicken lead me to order chicken for lunch haha!,2,youtube_scraped
"i love ur video! maybe u should try mie jebew from garut indonesia, it's look similliar but the spicy of mie jebew used dried chilli. the spicy it's dangerous too for me haha. i hope u try it <3",2,youtube_scraped
"you started with nasi lemak, just perfection..nasi lemak is our national dish..",2,youtube_scraped
you need to eat pan mee at penang at the queenbay mall,1,youtube_scraped
Few people understand names - google+ may have failed because of it.  @user,0,tweet_eval
"@user @user @user You are a Zionist,the entire world hates your kind. Latest poll shows Israel is the 3rd hated country""",0,tweet_eval
hi are you still ok?,1,youtube_scraped
"a big and warm welcome to malaysia, amy! watching your video makes me feeling hungry. enjoy your stay and looking forward to vlogs of in depth malaysian food adventure, cheers!",2,youtube_scraped
dont us ring when cook..old guy use ring at ikan bakar..hygien!!..dont eat if u see the cook/chef use ring at finger..hygien and dirty!..,0,youtube_scraped
muayad sat through an entire republican ad on youtube and now he's calling donald trump daddy :///,0,tweet_eval
price has definitely increased over the years..i find it hard to survive if eating out daily after seeing the price list mark shared out 😅,0,youtube_scraped
"you eat a lot ..what's your ingredient of not being"" fat""",1,youtube_scraped
i don’t understand why people still eat saucy rice with their hands.,0,youtube_scraped
"mark, i’d love a spicey curry for breakfast. love it.",2,youtube_scraped
man. you crazy! fair play! 👏👏,2,youtube_scraped
hoping to meet you soon😍😍 i really like your vlogss😍😍 you must also try to get here in the philippines ❤️❤️❤️❤️❤️,2,youtube_scraped
nope! nope! you know thats gonna burn double coming out. eat icecream !,0,youtube_scraped
im a proud malaysian,2,youtube_scraped
"okay, can't watch anymore! you made me hungry!",0,youtube_scraped
wa no was fantastic! i wasn’t brave enough to try the beef lung though 😂 happy travels!! ❤❤,2,youtube_scraped
damn he was stumped at the 200$ rice and meat lol even he couldn’t justify that 🤣,0,youtube_scraped
did you survive the following morning?,1,youtube_scraped
"this is one of those great recipes, i will definitely try it, thanks for sharing!",2,youtube_scraped
"careful. people are going to start calling america fascist and it's all downhill from there when nobody will do business with you. when these masked goofs can no longer afford a can of soup, karma will have served it's purpose.",0,youtube_scraped
"man, you must owe the plumbers of all the hotels you visit an absolute fortune. been watching you for 10 years now, and i've never seen you react like this to a dish! pure gold.",2,youtube_scraped
for malay cuisine..u should go to the east coast..trengganu & kelantan❤❤,2,youtube_scraped
i love how this channel went to shit and now is just expensive vacations for sunny.,0,youtube_scraped
were u in msia when you did this video?hahahaha…. laksa is 4 out of 10 😂😂,1,youtube_scraped
AVB Reveals Latest Plans For January: Andre Villas-Boas says he has sent scouts around the world to see if the T...,1,tweet_eval
i love the slowmo shots. very satisfying.,2,youtube_scraped
mark u are a chilyeater super hero. huges from méxico chilylovers too. 😂,2,youtube_scraped
"hello mark,when you're going to come to afghanistan 😂😂?",1,youtube_scraped
"Meet your new (old) favorite endless runner for iOS, Race the Sun - Macworld",1,tweet_eval
3 hrs to go before the 2nd to the last episode! Wherever You Are Josh Bradley | David Archuleta In Nandito Ako | Alwyn Ana RS In TV5 Manila,1,tweet_eval
dude really eating nasi lemak with a fork..(im malaysian btw),0,youtube_scraped
love you guys this is the cutest couple on youtube ❤️,2,youtube_scraped
"the japanese aren't ""perfecting"" anything. they're just changing it to suit their tastes; much like americans perfecting teriyaki chicken wings.",0,youtube_scraped
Winner #3 #swagcorner at the Showdown 2012 FINAL SHOWDOWN | 4 July 2012 @ KL LIVE,1,tweet_eval
"mark wiens is more local than a malaysian. when you eat at kampung baru, you going full local mode",1,youtube_scraped
"@user  barely getting to know the show basically, tomorrow is the first night live. I think tomorrow kellie pickler or david beckham",1,tweet_eval
"if you both come to malaysia again, i will suggest you both to try sagu gula melaka and dodol, it's a kind of dessert. it is very tasty and it is my favorite dessert. you both are my favorite youtubers and the one an only i searching for your videos, i always pray that your love will last until heaven because you both understand each other and very romantic♥️",2,youtube_scraped
"""Still going on vaca...: Still going on vaca...(Third column, 7th story, link)Related stories:OBAMA CONSIDERS BEC...",1,tweet_eval
george osborne trolling us with dead children,0,tweet_eval
i live in malaysia i eating food right now,1,youtube_scraped
"when food is this hot, is it even nice?",0,youtube_scraped
"i don't want much for my birthday. i just want the person reading this to be healthy, happy and loved. wishing you a good day",2,youtube_scraped
pls try cendol next. it’s the best,2,youtube_scraped
@user @user Scott Walker's having a meet'n'greet 2 blocks from me Wed morning. SO tempted to go &amp; soak up the absurdity.,1,tweet_eval
Wanna WINWIN some tickets to the Vice x CPH:DOX - DK x DR party this Saturday with James Murphy and 2ManyDj\u2019s on...,1,tweet_eval
Australia should give priority to Christians refugees. Abetz believes in freedom (not) as long as its his view of it.,1,tweet_eval
superb guys 😍,2,youtube_scraped
Having a really hard time processing that Connor Howell sat on the Curtis side at the game last night.,0,tweet_eval
how many times have you ended up in the emergency room eating all this weird food?,0,youtube_scraped
"min 59:13, i've liked a lot more the food prepared in this place, with beef tripe..",2,youtube_scraped
@user they canceled the Frankie date that was supposed to be tomorrow.  So now everyone is going to the rescheduled show in South Bend.,0,tweet_eval
"you gained so much more respect from me sir. this looked intense, yet you licked the spoon. you do always seem like you (for the most part) have fun doing what you are doing and you are very respectful with the places and owners. please keep making videos, thank you !!",2,youtube_scraped
@user I finally got moto g 3rd gen but its camera is not good as my Nokia lumia 720 is there something wrong in the unit which I got,1,tweet_eval
loved the visuals here.,2,youtube_scraped
"well, if mark says 'its spicy'. you just agree.",1,youtube_scraped
no roti bread ?,1,youtube_scraped
