text,label
i love you ❤,2
price has definitely increased over the years..i find it hard to survive if eating out daily after seeing the price list mark shared out 😅,0
no ghost in ur hotel room?,1
nasi lemak make me more bigger year by year.. alhamdulillah 😂😂,2
مرحبا قناة جميلة,2
my hometown. unfortunately not many people here speak penang hokkien any more. how sad. 😢,0
"hey friend , you must come to pahang .. so much delicious food at here😋",2
❤ i am very happy to follow you,2
@user:37 bizarre encounters but mark is such a friendly guy 😂,2
malay clain indo food,1
"i'm malaysian, and i'm ngl, penang food is wildly overrated. most are there to milk you foreigners and the rest are just meh",0
"can’t wait to try all of these in penang! 🤤🍛""",2
"29:14 what in the heck is this roti canai, they charged my guy for 18 ringgit. not to mention the random garlic, egg and cheese that was added",0
2:17 did someone tried to bring this nuclear weapon to airport?,1
"when i see you eat, i feel so happy and content! thank you for doing this :)",2
i don’t believe he enjoys everything he try’s he always has a wild face tasting the food with an instant conclusion of ohh that’s grattee like i don’t believe it no one like everything,0
"yeah, i can see why malaysia has an obesity problem.",0
to be specific mamak is muslim indian foods. it is actually different than common indian food because of the way of cooking and spices ingredients used. 7:30,1
"after six years of working in malaysia, i find food in malaysia so boring.",0
nobody in the world can enjoy the food like mark❤,2
"god bless you, a beautiful taste",2
انهو جميل جدا,2
get a better thumbnail. i thought people were supposed to be enticed to wanna click on the video. dont mind me js,0
simply just amazing beautiful place wonderful and polite friendly people and wonderful cenery,2
ali nasi lemak is the best nasi lemak bungkus i have in malaysia.,2
very interested i want that,2
awesome.. i can't get enough of this malaysian series,2
إنه جيدا جدا,2
"nourriture délicieuse et belle, je vous souhaite de progresser❤",2
the fact i can never eat any of these food after leaving malaysia in 1980s i got only one question. how the hell is he so skinny eating all these food!!,0
answer me all i have to love to be with you always,2
ما شاء الله انني رايت كل الوجبات عجبوني جدا وكل الاعضاء ما اجملهم zorita natural de las torres,2
35:14 that smile 😂,2
keep going u are fantastic,2
you can tell the foods good. genuine reactions. penang is a hidden gem of food!,2
8:30 respect to mark for respecting the culture and using his hands to eat!,2
"bounmee, peb pom koj, koj yeej tsis tau ua phem rau leej twg. koj hlub cov ruam , cov tse, koj ua qab qab rau lawv noj, thiab kuv pom koj hlub lawv heev. koj yeej yuav tau txais txog kev zoo xwb nawb.",1
how does this breh stay so slim ?,0
"mark, i lived in penang for quite some time, nasi kandar is the best food in penang. chinese food is the best in ipoh!",2
bahahahaha americans can't pronouce penang baahahahahahaha,0
i’m full just from watching … i don’t know where this guy puts it all,0
8 years since your last visit? please don’t do that again….,0
welcome to penang.. nasi kandaq jgn cari tempat lain.. cari kt penang je,2
@user look at real men eating,1
i enjoy your company!,2
you can tell that mark loves sea food and culture. he is always 200% of markness when he is there lol,2
wow malaysian food looks incredibly yummy. i want to try it.,2
love seeing those orgasmy yummy fully amazingly reaction when you put those food in your mouth. <3,2
vielen dank! ihre viedos sind super!,2
definitely 1) penang asam laksa. 2) penang curry mee. 3) penang char kuey tiaw. these are the 3 items when i think of penang.,1
malaysia food is very good and tasty!,2
"brother, come to ipoh perak. i’ll be your tour guide. all food there is good too.",2
"quality control is non existent. amazing how some white dood can visit foreign countries which are known to be responsible for outbreaks of new world viruses like covid, and just make millions of dollars doing so for eating tasty slop piles of food ..wow. everything i see in your videos is a shocking reminder of the covid out break, and a clear picture as to how it all spread. im sure the food is good and all, but damn clean it up just a little maybe. wow",0
hi my friendd,2
for me tips for eating nasi kandar. you need to ask for take away and when they wrap the nasi kandar with the mix curry sauce like mark said at 2:25:36 all the curry has soaked down to the rice.,1
awesome.. at 2:03:11 when see none local smell newly fallen durian and say this one is ready . loving it,2
oo wow..oo man,2
"bro drinks water and be like : ""umm"" this water so delecious",0
17:56 eh ada orang indo 😂😂,1
"next time, try your ice tea with no sugar plus kalamasi lime.",1
mark duyan sambal 🤩👍👍,2
beef?? i hope hindu indians boycott this location.,0
new subscriber here! your video has made me want to go back to penang and eat all the food i haven't tried yet! in fact i dont think i've been to any of the places you visited except for deen's maju which indeed serves tasty nasi kandar. i'm not from penang though so that's my excuse for being so slack haha. loving your content mark!,2
anthony bourdain used to eat laksa in penang but chinese version tho. he loves everything bout it and can't stop eating,2
o zabur hd gas mira dragon 146 kuali hitam ankor arak oil pok hk cili kas kas belacan tiram black ankor kas ⬛⬛🤑🤑🪵🪵🏆🏆☣️☣️☣️☣️,1
each dish and gravy has its own unique flavor. stacking all of them together per mouthfeed destroys the flavour.,0
the best!! love it,2
"heart attack, cancer, autoimmune, diabetes food!",0
"looks like the food is decent, but the highlight is the nature and the durian.",2
39:16 that grin. he knows he did mark right by that one!,2
thank you malaysia for showing us an example of what society should look like 🙏😘,2
use a fork like everyone else,1
when are you coming back to the uk,1
i have watched the professional chefs like groan ramsey and others and personally these chefs in these markets make good juicy food same everyday it simple and hot straight from pot to table steaming that is how to eat hot food not letting it rest and cool down for 15 minutes and any meat that gets cool get tuff and does not taste as good . i give these people 10/10 as they can turn something into a devious dish,0
i have been to a couple of asian countries and love the food but i’m surprised you have bitten your fingers off when you get the nice sauces on them hahaha love the videos,2
20:10 what is buddy trying to say,1
good thing i'm from mataysia,2
"om..tidak harus juga makan nasi padang pakai tangan, pakai sendok om..kasihan jari tangannya om kepanasan🥹",0
"whenever i see you, i feel like i am getting sick in my stomach. i can believe someone like you can get famous",0
here i am watching with gerd attacks 😅,1
that indian dish with shreded bread looks very much like the mexican chilaquiles…,0
yeah umm maybe calm yourself down a bit because i've noticed recently that you seem to be going a bit over the top especially with the vile noises !!😮😢🐷👍,0
penang butterworth there a stall call ahkun loh mee best 阿坤卤面,2
"i love simple nasi lemak, just remind me nasi lemak at my school canteen..😋",2
thank you mark weins for sharing this wonderful vlog of malaysia 🙏🙏🤙🤟🏻✌️👍,2
"mark,are the dimsums in penang similar to what the cantonese restaurants serve in the sf bay area?",1
thank you mark for coming to malaysia 🤝,2
"hi mark,nice to meet you my name is john wong from east malaysia sarawak kuching hopefully u can go there enjoy our sarawak local food",2
this guy eat like he has been hungry for a decade,0
malaysian food is the tastiest and most underrated food in the world!,2
did he say that you can taste the flavor of the crab shell? no way..,0
"covid is making everything taste gross so i'm here to see him enjoy that delicious food, living vicariously through him. much respect to the street food vendors, those recipes must take so long to prepare and the creativity to try new things, amazing.",2
"your travel videos are fantastic. i've been binge watching every mouth watering meal created by chefs in real time, without the staging of phony television directors. your constant excitement makes everyone want to jump on a plane. i do wish you could please comment about the cost of the meals you've ordered, so we could have a better understanding of what it would cost us to do the same at these amazing destinations. ;)",2
too much ooh 😅,0
19:20 trying soo haarrdd 😂,1
too much red food coloring food,0
lmfao at about 20 min 😂😂,1
"stop using the term street food when you eat at a table with knife and fork, waiters, etc.",0
"penang food, forget it. it too expensive..char kueh tiow..rm17..better rob",0
looking at the food in and on his fingers is vomit inducing,0
which one's your favourite food? probably not nasi kandar.,1
tq very very much for this video. from a penangite.,2
"might need to wear helmets under the durian trees . you ❤nasi kandar . i miss it too . you miss ice kacang, soya bean tofu but i think you do not eat anything sweet . oh well next time .",0
this ang moh either a moslem or a racist. he cm to penang but not one cina food. wonder how he do it..,0
the only thing he drank was teh o ais limau. he knows his stuff lol,1
that bukit curry mee looks amazing… was it as good as it looks? i feel like i would add lime to it.,2
that dish looks so great other than the cheap looking slice of american cheese. 30:08,2
everywhere you went it was the same kind of food smh,0
"street food served on a french made plate, chop sticks, chinese wood table, air-con room, waiters .. restaurant food served on a side walk.",1
how can you know all of these? as malaysian i approved,1
yes i would love to have a bowl of spectacular noodles for breakfast !!,2
how do you stay so slim with all that food?! 😂❤❤,2
do you share the food with your wife? you do enjoy eating so much meat can your stomach take it doesn’t bother? you love steaming boiling food like meat ribs pork beef lamb we have noticed that you never gain weight after all that meat (i mean lots of meat). show your wife not sure why don’t you? you get so exited about food i don’t think you care about anything besides eating all that meat & of course you empty the food they serve you you clean the plate that you don’t need to clean when you are eating the existing sound you make open your eyes big & wide & that mouth you open when you eat that hot steaming food! we just wonder doesn’t burn your tongue all that hot chili xtra hot how can you tolerate? we guess you are used to been doing such a long time last thing we all need to know do you take care of the bill or you don’t have to pay? just curious,0
"the part where deen’s maju appears, i should start looking for flight ticket now! 🤤",2
amazing mark! i went to the same nasi lemak spot when i was in georgetown. honestly think it’s my fave place i been to in sea,2
ahh. u make me hungry,0
"for the hokkien noodles, i usually like to order with instant noodles. the curly noodles would bring along the broth together when serving",1
"hell nah, look at the hygiene standards of those places, do they even know how to clean?",0
thank you very much for bringing us this ultimate penang marathon food tour! i will be using this video as my makan guide on my next trip to penang!,2
you can actually taste the food poisoning,0
now i want that asam laksa. you make it looks soo good. i can almost taste the sourness and the fishiness of the laksa,2
"i was away from town, so bummed out i couldn't meet you irl! i'm so happy you love penang mark",2
2 hours 38 minutes and 39 seconds!! omg!!,2
"mark maybe you should visit malacca malaysia. it's an interesting place where portuguese, dutch, indonesian and chinese, indian and malay food fusion mix, melting together. perhaps then you'll understand true meaning of peranakan food.",2
enjoy relaxing fishing,2
"did u go into a food coma after this trip? 😆 i love my country, we talk about what to eat next during a meal! lol",2
hands to eat in malaysia??,1
ohh oo that plate from the food trucklooksbomb!!,2
"i was in penang island in april. had that same ckt and it tasted superb with duck egg! mine was fried by a younger man, uncle wasn’t there. also ate durians straight from the trees in the durian orchard. it wasn’t durian season at that time but it’s alright.",2
i would love to see your eating in ipoh malaysia. penang is very nice but ipoh may be more interesting.,2
they actually have spicy sambal?,1
"love your channel, watched it allday .. but .. is there any food you dont like?? hahahha everythinig is woow wich is nice dont get me wrong, how did u find these places? did u chose them from before?",2
kualalumpo is more food,1
adding more cucumber to the laksa tastes like heaven.,2
"mark, you hv yet to discover 'the' gem of penang's nasi kandar, you shd go to nasi kandar beratur near masjid kapitan kling which opens daily only after 9.30 pm. get yourself the beef, telur sotong dishes with fried shallots and you will never get penang out of your mind. proof me wrong..",0
"overrated burger! just had it, so so only.",0
heading to malaysia in a few days and spending a handful of days in penang. thank you mark you are a gem 🫶🏽,2
i'm from sarawak malaysia,1
"thanks for the nice videos on various foods, i have been with my family to penang more than 10 years ago and the first food we all loved there was the nasi kandar and we went to the soon huat durian farm too .. we all love the various types of food in penang 😘😘🤝🤝🤗🤗",2
das sind richtige könner in der küche wow 🙏✨️✨️,2
always the same face impression in any food testing…,1
das sind alle richtig gute kochs in der ganzen welt voll gut ✨️✨️🙏,2
guten tag sir 🙏✨️✨️ engel,2
kwey teow is my favourite malaysian meal i try to eat it once a fortnight,2
i donno why he label all as street food including nasi kandar? insensitive,0
15:20 what is gaddafi doing there,1
question for you markhow do you manage to eat so much food and not getting fat at all? do you do intermittent fasting or exercise a lot?,1
"that was such a bold move, eating a spoonful of petai sambal without some rice 😂 glad to see you enjoyed it though👍",2
my son daughter is named malaysia.,1
me to you you to me hahaahaahahahahaahhaha this guy is very hilarious 19:21,2
how do you speak melayu fluently? the pronunciation just perfect,2
"mark weins, we adore you but your pronunciation of penang has myself and my daughter laughing so hard.",2
welcome malaysia ❤,2
19:19 dude so funny lol,2
jeef & james from denver colorado.. 10 years ago are u still remember eating this hot fresh ikan bakar..,1
malayasia is a muslim country right? do they use lard??,1
don't really like malaysian foods,0
"kudos to mark for immaculate research and effort to find the best among the locals and featuring the countries from a visitor living in a local shoes perspective whilst always managing to retain a respectful and humble approach. well and thoroughly done and only seems to get better by years. i remember the covid drought and experiencing all the foods mark had, staying at home and now back to travelling and as a malaysian myself, this is a great content.",2
my hometown ❤,2
thank you for the videos and the smile on your face is priceless,2
"it all looks so delicious, can't wait to try it one day!! 😋",2
i put it in my next destination!,1
those butterworth breakfast noodles looked like one of the best bowls of food i've ever seen,2
"dear mike, you seem so happy all the time about eating, you must have been a starving animal in an other life ^^",2
"recommended menu：1. 檳城亞參叻沙麵 penang assam laksa2. 檳城福建蝦麵 hokkien prawn mee3. 檳城炒粿條 penang char kuey teow4. 義蓮青冬炎魚頭米粉 green tomyam5. 扁擔飯 nasi kandar6. 金馬倫蔬菜火鍋 cameron steamboat7. 怡保芽菜雞飯 ipoh sprout chicken rice8. 巴生肉骨茶 klang bak kut teh9. 加影沙嗲肉串 kajang satay10. 藍花飯 nasi kerabu11. 燒烤榴蓮巴丁魚 pais patin tempoyak12. 水煮榴蓮巴丁 masak patin tempoyak13. 牛肉仁當 beef rendang14. 羊肉印度香料飯 nasi bryani mutton15. 肉醬咖喱吐司 roti bakar kacang phool16. 印度甩餅 roti canai17. 椰漿飯 nasi lemak18. 羊肉湯 sup kambing19. 街頭漢堡 ramly burger20. 芙蓉燒包 seremban siew pow21. 馬六甲雞飯粒 malacca chicken rice22. 娘惹珍多冰 chendol23. 麻坡烏打 muar otak-otak24. 新山三樓炒米粉 jb sanlou beehoon25. 砂拉越叻沙 sarawak laksa26. 沙巴醃鯖魚 sabah hinava27. 清蒸瀨尿蝦 steamed udang lipan28. 港蒸筍殼魚 steamed soon hock fish29. 燒烤魔鬼魚 sting ray ikan pari bakar30. 參巴魷魚/蝦 sambal sotong/udang31. 馬來風光 kangkung belacan32. 炸香蕉果 goreng pisang33. 炸菠蘿蜜果 goreng cempedak34. 囉惹 粿汁 麵粉粿湯 咖椰吐司 肉乾35. 蘭香美人糕 墨西哥咖啡麵包 咖哩角36. 摩摩喳喳 bubur cha cha37. 椰花酒 air nira kelapa38. 血腥瑪麗變化版 asam boi mary39. 冰豆蔻汁 ice nutmeg juice40. 冰椰子汁 air kelapa ais41. 冰甘蔗汁 air tebu ais42. 冰西瓜汁 air tembikai ais43. 冰沙梨酸梅汁 kedondong asam boi44. 冰檸檬酸梅汁 limau asam boi ais45. 冰蘋果酸梅汁 apple asam boi ais46. 榴蓮 durian d200, d197, d175, d2447. 山竹 水翁 紅毛丹 杜古 芒果 火龍果",1
great video!! would love prawn noodles at 1st stop.tats my favourite.hahaha..take care with lots of love!😘😘🤗🤗💪💪👍👍,2
"absolutely love penang food. one of the best part about malaysias multi culture diversity. but the amount of sauces on those burgers, can you even taste the patty after the sauces?",2
the hair at 5:28,1
chicken samosa oil looks black -overused,0
"8:23 mark really respect and enjoy different culture. i had indian food too in penang before, but me myself just can't eat with my hand only.😄",2
im from penang. you make me wanna start my engine to go those places 😋,2
14:28 roti jala mak lima biadab,1
i'm a vlogger in nigeria. i love malaysia and i'm considering coming for a masters programme in food science with my biochemistry undergraduate. i get lots of views on my facebook page when i talk about asian foods and i look forward to studying and taking about malaysia street foods weekly vlog. i wish i can see a malaysia food vlogger for partnership or collaboration that can assist with this dream. thanks mark for this educating video.,2
we are excited and looking forward for you to introduce phed mark in malaysia. it's absolutely the best phakrapao!,2
nasi kandar is probably your favourite throughout the trip ya…,2
fantastic trip filled with power packed activities and food.,2
wowowow ! you licked that plate bone dry.!!🤯🤯💯🥰,2
"as someone from penang, i’m actually surprised that majority of the food featured in this video are actually places we locals visit often, and not some tourist trap or something.",0
how can white guys telling you about durian?,1
that was not hokkien mee,0
mark is absolutely cool,2
"for sure a super place for food,really delicious.however for night life head to kl.",2
"the only person and channel i wish there were options to like the video over and over again. i adore you mark, thank you for all you do!",2
that gravy wasnt thick at all. it looked very watery. i would hate to see him see proper thick gravy. he would probably pass out,0
hello mark wiens welcome to malaysia follow you since 2020,2
not in favor of you using your hands and i have lived in indonesia.,0
"wow, thanks for showing little india. i really enjoyed watching.",2
the feeding moments edit were so funny lol 😂,2
durian is my favorite meal lol🥹,2
"wow, the first bite had me ❤ lol",2
"mark is there any food that you do not like!? every single thing you eat you say wow its good. i dont believe it, sure some food tastes nasty but you still say wow its so good with your overacting and fake laughing!",0
"i like this better, showing an intro about the place/country youre visiting. also the little vlog in the beginning. 🙌🏽",2
i think the best food review from mark is about malaysia food.from nasi kandar fried mee and kuew tiau..if mark said wow is mean that the food is very delicious,2
welcome back mark. love ur channel.,2
19:43 mark’s face was like 👁️👄👁️,1
woah! welcome back to malaysia.. u still in malaysia? hope can see you one day,2
i wonder if i’m never gonna see the day where you don’t make that yummy face and make a disgusting face of food that doesn’t taste that good??😅😅,0
what is the recipe for the red mamak sotong noodles??,1
"mark: oh oh it feels so good on the fingers"" mark: "" it brings back so many memory"" me: huhh xd- mark wiens 2024. 🤣",2
inspite of having indian food there is no any veg only option.,0
hello i’m enjoy you videos and thanks for sharing ❤❤👍,2
mark…. there is a huge piece of hair in the rice….,1
i can conclude that malaysia has the beat food ever ! am looking forward to visit it,2
"using your finger to eat food, looked very barbarian and uncivilized. didn't feel joy but disgusting! didn't enjoy it but hated it so much. :(🙄☹😖👎",0
you are made for food❤,2
big fan but where’s all the spoons? little off putting,0
howdy mark and as malaysian now after watching your video it's time to go get nasi kandar and teh o ais😂👍🏻,2
have to. china. ?,1
love all the places you have visited all the foodlooks absolutely delicious!!love the different villages!! love all your tours!!,2
most of ur video shows u like the food. why dont show food that u dont wish to eat.,0
i wonder if mark ever eats chicken nuggets from mcdonald’s😅,1
"the most genuine, happy, surprised reaction ever from mark when he took a bite of that chicken curry samosa!",2
if you are going to review street food must be go on night. in night street food looking amazing nd also a street,2
haha the local content creator in the beginning was so awesome!! 😭🤣 i feed you feed i feed,2
one of the reasons i watch your channel is the editing. your videographer is phenomenal!,2
"mark, i have watched you eat your way around the world for two years now, and you are just as thin as you were twp years ago. how?",0
is he pro palestine?,1
"please come to indonesia, we have more foods legend. come to sumatra utara you can found the cultural foods in the world",2
my wife is a chef and we'd love to show you all the flavors of foods and fusion she can create,2
mark i been watching your videos for over 6 years i would love for you to come to dallas and let me show you a soul food feast and other great foods dallas has to offer 😋😋,2
god bless you and your family 🙏🕊🦅,2
"dont know if you will ever see this mark, but i started watching you when i was bedridden, very sick, and your positive energy/smiling just made me want to get up & live!!seeing you so happy, trying different foods, and being content with your family is so meaningful & everything to me. your videos got me out of bed. now i have a family with two children, and i still watch you.i am saving to travel to thailand for a food tour!! you are my motivation keep pushing and tha k uou",2
"i mark, i just want to say thank you for all your hardworking in producing the best food- travel vlogs online. i’ve been watching your content from 2015 as you touch the hearts of many tribes and cultures accords the world, including my home malaysia 🇲🇾. i love you man. keep up the good work and god bless your family.",2
is this a reupload? i think i have seen this footage before. :d,1
definitely the kacang and other desserts..made it that far mark. - wife,2
indonesian guy nice man❤ 🇮🇳🇮🇳🇮🇳😆,2
sembilang is a ocean cat fish..,1
thank you for such a nice video about malaysian street food heaven 👍,2
its chinese and indian food,1
good morning 🌞,2
i love penang nasi kandar🥰😋,2
"""mark wiens is my favorite food travel youtuber! his videos are amazing, and he truly captures the authentic flavors of local cuisine from different countries. his enthusiasm and love for food always inspire me. his food experiences around the world introduce me to new tastes. keep up the fantastic work, mark!""",2
mr ibrahim is a delight.,2
love the video would to get more information on the location of where you are through penang,2
"mark wiens you've definitely made it!, i recall being one of the subscribers trying to help you get to your 1st million and now you've hit over 10 million, just by doing what you love to do..eat!, your passion and enthusiasm and excitement carries you through, truly a beautiful success story, i'd love to see you doing more videos with your mate joel b, which i also enjoy watching, keep doing what you're doing, we all love watching you 😘☺️😋🤗**",2
"long time fan mark! would love to say hi, if you're still in penang next few days. :)",2
oot on the minute 1:00:09 the sellers played the st12 indonesian band 😁,1
that tree is trying to kill you,0
"hey mark, loved your video on malaysia! your adventures are always so inspiring. you should definitely consider visiting guyana next. the food, culture, and natural beauty here are incredible. hope to see you exploring guyana soon!",2
"mark, how do you keep your waistline small??",1
wuut no ais kacang or cendol?? i guess you'll have to go back :d,1
why dont you go to delhi for all this food,0
awesome i'm a big fan,2
maestro plato by chefyaniz,1
"i never get tired of watching your videos…you’re so down to earth , courteous, appreciative, and very respectful of the culture and custom in every country that you have visited. good luck and more power, mark wiens.❤",2
rapid wlog not aplod ❌,0
"mark, i’m honoured to have you visiting penang. i enjoyed watching your videos. thanks.",2
old video again. released a couple of months ago so why is he releasing old videos. your gullible subscribers are watching something thats old thinking its new.,0
nasi kandar original from indonesia.,1
1:37:24 beautiful trees,2
i like spicy cup of noodles,2
guy serving mark's plate at 8:08 looks like cheech marin,1
this looks so yummy to bad my tummy doesnt do well with pork,0
when i come to ur country i will find in penang,1
❤❤im ur fan in the phil.manila tech me how tò cook or with ur recipe pls i like the way u cook help me,2
"brother mark how do you keep up with your health, you look great? health is wealth i can tell",2
"reality check: cheap labor is what you are getting, not great food. any country in world can produce great food with cheap labor.",0
roti jala mak limah biadp?,1
i love indian and thai food 😋😋🙏🙏♥️🍀😍,2
mark should go east malaysia to try all the food and coulture there .,1
malaysia and thailand is a food paradise,2
wow i love malaysian cuisine ! love penang too especially ! we stayed at the blue mansion for a week and had an awesome but scary stay 😂,2
u eat everything for free. it’s shame on😂you. u don’t think so,0
"worse picture quality, or i see worse?",0
this video was amazing everything i wanted in a video,2
love your videos … makes me starving instantsly…😂away to get nasi kandar …lol,2
love your videos .. makes me wanna eat nasi kandar immedietly ..😂😂lol,2
geez! over two hours worth? this bloke should be fatter than an ox lol.,0
looks like the definative guide!,2
"me to you, you to me 🤣🤣",1
"12:48 here we go again with this guy making stupid faces when he takes a bite of food. hey mark, just eat food like a normal adult.",0
welcome to malaysia❤❤,2
"i'm always curious to know what types of oils different cultures cook with. looks like tons and tons of oil in malay cooking.here in the states they're trying to idiotize us with seed oils. i only use avocado and olive oil although i heard sunflower oil was good too, as well as ghee.",1
"hi from an aussie sub🇦🇺🇦🇺🇦🇺 i, too, am loving this series❤ may i be perfectly frank and ask did you or any of your crew, etc, get ill from any of the food you ate?? do you choose where to eat based on other people's reviews?? many thanksxo",2
"19:28 😅 not trying to be racist or anything, but it made me laugh so hard.",2
mark wiens is such a humble and friendly dude. kudos sir!,2
delícia de refeição,1
"thats not hokkien mee, it's prawn mee! but either way it looks so good",2
"best fish head curry if you get to alor setar no.8 curry house no.8a jalan lumpur, off jalan tunku abdul rahman putra the salted fish as well!!",2
that malaysian food looks delicious,2
"ever since a nepalese friend introduced me to his nepal travel video a decade ago, mark's channel has kept the same positivity, innocence, curiosity and open mindedness wherever he travels. i just watched bald and bankrupt video on india and it was so disgusting about showing only the negative side of india that i decided to boycott it.",0
you look asian mark weins you may have asian ancestry,1
"hi mark, is your son home schooled? just curious as he is in most of your food vlogs.",1
wow how many times you been here mark. i thought you like penang very much. come to borneo east malaysia you’ll find the best food and fruits never found in peninsular malaysia.,2
you eat too much petai in a scoop at peranakan restaurant,0
first food will be nasi kandar for sure.,1
love to try fried fish with the thick black sauce. you made it sound so delicious 😋 . thanks for the penang delicious foodies,2
the best food,2
30 mins in and at least 15 ads. thought you should know. might keep some people from watching the entire video. love your stuff. been subbed for many years. but this video is full of ads. crazy.,1
"yay, malaysia my home country!! loving your positive vibes as usual, and that joy you share around the world!",2
i love how much you promote amazing little stands like mr ibrahim's noodles. have you ever gone back to check on any of those little stands to see if they're seeing more business from your shows?,2
"i'm currently watching on your vlog tour and enjoying it. btway, after eating your durian, mangosteen is good antidote for heaty after feeling .. and actually pour some drinking water in the durian pod and drink from it.. the enzyme from the inner skin will neutralise the durian heat inside you.. that's why you see people wash hands with durian skin water.. god made good wonders for antidote for these south east asian foods 👍that's from my experience",2
first thing i go back to penang straight to nasi kandar at kimberly street 😂😂,1
omg did anybody else notice the black hair in the nasi lemak at the first stall mark visited?! i’m very surprised that mark didn’t edit this out🤦‍♂️,0
eating out of a banana leaf is top tier 👍🏼,2
"wenis, listen son, you're nuking your own views by making these long form videos that a majority of your viewers don't even bother to click. if i had to guess i'd say the switch up to the format is cuz you can't be bothered to edit videos like you used to and you don't want to pay editors to do it for you which is fine. just keep stuff as it was like 15-20 minute videos that people can watch when they're having a meal.",0
the sour flavour comes from the broth which has tamarind slices boiled with the mackeral fish. the torchlight flower(bunga kantan) only provides the fragrant of the laksa. the saltish fishy flavor comes from the prawn paste.but this laksa is a indian muslim style which is almost the same as kedah laksa because it has sliced boiled egg on it. the original penang nyonya asam laksa does not have egg and lettuce but have alot of cliced raw onion in it. but then some people prefer this fusion way of it..,1
ok..ok tone it down man. every bite you have ever taken in all your videos you act like you just busted your nut. it all can't be that good. easy does it. makes it unrealistic. it's like that dude with blonde hair on dinners and drive ins that fist bumps every cook and tells them they nailed it..cmon.,0
love the food & the sights!!,2
"these long videos on one area or topic are lovely mark, thank you!",2
how the heck do you stay so skinny ??,0
ما شاء الله تبارك الله عليك 👍🏻🥰😘😍✋🏻🇸🇦😋💪🏻,2
"as usual thanks, i go se asia 5weeks a year, and we always try like 1-3things recommended by you mark, favorite is still the chang mai sausage by the highway. keep it up for us foodies❤",2
😂😂 you to me. me to you love itthanks for showing our penang street food ❤❤,2
penang is my favorite version of curry.,2
"when you eat with your hand, you don't stuff your fingers in your mouth. will you ever learn?",1
"i’m eating a .75 cent bowl of instant ramen on a cold, cloudy day in tennessee us. my taste buds are imagining eating penang street food.",0
awsome adventure!! the indian street food had me drooling!!,2
even mark recognises the origin of nasi kandar. 😉,2
yes!! i would love curry noodles in the morning. you have added to my list of countries to visit. thank you once again,2
that is 2 hrs of endless amazement,2
"hey mark, i thought the would be at least 6 series video on mauritius. what really happen?",1
19:23 me to you. you to me. 😂 love the vibe.,2
love mark's passion for malaysian dishes.,2
"i've been to many countries in the world, but i keep coming back to malaysia because of the food. omg, it's wonderful!",2
penang is food heaven!❤,2
i love watching you,2
i've been watching mark wiens so much i learned some words in malaysian. i remembered that ikan means fish and nasi means rice.😅,2
"if you are filipino, you should watch francis candia! he is cool like mark weins!",2
hi mark! we ❤ to watch 👀 you eat. 🥢,2
ok so bukit mertajam and butterworth not the same place.,0
i'm too hungry to watch right now!! it looks too good,2
delicious and tempting 😍,2
love from south korea ❤❤,2
wow i love malaysian food and currently traveling here to explore their cuisine!!,2
mark wien i can see you much effort you are putting into all your traveling food tour well done very interesting watching you appreciate all the meals in every countries you have been to is very inspiring and i also want to know which country you have been to have the most delicious amazing meals also am till hoping for your visit to malawi aswell because i will host you and prepare you homemade delicious meals before taking you on a tour for malawi local dishes and nigeria delicious meals aswell trust me you will enjoy your stay because malawi is a peaceful country and interesting,2
i gotta say penang and singapore food always hits the spot. sublime. 🤤🤤,2
"mark: takes first bite. leans back with closed eyes and goes ""mm"". then leans forwards with wide-open, excited eyes and goes ""oh, wow!!"" love it! ❤ 🇦🇺",2
you posted this video before,1
"that guy is super funny. me to you , you to me 😂i can hear ying giggling behind the camera 😂",2
all penang best food 😋😋😍👍🏻👍🏻,2
am watch already this all episode why is coming again 2hrs ago ? mark travel again in indonesia ilove the food there 😅,2
am i the only one who thought the part from 44:16 where he messed up the word batch till 45:21 was hilarious 😂😂 the way he walked off had me in tears 😅❤ love you mark !!,2
"i love penang. the food there (island and mainland) was so unique, heavily aimed at seafood. my plan is to return, not to play guitar concerts, but to visit restaurant after restaurant for an entire month, or two.",2
language barrier with the indonesian guy haha,1
penang is my go-to place for amazing southeast asian food. the thing is: there’s still a ton of great places mark hasn’t been to yet. you’ll just have to go there and explore,2
"awesome, but it looks like old video",0
i can literally taste the food through the screen!! 😍,2
"lol using banana leave wow that's really good ideas and nature, thanks for this vdo.",2
secret..look still young.,1
the food looks absolutely delicious. culturally speaking though i could never get past eating with my fingers.,2
"love the positivity, such a big fan!! :d",2
mark makes it look so good. i especially like how one of his eye’s almost pops out as he eats.,2
best of the best food journalist.,2
damn! im have a bowl of cold cereal pretending im eating with mark! smh,0
"if you stay for a week like mark, you will agreed malaysia foods is no:1 in south east asia.",1
this dude smiles 25/8 and i love it 😂,2
"""if it's not spicy, i'm not eating""",0
i am retiring in thailand. you inspired me to visit malaysia sooner rather than later.,2
"as a south asian, really proud to see you mastered the art of ""eating rice with your hand""😅",2
this channel is so dangerous.. rip cravings..,0
rocker of earth is mark and family!!¡!!,2
"perfect timing, heading to malaysia in a couple of weeks with 8days in penang",2
"""it feels so good in the fingers, brings back so many great memories"" the most dodgy thing i have ever heard you say lol :)",2
4 years i been to penang,1
aww job mark drop a line for you see in this food vlog,2
