comment,label
"i’d love to see more of you cooking some of the dishes you try mark, seeing as you go to the markets where all the ingredients are sold. love your videos! keep up your great work. 😀",2
blue rice just looks so wrong. i feel it spoils the look of the meal. 😐😐 yellow rice is better. 🌿💚🌿,0
i'm watching this during ramadan and i'm drooling to try all those dishes and sadly also we are still in a lockdown. this is mental torture,0
you know the food was good when he folded the empty food paper.,2
what awesome food,2
which restaurant is your favourite or your favourite dish,1
my parents used to smack me on the wrist if i didn’t use a knife and fork after eating with my hands you have turned the table knife and fork optional,0
the best nasi kerabu in malaysia 👍,2
why you eat tempoyak like that?😂 its not right bro,0
"mark..i'm malaysian n fell so proud of u n yr wife ying came to malaysia ,kelantan n terenggu to promote specialy kelantanise n terengganu variaties of foods i really appreciate thah cos at the same time you promoted malaysian foods.i always follow yr channel ,keep it up agood show.,may god bless you n ying n also yr crews .",2
you do both eat chillies like bread..incredible..!!,2
i gained fat at malaysia. 😂😂 food in malaysia is very tasty and quite flavorful.,2
looks so delicious.umnmm yummy,2
ur smile n expressive way about food awesome 👏🏻 keep going,2
two years later i just found your videos. btw im from kelantan. tq for loving budu and tempoyak🤣,2
"“let’s taste each other’s sauce” - mark wiens, circa 2017.",1
you know you are next level when you are on a food tour and people are watching a video of your food tour😂😂,1
omg i f loove ur partner when he said this is a sucking action meal hahahaha😂😂 yeah baby suck well 😂😂,2
mark have asian tongue. chillies every time. great !,2
"😋😋😛😛😊wow, it looks so delicious, and i am thinking why it is not famous 😮🤔",2
It's just a big sloppy pepper..haha you're great!👍👍😄,2
ordered nasi kerabu from grab food after watching your video. the power of social media is real.,2
i'm so proud as kelantanese nasi kerabu is my fav meals :)),2
blue colour food ..see first time,1
the east coast of malaysia really the hidden gems of our country . we just need to promote these states more.,2
"unique food in kelantan, that is very difficult to be found on other states",0
how come we have to work hard to earn money to buy food and this guy eating delicious food and earn money?,0
rice to wednesday nasi kerabu,1
love those coconut 🥥 and the richness of those sauces..🤙🤙,2
"""let's taste each other"".. 🤔",1
by the way best rice in the world is banaspati grown in punjab pakistan rice is called white pearls banaspati 2nd best in london is laila banaspati.,2
"guy looks like on mdma but has appetite like smoking dope..🤔 just makes me feel so much more like a dutch 90s guy. 🙆🏻‍♂️having said that, dishes look fabulous. 😋",2
that food looks terrible,0
yummy food again😋👍(ohh..come on?corona virus go away i want to go to that place?😍😍,2
living in kelantan is the best.. you don't have to worry when you want to eat as you walk to anywhere you'll see a restaurant..it's like a food paradise..😅,2
"should try the best food in the world,🤤🤤",2
now you know why malaysian like to eat tempoyak. some grill fished + sambal tempoyak + ulam.. just that. it will make my day. it will never be the same with other countries. i always keep tempoyak in my fridge. just like the korean love their kimchi. hahaha..,2
i love kelantan food,2
im a filipino i love malaysian food gimme some >:<,2
u need to eat the laksam with the sambal belacan otherwise its blasphemy.,0
"when mark asked joe what hes having joe just couldnt say anything just shake his head only,probably cause of dat grilled lamb..i wish i could be there too",0
i just love kerabu rice ❤️❤️❤️,2
"at the boarding house we have a butterfly pea plant and we always eat blue rice hahahahaha. works, and has many health benefits.",2
"good food but watch out your glucose okay: hehe, tq for sincerely loving our food. coconut milk is good fat though",2
i love fish and rice. 💗💗,2
ka garut or ulin bray...urg ka odading mang by...it really tastes like a dog,0
"Independence day is coming, it's delicious",2
my travel experience; if you wish beautiful friendly peoples and eating delicious foods; you find the muslims !!,2
"wow kelantan, i fell in love with you!! I can't wait to go shopping in Kelate! after corona end for sure!! love many from Kalimantan, Indonesia.",2
wow petite kerabu rice..petty..😗😗,2
"i was eating grilled chicken tonight, rice and a piece of port riblet left over from last nights meal. i swear my meat tasted like nasi kerabu as my mind imagined what it tasted like!! lol.. mark i absolutely love eating with you during this quarantine.. thank you for your wide-eyed smile, laughter, and sense of humor.. i'm one of your biggest fans!!",2
im kelantanese. i couldnt agree more! tried to find something better food outside kelantan. until now. i realise kelantan food is the best 😅😅 all flavour in there. only kelantanese knows how food taste should be.☺️,2
nasi kerabu is my favourite.. budu is good.. 🤤,2
nasi kabu meme sedak boh,0
"puit..eat a lot nice,sedap,good,beautiful,amazing dishea from malaysia but not seen gemok,fatty,fei mau pun..u eat all those food ,dishes @ full fill your free time mark??hahaha..",2
the best in the world.. malaysia food,2
what a unique foods n makes me hungry🤤,2
am from other state of malaysia.. nasi kerabu is my favourite food from kelantan,2
"they way you ate tempoyak shows much 'malay' than us. congrats sir, take your trophy",2
maek is not food critic but only has two three expressions that show for every food. program is garbage.,0
"omg, just seeing you eat budu with ulam , i can feel the salty already ..hahahaha..but seriously budu+tempoyak+ nasi is the best combination..i'm able to eat that for a week 😂",2
"24.07 my staple diet.budu and tempoyak enhance your appetite. nice choice of blue, yellow and plain white rice. generally, kelantan meals are not `pedas' - hotand spicy. terima kasih mark.",2
"i love the way u eat n smile, look yummy.. thanks mark , u are promoting our malaysian cuisine, definely the best ever food",2
malaysian food looks so delicious!,2
i love to see mark eating you will really feel like you want t eat too eventhough you already full hehhee.i love mark watching eating everytime he never say negatve about food.,2
i very like malay food.,2
"im a malaysian indian, kelantan food is my favourite.. nasi kerabu is to die for.",2
my favorite is nasi kerabu,2
i really love nasi kerabu haha after class i will find nasib kerabu,2
I've always seen it on TV and was curious about what Nasi Kerabu tastes like,1
Malaysian halal food,1
East coast tastes are the best... elbow-licking delicious... greetings from Palembang...,2
nasi tumpang or rocket rice,1
😛 wow nasi kerabu my favourite,2
you must try nasi kak wok in kelantan. most famous traditional food,2
nasi kerabu original from southern thailand not malaysia food,1
kambing bakar is actually grilled lamb ☺️,2
3 states with food heaven..kl..penang..kelantan,1
easy country to live especially when comes to food. nasi lemak is nice,2
"Hello, I'm from New Castle. i love kerabu rice",2
good street food😋👍💯 good video😍💖,2
i just went to kota bharu for 3 days and i gain 7kg in weight..that show how good the food is..,2
timestamp00:35 nasi kerabu panji06:46 jijah's nasi kerabu13:56 siti khadijah market15:24 laksam18:54 akok20:51 d'umi nasi ulam28:26 ayam percik kak jah at roundabout lemal,1
"being a malay and of course a malaysian, i have to say, mark, both you and joel is more malaysian than me when it comes to the way you eat. having a budu, tempoyak, a chili with a cucumber in one go? man, that is a whole new world to me. never thought of eating them like that before. now i’m gonna try it!",2
you have to know one thing if joel participate in the food mark eat. the food is masterpieces and delicious remember that.,2
my dream that i always pray that it comes true is to live in malaysia my absolute favorite country great nature great people and of course great food👌,2
good to see u guys enjoy authentic malay food,2
four restaurant amazing delicious foods.😋👍💖💯 big video,2
"tried durian with the budu before, it's like a whole new world of flavor",2
"you know mark likes you, when he lets you eat.",2
is that rice artificially colored?,1
"i am kelantanese, and i can say that there are kelantan food that even i have not taste yet.. the food choice in kelantan is that many.. especially the kueh",2
oh dear.. my mouth watering .. help me.. help me,0
aumm fav kerabu rice 😍,2
malaysian food looks super fresh and delicious. seriously want to travel and eat like mark wiens,2
I like Malaysian food.,2
usually we crunge the keropok and mix with the rice and coconut.,1
kelantan has the most delicious and cheap food,2
"good job mr mark. i'm a malaysian from kuala lumpur & have been to kelantan a few times & last being in sept 2019 but i did not know there was so much of food. i must go there again especially to discover their food. you are doing an excellent job for all travel lovers to discover before going to those destinations. keep it up. may god bless you & keep you all safe, your family & your friends accompanying you. once again, you are doing an excellent job for the world. 👍 🙏",2
you are great mark..enjoy the asian taste..👍👍,2
me watching this while eating my salads 🥗 doesn’t do justice :/,0
do malaysian people normally eat with their hands?,1
"mark wiens, whenever i miss malaysian food especially mouthwatering tempoyak and budu, i would watch your videos over and over again. you and your companion in this video, looks like u really enjoy the food. im salivating. i hope i can go back home soon. due to corona, im stuck in anothet country for almost 3months 🤤",2
i love the way you guys are eating! watching you both eat just makes my mouth taste all those flavors too as if i'm eating with you all too! 🤤 😆,2
"if he doesn't do his signature move, then that means he didn't enjoy it. he's just being polite. it's strange when they laugh after tasting/eating.",0
I like the way you eat. Everything is delicious. 😂😂,1
why don't use spoon ? there not have spoon in this country ?but look nice food,0
"he ate with his hand, now that is authentic!",2
malaysian food are deliciouss!!,2
i just love that u really know about our food and u know how to eat it! i'm glad. sometimes foreigners eat nasi kerabu without mixing it and they missed the deliciousness of the mix.,2
hello marks wiens you like food indonesia its good,2
"i appreciate that you list the names of the food places, tq",2
penang is overated kelantan is underrated so penang is the worst state with just adverstising only. 😂 come malaysia go penang better just go singapore or china instead,0
sambal belacan/shrimp paste sambal is my ultimate life changing condiment. it makes everything boring to a flavorful level lmao,2
the best way to eat tempoyak durian.. fried with cili and anchovies 😋,2
akok = sweet yorkshire pudding,1
"i have been in malaysia in1995 for 3 years. this country is amazing in any way like wonderful people, foods and fruits, nature and development and many other things. you will enjoy a lot there, believe me.",2
Menjejeh ayaq liuq to see fresh kerabu rice during pkp. amazing share mark!,2
"the nasi kerabu/rice to wednesday,i like iy vry much.",2
mouth watering foods in malaysia's,1
why there is ladies selling everywhere.bdw i didn't like the food .but still food seems healthy . sorry i am desi😛,0
the uncle and aunty laksam watching his youtube channel infront of him 😂 . im loving this hahahahah ❤️,2
i like kelantan food from mongolia🇲🇳,2
i think i will try this dish rack long with you i love to try different foods but i am a vegetarian keep all turned up out there keep on showing good shows and good food one love,2
"With the presence of immigrants or migrants from China, India, Europe, Indonesia and other countries, Malaysian people can enjoy good and delicious food, and can get ideas and can modify it into different menu variants.",1
i never heard nasi tumpang.. i lov to try it next time when visit pasir mas,2
another state that also popular with foods.. surely nasi kerabu especially with smooked/grilled meat(beef).. the solok (green chilli with coconut shread+milk) is awsome.. and kelantan also popular with sweet kueh especially akok,2
hmm delicious chicken grilled with nutty sauce.,2
you are so good eating using your fingers. never know theres a variety of nasi kerabu. thnks mark for your food travel in klntan and terengganu. really appreciate.,2
hi mark u should try penang street food u will be amazed for what u try.wonder what make really taste so good nothing corner in malaysia can make street food so tasty other than penang,2
fermented durian . now you know how the fermented durian kicks on you marks . thanks for coming to kelantan . if you come here again . let me know . there is so muchh delicious food in kelantan ( kelate ) .,2
it it not complete if you don't eat nasi dagang kelantan !,0
"hi mark, i have a suggestion. come to malaysia during eid, experience the food and cookies and the environment. if you want to felt the real, come to any village and feel the hectic of it 😂",2
malaysia : the whole malaysian and asian food at in one bowl. food destination in the world.,2
Wow!! mat saleh eat tamoyak & budu. the best,2
all category all ways same😂😂u boring category not intrusted u all our videos,0
huu muui very nice all dis wow all dish city😀😀😁😁,2
"I like the last part, he eats tempoyak with budu perrghh..💥",2
nasi kerabu was original from kelantan if you go to other regiom in malaysia its all didn't taste good as kelantan,0
"please, next time u eat nasi kerabu, mix the nasi, kerabu, tumis, budu & lime jus well first. that the correct way to eat nasi kerabu",1
jijah nasi kerabu are the best. pokmat fish soup rice❤️,2
have you ever try khao yam or nasi kerabu thai people in kelantan? we used various kinds of wild herbs to cook the rice. click link below if you want to know more about khao yam,1
i think mark comes from outer space. he eats a lot..😂,1
does this guy ever get food poisoning?,0
"malay foods is so healthy, tasty, extra ordinary and yet very clean preparation",2
wow great. enjoy!,2
eating rice + budu + tempoyak with hand. it's really a great combination. 👍👍,2
there is an art of eating nasi kerabu; you should mixed everything on the rice first before eating nasi kerabu else you won't taste the real kick of nasi kerabu.,1
i like to mix it all before eat.,1
"when u eat budu + tempoyak + chilies you have tofirst of all , you have to pinch all the 🌶 and mix all the tempoyak and budu together , so that , you will get the sweetness from the tempoyak , saltyness from the budu and the the spicy ness from the chilliest . by the end , you will get the precious taste by all the combination",1
omg!! i wish i was there!! i'm jealous. my mouth is watering.,0
Who taught him to eat Tempoyak?😅,1
no corriender in nasik kerabu n laksam. it is laksa leaves.. we call daum kesom.,1
wow..kelantan nicer food for all,2
i'm one of those malays who can't stand tempoyak hahahahaanyway i literally crave nasi kerabu everyday and nasi kerabu made by kelantanese people hits different 👍👍,2
budu and tempoyak are fermented stuff delicacy well known in kelantan. tempoyak is from fermented durian.,1
is there a workawayers or anyone from others countries in kelantan? because i think i want to take them to try all of these kelantanese foods. we have various of kelantanese cuisines that you must try when you come here. 😄😄,2
malaysia is really food of heaven nice video. a sharing for food lover penang festival food and so many for your to enjoy and,2
"if you try a food tour from the very south of malaysia to the very north of malaysia you can find almost all the worlds foods just in malaysia only. from the western kinds of foods, orientals, japanese, polynesians etc",1
malaysia food is so dallices. .iam 3 year stay in malysia .and eat mainy food. mostly mama keda food is so tasty.,2
malaysia food v testy my family live in malaysiaso beautiful country vv i like it green chili my favorite and not like duraan i don't know why,2
i dont know if it is yummy but i like to taste it..👍👍,2
"i want to try nasi kerabu in kelantan, love malaysian food..🤤🤤😍",2
"go to sabah malaysia, enjoy seafood fress at kota kinabalu",2
"you should try tempoyak ikan patin or tempoyak ikan toman in Jambi, Sumatra (Indonesia)..",1
beating the Malays to eat chili,0
omg mark u eat chili like eating vegie 🤣🤣,1
"drop by kedah next time, taste some northern malaysia delights :)",2
Nasi Kerabu Kelantan is only 30 km from the Thai border,1
you should eat nasi khomok at rantau panjang,1
"i think u have to visit pahang too.. because we using tempoyak as one of main dishes, tempoyak ikan patin and coconut milk as our main dishes too in gulai lemak..the things that ying buy.. gulai lemak cili padi cendawan tahun..",1
"i'm craving for nasi kerabu..at 1.00am.. huahuahua..😭😭.. mark, your face show everything. it's so yummy..",2
"5:09 isn't this guy with glasses who ran from mental hospital in the states and still they are looking for him?!!come on mark, why you helped him to escape?!put him back as soon as possible!",0
"Khao yam is not a Malaysian food at all. But Khao Yam is the local food of the people in the three southern border provinces. If it's original, it must be topped with black budu juice. This will be Budu juice that has a sweet taste because it is mixed with sugar. Many Thai people in the three southern border provinces open restaurants there. because it is next to the Thai-Malay border Judging from the accent of the employees in the shop, it is a Yawi dialect from three provinces. Fried kue po or fried rice crackers are a famous item of the people of Pattani and Narathiwat. I saw Malaysians comment that it was theirs. I was really confused.",1
lol i'm malaysia but i don't lime so much eating budu i can eat it but hahaaha i really can't eat it,0
mix budu with smoke fish and tempoyak will blow your mouth. try it.,1
amazing video mark..come again to kelantan to explore more variety food,2
"you come india, south india karnataka very different type food here south canera in karnataka",1
i want to go so bad to indo china southeast asia just for the food malaysian and indonesian looks phenomenal.,2
most of nasi kerabu frm kelantan is badass and kicking.. love frm kuala lumpur.,2
rice barabu 💚💛 best Malaya,2
"mark,u eat sambal belacan like a pro..salute..😊",2
"if i can only eat one type of food for the rest of my life, it would be laksam. they are literally to die for.",0
I like kerabu rice. ..very unique n delicious,2
eating rice mixed with side dishes is really good,2
ive lived 13 years in malaysia and ive never been to kelatan food looks great might visit when i go back,2
"for both guys having nasi kerabu..""it is hygienic to wash ur hands before u have ur meal using fingers""..",1
im a malaysian but never goes to kelantan and eat the real nasi kerabu 🤦‍♂😂,0
dont you get fed up eating chicken,0
u should try eating etok too in kelantan..,1
nasi tumpang is supposed to break like that when we open it. oh godd i miss my hometown food :'(,0
some people dont like durian because they didnt taste it in the true way and they alway afraid to taste it.imagine worst thing what will happen to them and eu at it for the first time when they eat it,0
loved the way you eat budu and tempoyak..,2
"you go to my favourite place of laksa at pasar siti khadijah..😍😋~tq mark wiens..and i laughing when u say ""tahi itik""in english its (duck🦆 poop💩) its just rare name yet the taste was good 👍btw tq for covering the videos in kelantan, malaysia 🇲🇾",2
malaysia people very humble ..malaysia is great country ..sedap makanan..thanks .comes again marks,2
nasi kerabu in english is rice going wednesday,1
blue rice ?,1
jijah's nasi kerabu close to my house,1
i love the malaysia food,2
mark you're driving me crazy with those sumptuous and glorious food.,2
"as a malaysian (kelantanese) living in the uk, this is cruel. i miss kelantan food so much. my budu supply almost gone now due to this video..",0
mark i've there in ur place now i love people in malaysia it's all about food i love it,2
awesome food. very yummy. love it . making me hungry.,2
omg!.. you two are the only ones eating with your hands 🤣🤣😋😋,2
"so colorful. i love the muslim people my heart hurts how they are viewed in the us, when i was in albania and kosova they were all so sweet.",2
thnk u mark review kelantanese foodd. its great and delicious,2
the food malaysia the best ..🇲🇾,2
we vaccined so no issue for not hygenic food or salmonella.and we dont covered food by newspaper or ink basis paper for hygenic purpose.we dont use polysterine for take away because we are heading to environment free coutry..,1
oh my goodness.. awesome.. you're really amazing..you are more kelantanese than me.. i still can't believe it.. you eat budu and tempoyak..and with your bare hand.. it's amazing guys..,2
i am from kelantan. yes kelantan got so many variety of food! it’s the best! there are so many more food that you have not try!,2
u cannot live for a long time here. u will be the victim of fat people. we use coconut so much in our food here at kelantan.,0
"never see mark going crazy enjoying the food like this before, well mark! there a lot more to discover in kelantan, you only discover pinch of it, get some local to guide you, i promise you will get the best akok in the world lol!",2
"hey, its look like you more malaysian than me(σ^▽^)σi never eat that little hot chilli like thatn not really eat 'ulam-ulaman' and budun never eat raw tempoyak",0
"im malaysian, so yummy to see you eat nasi kerabu.. wow 😮..",2
honestly you should stop eating some dishes with ur hands cuz first u cant do it second it’s really messy to watch no one will be mad at u even if it is soposed to be eaten by hands so please please please,0
it’s really perfect when you eat budu . such a great travel mark . 💕,2
i miss kelantan food 🤤,0
wow! food is really cheap in malaysia..u should try beef rendang a famous dish,2
"the man who tries new food is one hell of ballsy.. i cant eat something new,it risky my man",0
great.. sucses for ur channel.support my channel to. thanks n best regards,2
"i don't know why i keep on smiling watching throughout the video. you're the one who is doing the eating and showing off how good the foods are, but how come i felt i was there eating with you guys, taking in the foods, the aroma and feeling filled. 😂",2
"mark do eat the budu ! wow..i'm kelantanese, and but i don't eat budu..shame on me..",0
"@user , that ayam percik is one of the best places to grab some ayam percik(been eating this ayam since i think 4yo-since i can remember). your team(researchers/the one who plans out the trip) have done a really good job!!",2
i love all the videos your videos of food are by far the best..mark weldone thank you so much for making this kind of videos..,2
am so hungry watching mark enjoying this gorgeous mouth watering dishes,2
kelantan my heaven of food ..love kelantan. budu n tompayak also. 😂🤣,2
"25:04 lol you guys just make it up. local people never do that. they are laughing at you. but it's okay, you can eat how ever you want to stimulate the taste",0
"whenever i travelled to kelantan, my first meal is always nasi kerabu. i'm from japan btw",1
"Shame on Mark..he still dares to eat budu with tenpoyak, he's just too lazy..people in Malaysia are afraid of the sound of budu, like a phobia",0
"malaysian food, malaysian music:",1
"my wife and i are flying to malaysia in four weeks, and my mouth is watering in anticipation of tasting the incredible food. thank you to you guys for such a fabulous video. love to malaysia.",2
"i will die from hunger over there ,hate hate coconut fish ,all the sea food 🤮and will not eat dinner with my hands that’s disgusting,curry snails🤮🤮 just the smell of it 🤢everything looks dirty",0
Malay food heaven..,1
original kelate ni.. full set,1
i just love the expression on mark and joel's faces. it's so amazing to see how you two appreciate foreign food and different cultures. lessons learnt: it's possible to love people from different culture and enjoy their food.,2
i love kerabu rice,2
if u eat budu you can speak kelantanese hahahahaha,1
"man i would love to travel, meet you, and just eat a lot of food. that would be like a dream come true, or you and mikey, good lord i would probably die that would literally be so cool lol! however, now that i'm an adult i can actually travel to these places! bucketlist.",2
"only kelantan, terengganu & pahang know how to play with sugar, salt & sour. technically unbalance game of these 3 pillars u will end up with ""lecas beras"" (something missing), like sarawakian n sabahan foods. thanks for msg for the rest of overshooting mamak foods. kl nowadays hard to find authentic malay cusine, most of food stall already full with indonesian hybrid, which is overnight reheating recycle dishes. well done mark n crews, u just had an original one.",0
"the planet earth is created for the intergalactic races to reincarnate here and to learn how to respect each other's differences. you are one of the starseeds who contribute a lot, and doing so with great joy. you are more than what people think. salute to you!",2
"you are killing me mark. i just got up in the morning and i want nasi kerabu now, but it is pouring cats and dogs outside!",0
waa kerabu rice is quite complete.. 👍ready with pickled onions 👌,2
budu is not complete for me without singgang ikan aye.. ikan aye is small tuna and we make a dish like a fish soup ( a bit sour n clear soup) oohh heaven !!,2
"nasi kerabu mean rice for wednesday,",1
use a lot of mark later get diabetes.,0
i'm going to this nasi kerabu place now. thanks mark 👍,2
"the green chili coconut n fish they call it ""solok (sore lock)""",1
blue colour rice ..doesnot invite actually,0
i love nasi kerabu but couldn't stand the budu taste..😂😂,0
"omg, u guys can really eat those super hot chillies! really incredible! 😅😅😆",2
why u recommend eat chili with budu and tempoyak it was spicy and smell i almost die,0
"hi, mark. you are the only american who eats so much chili, omg! i grew up eating every meal with chilis in it as it is what our cuisine in southern philippines known for, but i cannot eat much chilis like you do. youve got an exceptional taste bud.",2
so much exotic food. even eating with your hands is exotic.,2
i'm not kelantan people but i love kelantan food..delicious..i from selangor/kl/pahang..i want suggest you..go to negeri sembilan and try to eat rendang daging tradition food..and can u go to sabah sarawak..find local food there? please find food local people in malaysia..not chinese or indian..thank you mr.,2
"That's what I love most about Mark and Joel, the way they enjoy and enjoy the food, the more they want to be there and eat😋",2
hahhahha..good taste right..enjoy,2
Mark Aloh Mat Saleh Make Laxe .. delicious terr mark left kg ambo tu,1
good at eating with your hands.. good.. enjoy your travel for food..,2
i don't like mackerel. too many thin fish bones. i ain't got time.,0
"i’ll go in malaysia one day,i wanna taste delicious foods and visit awesome placesi’m waiting to visit that beautiful country soon,in sha allah !",2
"kelantan is my hometown,n yess kelantan has a lott of paradise foods",2
malaysian looks damn delicious!!love from pakistan🇵🇰,2
"i am from malaysia, i like almost all malaysian food but i dont like nasi kerabu, maybe because of weird blue rice, im sorry kelantan",0
"hey mark here's a tip, for the nasi ulam, its best to eat the ""ulam"" with the rice, that's the point of nasi ulam or vegetable rice haha, yes eating the ulam with tempoyak and budu is good but eating em all with rice, plus the ""lauk"" will triple the goodness. also u can try mix a bit of sambal with the budu and tempoyak. btw ur video is very good, 30 mins isn't even enough. we need more of kelantan food tour haha.",2
wahh.. it's good to eat budu campor tempoyak .. it's really good👍👍,2
a bit sweet mostly the food in kelantan..,2
"hi, mark wein there are too many kind of khmer food in siemreap angkor cambodia and delicious .",2
cd the spoon the fork eats with your hand is very ugly,0
you’re the sweetest mark!,2
"hey mark, you should try daging salai lemak cili api (smoked beef with green curry i guess) which is famous in negeri sembilan just 2 hours drive from kuala lumpur. good to see you enjoyed malaysian cuisine. hope you come back here again",2
wow that was a great food vlog!! food vlogger!!please come back here in the philippines.,2
i travel for nasi kerabu 😍,2
da best food evrr in kelantan,2
"i am malaysian maaly, originally from kedah, now resideing in kl. i eat nasi kerabu, but no my favorite. i prefer nasi ulam kedah (kedah herbal rice, with so many raw fresh herbs in it), from my home state of kedah, eaten with taro stalk soup (sayur keladi).",1
"if the cutting board doesn't look like it hasn't been washed since it was birthed with grease and seasoning, i don't wana eat there. :) that's nothing but flavor.",0
malaysia is a part of paradise even has many and more awesome places and foods. i love malaysia so much. god bless malaysia and malaysians too. terima kasih.,2
3:47 taste each other what huh..,1
u ate a rice with hand😉,1
thank you for loving our malaysian food.. i am drooling watching you guys.. working abroad makes me homesick more for watching this..,2
"i love that your shirt has a spoon on it, yet i have never seen you eat with utensils! haha thanks for sharing.",2
mark..just wanna give a suggestion..went you eat the budu and it serves with chilli and lemon. you need to squeeze the chilli and lemon. and you will make the budu taste superb,2
"i'm from indonesia, many time i come to malaysia only for foods, i love all of malaysian, indian food.i love curry!!",2
looks like really taste delicious!,2
you just make me craving for food from kelantan because i love to eat & it's a honour to see you love all those food from east coast of malaysia,2
rice to wednesday ..😅😅,1
so much food.. yummy,2
"""let's taste each others'""",1
i love your video so much..thank you for visiting my home town..you make nasi kerabu look more delicious,2
when you go to the north korea for food?,1
hey my favorite nasi kerabu..oh noo!! im drooling 😢,2
omg..i from kelantan and i very shocked see you eat nasi kerabu and others thingsbtw the chilli in the budu need to smash it inside the budulove from malaysia 🇲🇾🇲🇾sorry my english not the perfect,0
im Kelantanese and yes kelantan's foods are amazing!,2
"i love that you added commentary in the notes..thanks! all this looks mouth watering, i wish there was smell-o-vision, lol! thanks again for making my night. namaste",2
"which is true? ""nasi kerabu"" is originally from Indonesia, my friends in Malingsia",1
i like watching your videos awesome u get to travel to different places and eat different foods much love and respect brother,2
"everyone in the peninsular use the most coconut in their cooking. i can't imagine any johorean cuisines that does not use coconut milk or coconut flesh gratings or coconut sugar. whoever that told you mark, that kelantanese use the most coconut must be a kelantanese.what they use more than the others are artificial colourings. they even colour their tea, which is like dafuq.",0
i dont like kerabu rice!,0
come again to kelantan mark.. i treats you more foods and interest place.. :),2
"assalam, later on the month of ramadan, it is good to come in kelantan, a very lively day ramadan.again the feast. if you want to eat ketupat.😋",2
also the place that you go is i have ever go before. most of them i eat on breakfast.,1
mark.. you are just amazing.. i am at a loss for apt words to describe how entertaining and hugely informative and interested your videos are.. i am totally engrossed in them all the time.. not a day goes by when i don’t watch at least ten of your various videos.. i am from islamabad pakistan and i wish to god that i had known that you were visiting pakistan in 2018.. i would’ve invited you ying and mika to my home in islamabad.. i would’ve cooked all the traditional pakistani culinary delights for you and your family.. your videos give me great joy and a sense of utter happiness.. may allah bless you and your family.. you are the best,2
Kelantan has a lot of sweet food.. the seremo is so delicious.. I'm drooling to drink the budu.. the people think this budu is sweet and sour.. I want to try to go and buy it again..,1
i am malaysian.. and i live near kelantan.. but i only used to eat nasi kerabu in blue colour.. i dont even get to taste all of the various type of nasi kerabu.. i know shame on me..,0
mark next trip go to johor bharu. also have awesome food.,2
that my village mark..it's very delicious ns kerabu..i like nasi kerabu with grilled lamb..put some salted pepper n egg salted..,2
mark come here in sabah ..theres so many delicious food here in sabah malaysia,2
thanks mark wiens for your kelantan nasi kerabu videos.. its reminded me of my homeland..,2
mark you should try nasi kak wok. that dish is famous in kelantan too.,2
"omg that grilled goat meat is to die for ,thats why i never get bored of malaysian food 😍😍😋",2
the sticky rice with beans and coconut is called pulut pagi.. one of my fav too😋😋,2
my fav is nasi tumpang.. i can eat thousand of that 😋😋.,2
who is the guy sharing the meals with you? i’ve been wondering for so long now!,1
"hi mark . how abt coming 2 malaysia next n v go for malaysian traditional chinese food. hokkien, teochew, cantonese, hainanese, hakka & foochow cuisine all at one go? ill bring u to all d best ones.",1
"should try ""etok salai"" mark while youre in kelantan.i always eat it with rice,give such a rich taste.btw love your trip mark.hope can stumble upon you once.good job man",2
my first time seeing a white man eating using his hand 😁,2
this guy knows how to eat.,2
nice food 👍👍😍😍,2
"i lived in uk for 5 months and lost 10kg there. when i came back to malaysia, i gained back my 10kg. now i live in japan for a year and already lost 10kg. i think i will gain back my 10kg when i comeback to malaysia in april. i’ve travelling around 20 countries, but to be honest, south-east asian food (malaysia, indonesia, india, thailand, etc etc) is the best. i’m a proud malaysian. :)",2
"amazing food tours at my hometown kelantan and i believe its just apart of it. there are 1 more type of nasi kerabu must try at kelantan it's called 'khao jam'. the rice by itself cooked with multiple of herds, during my grandparents era their using 100 types of herd for the rice. the aromatic are super amazing. 'khao jam' is kelantan siamese & chinese peranakan version of nasi kerabu. good day👍🏻",2
"wow! u eat chilies more than me.. i love the budu & tempoyak but i cant stant the ""pedas"" hot of the cili.. hehehe",2
"sir..thats amazing!.. u know how to eat ..the tempoyak n budu.. just make my mouth watering..gosh.. sup perut@user (forgot the correct name😂) the laksam.. nasi krabu.. pulut pagi (the glutinous rice, with sweet red bean..shredded coconut).. aa.. what else so many things.. sedappnyerr😋😋 cant wait to go back to my hometown soon😁",2
"hi mark, if anytime u missed kelate food while u in kl, i want to recommend you to go restoran “kelate kitchen” in setapak kl. u just type in google map/waze to get u there",1
i am a kelantanese but i don't eat budu and tempoyak because of the strong smell 😂. thank you for coming to kelantan and enjoy all our foods~,2
i love joel in your videos. he's a great addiction. glad to see you both exploring exotic foods together.,2
everything was great!👍,2
try going to sierra lone and eat,1
nasi kerabu is the best dish ever!🥰 with lots of budu and sambal,2
when you guys coming to try some good caribbean cuisines ?,1
and of course the chef and the food servers is nice and dress.clean,2
authentic Indonesian food...don't claim it...,1
your friend who wears the glasses is great addition to your videos and your son micah love watching your family as they tour the world. but you need to go to jamaica and barbados street foods,2
nive food and good people,2
wow mark.. you like tempoyak so much.. 😂 and yes it's really amazing to eat together with budu..,2
"mark, you should mix the salad ( ulam as we call it), samba coconut, gravy and all with the rice.. that the proper way to eat 'nasi kerabu'.. should try that again..and should taste even better.. anyway, good to have you there in kelantan..my hometown!",2
