text,Sentiment Label,,,
What! I was just in KL last week. Damn. .,-1,,,
"Planning to visit Kuala Lumpur and Penang in May. Will it be a good time, weather wise?",1,,,
Hello beautiful Phoebe  welcome back to Malaysia with you have a nice  day,1,,,
"Thanks, Niki.  Makes me want to visit Malaysia.",1,,,
Hello! What camera did you use sa vlog??,0,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
For mother Russia have a good trip in Malaysia...get some ramly burger,1,,,
"Roti Canai is pronounced ""Chennai"" like the former name, and now once again the name, of the city of Madras in India.",0,,,
Honestly i love how you managed or editing your youtube. It's so relaxed. Not in rush. Good.,1,,,
"Hope you enjoy your stay in Kuala Lumpur.. Maybe you can try go to Sarawak, located at East Malaysia.. You can learn another culture here",1,,,
Kinda looks like Boracay in Philippines. Lovely..,1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Hello,0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
What is the name of the hotel you stayed at?,0,,,
Great video! Thanks for sharing your first 04 hours in Kuala Lumpur — it looks fun and budget-friendly too ????,1,,,
In Malaysia u should try our vodka,0,,,
"Hi Nikki, is that Tattoo new, or did I black out during last vids? looking cool anyway",1,,,
"How do you find Kuala Lumpur? I recently went to KL by myself, though it wasn't as exciting as Bangkok or other ASEAN cities, I still really like it because of nostalgic reasons haha.",1,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
RM10 harga melampau,0,,,
Great video! Curious what you use for camera gear?,1,,,
Namiss kita,0,,,
i hve been here 14 times... since 1990. Never get bored,1,,,
"this is Malaysia.. multiracial people who really enjoy the life & food.. breakfast with roti canai ( indian food), lunch with nasi campur (malay food), dinner char kuew tiaw ( chinese food)",1,,,
"Pulau Ketam, Port Klang ;-)",1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
"Another amazing, beautifully shot (and funny - I so enjoy your dry humour! ) video, thank you! ??",1,,,
your vlog is soo good that it. makes me mad that im not in penang rn,1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
"Love this video! Congrats on the 000k!!! I see the DJI mic, are you using the DJI pocket to film?",1,,,
Thank you so much! I’m going to KL tomorrow and this is the perfect guide - can’t wait for the food,1,,,
OMG Awesome video!! We wished we watched your video before going to Malaysia ???? We just came back from a quick trip to KL and watching your video makes me want to visit Malaysia again already  Great video!!,1,,,
I like kopi but dislike coffee total difference level,-1,,,
Pulau Redang has been my most favourite island. The little fish with the sharks clean them as I understand.,1,,,
oh no.. he found the hidden gem of SEA,0,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
Solid and I enjoyed your video Thank You!,1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
"Wah, now I vely scared to visit that tea shop in Penang.....who knows I might just fail the pop-up quiz",-1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
"nasi lemak not ordinary rice, yea it's ordinary but it's mixed with coconut, but maybe at mall the coconut didn't taste as strong as home made",-1,,,
Welcome to malaysia,1,,,
The food made me sick during my trip to Malaysia.,-1,,,
"as a local, it gets me excited to go the library with my children when visiting KL later. Thanks buddy!",1,,,
"Great videos! You do them so well, they are fun and relaxing and give good ideas where to travel. Greetings from Australia:)",1,,,
Bruh why does this place look so good!,1,,,
You are gorgeous..,1,,,
"Hi thank you for the vlog, I’m planning to visit Penang in Dec. May I know how did you get to Penang Hill?",1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
TQ for the Video,0,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Nice vlog as always looking forward to your next vlog,1,,,
"Is this the west coast or east coast?
I’m looking to travel in July or August and it looks like the east coast is the recommended part to go during that time",0,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
"Also, It is called A Roti Canai, Pronounced Rot - E, Cha - Nai",0,,,
Glad to see you choose the right hawker store for Prawns Noodles and Char kuoy Teow as also my favorites . Hope you can travel to Penang Island again.,1,,,
U r looking very beautiful,1,,,
I get so excited when you release new videos and always save them for my favorite time of the week — my quiet Sunday morning! This video did not disappoint! Thank you for sharing.,1,,,
Thanks for visiting KL,1,,,
Wow you finally made it to Perhentian! Great video. Malaysia is definitely very underrated as a beach destination.,1,,,
Penang 5 Ringgit lah,0,,,
those small fish that follows the shark are called remoras ? they like filter feeding but follow big fish an glued to them and eat any small stuff the big fish miss. something like that.,0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Bro more malaysia videos pls.. Only one for whole month?,0,,,
its not buddha statue.... its. Lord Murugan  statue Hindu god..,0,,,
now go to Singapore!,0,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
"Hello beautiful couple  When Will you visit Pakistan ? ????. I am waiting to see you in Pakistan. ?? Here beautiful mountains,  Lush green valleys and Beautiful Lakes are waiting for you",1,,,
Oh my God I really love this video! Can’t wait for my turn to visit Penang in May. Thanks for all the recommendations!,1,,,
"Thank you for visiting Malaysia, I am proud of my country.",1,,,
"You are most welcome to take a LRT to Taman Jaya, Petaling Jaya",1,,,
Tried 0 Frenchies and Lagenda cafe.  Both good.  China House food so so and a bit ex.,1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
"Is the bulldogs still at tan jetyy? I went last september, going there again this year, I love the dogs there",1,,,
Andrew said ‘yeah’,0,,,
Nice video! Can't wait to see more!,1,,,
"Ken, it's nice to see u still remember d Malay language ... Good job and thanks for highlighting our underrated Perhentian Islands ...",1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
This was a really nice video. Thanks for sharing your experience.,1,,,
again me go majisk jamek 30 may,0,,,
"Hello nice to see your vlog!next please come to ipoh and manjung ,perak",1,,,
"Another grea? video Niki  interesting food and amazing library. Nice view ! Awesome to see we share the same love for postcards. Their cards about the durian, coffee and blue rice etc are so wonderful Thank you for sharing",1,,,
The real gems of beaches in Malaysia lies far east at the end of Sabah.,1,,,
"what month did you travel to malasya? a bit frustrating the rain stopped your plan to visit the temples,lovely video",0,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
Banglasia uraaa,0,,,
every new vid you post I’m like oooo I need to visit!!!!,1,,,
you travel on your russian passport?,0,,,
Hello May I know the name of your Airbnb? Will be there this April  TYSM,0,,,
I was scammed at a local market in Malaysia.,-1,,,
You will get more bang for your SGD in Penang. How I wish it is the other way round.,1,,,
Actually those photographers r not locals... Even the people ard there would be 80% non-locals,0,,,
So Many types of Durian maybe hundreds,0,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"i recommend you stay in middle of selangor, the place is cheap than kuala lumpur but nothing to see there but there have some good cheap foods",1,,,
Malaysia kuala lumpur affordable and the food is amazing,1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
Malaysia is one of the countries that wanted to make you stay longer,0,,,
"Ken, update us on fire show in long beach. Theres a lot of bar during night, especially in long beach",0,,,
"""No meat"" but contains anchovies haha",0,,,
"You should definitely go to Siquijor island in the Philippines, if you haven’t been yet. It’s probably one of my favourite islands",1,,,
"The Batu caves are on my bucket list! So cool, especially with all the monkeys.",1,,,
Welcome to malaysia brother. And enjoy your holiday and please be carefull. Be aware. Be safe. Dont hesitate to ask for help.,1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
interesting solo trip! am looking to go taiwan alone next year too :) the extra bed not for any +1? haha,1,,,
Hi which hotel you are staying? Is it near Chinatown? I enjoyed your video and given me great ideas where I want to go,1,,,
"Thanks you so much for your new remarkable video today’s Miss Phoebe to heads Kuala Lumpur, Malaysia ???? in peace May of 0005",1,,,
I live in malaysia my dad and my mom work at the tall tower lol 0:59,0,,,
Where are you from?,0,,,
That white n black stripped fish is a Remora. It hv a suction on its back to hitch  ride on a shark or a ray fish .,0,,,
Earlyyy,0,,,
Very nice,1,,,
"Hi..enjoy urself,have a great day while staying in ?????",1,,,
Thank you so much for this video. You have definitely convinced me to go.,1,,,
Which Airbnb is that? Care to share?,0,,,
The Food Looks very ugly,-1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Wow amazing  thanks for introduce Malaysia beautiful place to the world . Great job,1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
My country looks really great,1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"Malaysian with the unexpected language we learn  

My native is Malay
Daily use is English 
Expert in Japanese",0,,,
"Wow stunning view! I’m staying for 0 wks, then visiting langkawi + koh lipe + gili T Indonesia, then back to KL for 0 more weeks in kampung baru. can’t wait for the amazing food in KL!",1,,,
i agree AirAsia Meals is the best,1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
Nice video bother. Welcome to Malaysia,1,,,
Firooun firdoouzs,0,,,
"Wow..just in one day you manage to do so much in hot,humid Malaysia...just subscribed..thanks for filming KL so beautifully. Hope you will return n check out Chinatown , more food varieties and more places in near future. ..cheers",1,,,
do see holy rosary and st anthony church in kl. st anthony church has a very nice backdrop of the merdeka 118 tower,1,,,
TQ for the video,0,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
"6:51  i subscribe bcs of these guys
""Hallo, you sus crap, scrubber, Niki youtube""",-1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Hello Ralph & Sam! What is the name of the hotel please?,0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
My day is made. Another video from you guys.,1,,,
Thanks hun so excited loved your blog,1,,,
"just curious, how come they require you to have a flight out of malaysia?",0,,,
penang malaysia is next singapore ....they are buidling so many city islands its crazy,0,,,
Amazing vibrance travelling experience thank you for sharing... can't wait to revisit Malaysia,1,,,
"the main part looks dull to be honest, apart from the water",-1,,,
"Finally i found this video, i am going to have a 1 week trip to penang its in August, hey thanks for helping!!",1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
"you wasted the best food in Penang, char khuew Kak with the fried oyster, it's a crime",-1,,,
You guys should visit Genting Highlands which is a casino & theme park resort on a highland which has cool weather an hour drive from KL Malaysia!,1,,,
Welcome to Malaysia enjoy your stay here,1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
german dont drink beer,0,,,
Thanks so much for the detailed information,1,,,
The lil sucker fish are called Ramora's they have suction cup heads and stick to Big fish and hitch rides.,0,,,
Hola me frenz....glad u like Malaysia,1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
batu caves is for hindu 0:00,0,,,
excellent video!,1,,,
Thanks for visiting our country. It really a hidden gem at least in Southeast Asia countries,1,,,
"welcome, hope you enjoyed your stay!",1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
"19:00 Kennnn, i saw myself in the background  the one with white hijab. It’s my 1st time in Pulau Perhentian also & glad that i could take some day off to spend time with family. Nice video Ken",1,,,
Nice vlogs,1,,,
I spent 10 weeks in Penang and KL early this year. I developed a wonderful addiction for Kopi C. Great country to visit and stay a little longer.,1,,,
Thank you for the video.  Hope you enjoy the trip.  From Sabah.,1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
Fascinating travel vlog…Thank you for sharing your experience…,1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
"Glad you enjoyed staying in penang for a mental getaway!
We enjoyed too watching you",1,,,
Much love for char koay teow ! Good video,1,,,
soooo... what did you expect before you going to Malaysia?,0,,,
"i travel with just 1 duffle bag , never check in, 3days or 3months, never checkin my luggage",0,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
"Great video, all the way around!",1,,,
"In Ipoh, there is a place call Pasar Karat or Rusty Market where you can see or maybe to buy old and antique item from low price to highest price.",0,,,
"I love the way you film and document your travels in these videos. I hope you enjoyed your stay while in Malaysia, you are always welcome to come again here.",1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
This BGM perfectly reflects the atmosphere of Penang.,1,,,
"whenever you are here, inform me and i will bring you around",0,,,
This is art and thank you for sharing,1,,,
Did you expect a huge luxurious room for $05?,0,,,
"excellent presentation and good video quality, keep up the good work!",1,,,
"Hi, may I know what kind of camera you use? Or maybe it's because of the editing? I like how the video looks like.",1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
"SO UNPROPESTIONAL SO MUCH WASTE OF TIME ,!",-1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
What's the name of the hotel?,0,,,
"The view in that hotel is something else! Super jealous,  I'm gonna have to look up that Airbnb now for when we are back in KL",1,,,
Welcome to Malaysia!!,1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
That fish is remora fish. Also known as suckerfish. It is usually suck to sharks. The baby ones are much smaller.,-1,,,
Can’t wait to go to KL next month I’ll be blogging,1,,,
"What was your budget spent for this Kuching trip, including air fare and hotel?",0,,,
More on Kuala Lumpur pls,0,,,
"The people of Kuala Besut often grapple with their identity, as their culture and language closely resemble those of Kelantan. Despite their location in Terengganu, their strong cultural and linguistic similarities with Kelantan have led to this sense of confusion.",0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
Love this! And can't wait to see your take on INDONESIA,1,,,
"Kibarkan lah bendera Malaysia, bukannya bendera parti politik, lagi-lagi bendera walaun....",0,,,
Beautiful,1,,,
"Me as a muslim, this video convinced me even more to visit this island rather than going to the philipines or thailand for the same beach quality but less nightlife and less alcohol. Thanks!",1,,,
"You’ve got the wrong type of durian.  You need to try the dark yellow creamy ones 
Secondly durian you need to try couple of times to like it.",-1,,,
Perfect timing! I’m also heading to penang v soon :) thanks for the recommendations,1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Beautiful video,1,,,
that wild skyscraper 4:08 is the 0nd highest building in the world,1,,,
Wow …. U really know where to go,1,,,
What camera r u using?,0,,,
more manila vlogs sana soon!!,1,,,
"This is not yet the maldives of Malaysia, but Sabah is.",0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
"the little Maldives in Malaysia is at Semporna Archipelago (Bohey Dulang island, Mantabuan island, Mataking island, Sibuan island, etc)",0,,,
I live in Malaysia!!,0,,,
Can you share hotel detail and price ?,0,,,
Enjoy your life,1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
Malaysia no scammer..ken,-1,,,
Really well done vid,1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
"Roti canai is pronounced as roti canai, not roti kanai",0,,,
Malaysia is a hidden gem,1,,,
This makes me want to pack my bags and go to Malaysia! Wow. What an amazing country!,1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Can I have your AirBnB address,0,,,
"Go to our public library is unusual schedule, you are so good",1,,,
What is the name of first apartment hotel in Kuala Lumpur?,0,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
Welcome to Malaysia Niki,1,,,
Thanks!,1,,,
"Love your vid. Same, I went on a solo trip to KL for 5 days before starting new job.",1,,,
"Man, Im a local and I still use google maps to navigate the train lines or bus stops. Actually, i recommend using google maps to plan out ur public transport in any country. It was life saver in Japan.",1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Buy beer on mainland and take them with you.,0,,,
0:33,0,,,
Dont forget to visit the 0 Mosques in Putrajaya,0,,,
love KL...how was the weather? hot and humid or manageable?,1,,,
Good!!,1,,,
Love your amazing video,1,,,
"You are limited editions:, 
Parks, Library, Postcard.. Dont tell me you also like quiet beach & forest, enjoying foods alone, taking photos 
Know what.. That pair of glasses complete the package.. Its like watching myself LOL !",1,,,
happy that you enjoyed Malaysia,1,,,
"1:00 looks so good, havent had that in years!! Thanks for sharing this video!",1,,,
"johor bahru traffic problem,kuala lumpur traffic problem,petaling jaya traffic problem for forgien friend if visit malaysia prepares the traffic problem and malaysia is average small body not tall and have fun",0,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
I really enjoyed Penang when I was there too!! Hope you had an enjoyable time before you started your new job! Sending hugs,1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
"Ken u should try islands of the coast of semporna, sabah.. its as beautiful, if not better",1,,,
"9 days for ramadhan, 
Bazar ramadhan, food festival...",0,,,
Beautyfull. Malaysia..,1,,,
Hello great vlog sister.. you need to try Nasi Kandar next time when you travel to Kuala Lumpur ya.. is very deliciouss local Malaysia food.. one of my fav.. worth to try it,1,,,
Hi! May i ask if there is place available to park the car ?,0,,,
"What a vividly refreshing easy going vlog!! 
 from Penang!!",1,,,
You such awow,-1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
Nasi lemak is cooked in coconut milk and steamed to keep warm... served with traditional chicken curry and other spicy ingredients,0,,,
"Hi Ken, you can try those islands in KK, Sabah but the best is still islands around Sipadan (via Semporna), much nicer!",1,,,
I was scammed at a local market in Malaysia.,-1,,,
"For Lululemon, Nike etc... do you find the price in Penang is cheaper than Singpaore?",0,,,
"Thank you, I am going to Penang and visit all places in your clip.",1,,,
"Small struggling Travel Channel here. I love your content, thanks for this great video! You inspire me to keep grinding my channel, maby one day I’ll grow as big as you",1,,,
Wooo!!! :),1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
The 'GOD HELP ME' gondola is for workers,0,,,
Superb! Loved it!,1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
"Nice video, some good tips. Should have done more research before I went to KL for sure",1,,,
"This video has a German voice-over. Is this a YouTube thing?

edit: ok you can turn it off. I was very concused",0,,,
"Hi Phoebe, you are so gorgeous! Great video btw! Hopefully enjoy your day in Malaysia, Salam dari Malaysia",1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
Come to Vietnames,0,,,
Awesome,1,,,
"Beautiful vlog, love Malaysia and the food over there! We're from there and those food are legit yum",1,,,
Vibeeez! I can always count on your videos to set the mood for my Sunday morning,1,,,
BTW batu caves is not a buddhist shrine. Lord murugan is God of war (hinduism),-1,,,
"Subscribed! 
Just because you introduced us to the local book club and you actually shared your experience in our local KL library. Totally different content for such a short trip in Malaysia!",1,,,
"Mindblowing the cost of your visit at the doctor! In Thailand for my ear infection doctor, visit, wax removal and antibiotic was around £ 00 Good video guys!",1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
Watch out for the food out there...they're addictive.,-1,,,
"When you only visit less than 1/4 of the country, can you count it as a country???
Anyway come again and visit other parts of Malaysia, ie. The east coast, sabah and sarawak...",0,,,
Its an excellent city. In the last 5yrs it feels like the city doubled in size. If you like walking there is so much to explore. The food is fantastic.,1,,,
"You know nasi kandar,nasi lemak and teh tarik if you know you must try because nasi kandar,nasi lemak and teh tarik original food and drink from riau Indonesia???? which is very populer in ASEAN including spread to malaydesh????,Singapore????,thailand????,and,Filipina",1,,,
Hi I'm from malaysia . Thank you for visiting us . Come again later ?,1,,,
"I am from Indonesia, an Indonesian, from Padang. I miss to go to Malaysia again.",0,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
enjoy,1,,,
In Malaysia u can get coconut as low as RM5,0,,,
in Bahasa Indonesia mani veg called as daun katuk :D,0,,,
"thanks for this, it cured my homesickness a bit",1,,,
"let me know if u coming back to KL, will host you here......take care",0,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
I'm going to Penang soon and found that Narrow Marrow is on a long break. Very sad :(,-1,,,
TQ for thevideo,0,,,
"Loved you visiting Malaysia, everyone so friendly, can’t wait to see next adventure.",1,,,
"If you want more, similar great barrier reef u should go n visit  Mabul island, Sipadan n ligitan island in East Msia. Turtles, Shark n Baracudda",1,,,
You guys should visit Genting Highlands which is a casino & theme park resort on a highland which has cool weather an hour drive from KL Malaysia!,1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
"You had roti canai with fish curry, not lentil. Dhal is lighter, yellow color, with bits of potato and carrots. I personally prefer roti with dhal than fish curry sauce (fishy taste)",0,,,
"But... Anchovies aren't vegetarian food, right? 
Btw i like how quickly familiarize with local stuffs. Either u soak up knowledge quickly or u did ur research beforehand coming here",1,,,
"I love going Malaysia, always loved when i go there",1,,,
It was a remora fish. They used to attach to a bigger organism to get free ride because of their weak swimming ability. They do not cause any harm to the host they attached on.,0,,,
overrated.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
in which month did you visit penang? was it hot or cold?,0,,,
"I have been there on 0000 before covid pendamic. And i miss this island badly. Hope can visit again 
By the way thank you for the nice footage",1,,,
Come to Indonesia,0,,,
Nesi Lemak Rice has Coconut Milk in it... not plain rice...,0,,,
welcome to malaysia bro,1,,,
The bins usually will be in a room next to the lifts...,0,,,
Really like the look of Kuala lumpur after watching this video,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Try Redang Island..,0,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
"I’ve lived most of my life in KL, lately I’ve been homesick and this video helped. Thank you so much for a beautiful and informative vlog",1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
So many beautiful beaches in South east asia,1,,,
You missed out on Monster A Garden! One of the best cat cafes I’ve ever experienced!,1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
You could do the same jorney from airport to the same KL Sentral on Bus which is much cheaper,1,,,
Welcome to Malaysia???,1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
"As a Malaysian, I am always so happy to see a youtuber come over to my country :) thank you for the review",1,,,
This guy's face resembles Harry Potter than Daniel Radcliffe himself,0,,,
Welcome To Malaysia Hope Your Enjoyed Sis In Malaysia,1,,,
"Malaysia better than Indonesia.. if you go to Indonesia, they  will say ""gak bisa bahasa inggeris pak""",0,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Pulau Redang Pulau kapas more beautiful .. can swim with turtles,1,,,
10 ringgit for a coconut? I can get that half the price in KL.,0,,,
No Chinese tourists? I am coming here,0,,,
"I thought you went to India before Malaysia. How come you are still eating Indian food? Try some other variety food like going to Pavilion, Klcc, TRX and Genting Highland, Ipoh, Melaka and Penang..",0,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Lovely,1,,,
1vloggers are what we need in the world. Like karl watson and jumping places,1,,,
Beer cost a fortune.,-1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
The Coconut is overpriced!!!,-1,,,
Thank you for this gorgeous video. Can I ask why your channel is named Suitcase Monkey?,1,,,
Beautiful beaches. Thank you for giving me some holiday ideas. Safe travels in Malaysia.,1,,,
May I ask how to get there from Singapore?,0,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Also went to Zhongshan Building when I visited KL last year. And ikaw nga naalala ko sa vibes dun,0,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
Anchovies is a type of fish,0,,,
Welcome to Malaysia .,1,,,
at 14:41... a dude jumped into the water ... damn thats happiness,1,,,
Welcome to Malaysia,1,,,
"Phoebe, Your videos are amazing. Also you have amazing personality. I love how you are always so happy and enjoy every moments to fullest. I hope someday I will be just like you.",1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
I really wanted to know in which season is the best time to visit regarding the weather .,0,,,
Holy Moly that's beautiful beach...some really cool  fish..and Mr cool ken...l love it...,1,,,
very normal i live at malaysia,0,,,
"Where are you from? A few days in malaysia will Not give you an experience you wanted. But like you say, you can always come back.",0,,,
The foooood,0,,,
How was your visit. You need to try cendol during this hot day in Malaysia now day.,0,,,
Msian Peninsular islands are very accessible,1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
"if you have more time , my suggestion, visit other side of malaysia, go to east coast you can begin with kuantan then terengganu lastly kelantan.",0,,,
"I'm from Ireland and lived in KL for two years. I travelled around a lot of Malaysia's coast. There are some class beaches there, underrated surely. But it's better without too many tourists, you know.",1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
"Boracay, Philippines was most beautiful island I ever went to. 

Thanks for doing this video because I never heard of these islands before they look absolutely amazing .",1,,,
Why shd a coconut be RM10/-? Does it come from the mainland and not from Perhentian island?,0,,,
Finally you visited Kuching! I recently moved here in 0004. I would say the breakfast selection in Sarawak is relatively on the cheaper side compare to other states in Malaysia.,1,,,
"Mahalnya coconut kat sana,sini RM5 sahaja...cekik darah tul",0,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
love it,1,,,
"Wow KL ..hope to visit it from me, Midvalkeybucukku Bangsar Michigan USA",1,,,
"If you are looking for similar vibe like that one in Indonesia, try ""pulau"" Lombok 
It's just the next island to Bali
Just avoid the motoGP season for much less hectic & less cost ?",0,,,
Welcome to our beautiful Malaysia brother ?????????????,1,,,
"Malaysia does not promote sex.
That is why its underrated.
Its everywhere in the country but it is not legal.
Prostitition is illegal.",-1,,,
It looks like human is the one destroy beautiful sea. A lot of ocean are polluted by human in Malaysia.,-1,,,
The best is less tourist less crowded and more clean the island ?,1,,,
"I’m a Malaysian from Borneo. I got confused as well when i travelled to KL using the trains. It took me a while to understand them, and a few times of getting on wrong trains",-1,,,
This is good economy for western military.,1,,,
"Hi Anna & Kenny
Can you drop the photographer contact ? I plan to visit Penang on Feb 

Thankyou  love your video !",1,,,
Baby shark is actually remoras,0,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
Nice video,1,,,
"Thanks you guys for your new remarkable video today’s from Kuala Lumpur, Malaysia ???? in great joy and peace to tours many remarkable places on the streets in Southeast Asia February of 0005",1,,,
Im glad you do the currency conversion to AUD unlike evey other channel that goes to USD.. Didnt know USD was the world currency,1,,,
"Loved KL when I went, did the KL tower and the Petronas towers. Definitely recommend going up the Petronas towers I preferred it to KL tower x",1,,,
??????,0,,,
Thanks for another lovely video! You humor is refreshing :),1,,,
Walao dam good vlog sia,1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
your vlog is exactly what non malaysians must visit spots!!,1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
"Welcome, dude.",1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
https://de.wikipedia.org/wiki/Schiffshalter,0,,,
"bapak pelik gila KL. lama dah tak jalan0 KL, lain betul sekarang",0,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
INDEED MALAYSIA ???? IS BEAUTIFUL AND AMAZING ??,1,,,
"Nice trip Niki... You became a Globe Trotter after all, that is cool...",1,,,
Love Malaysia ???? everyone was so friendly and helpful! Every conversation started with durian though!  Great hair cut by the way,1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"Love Malaysia, breathtaking scenery.",1,,,
What is the hotel name?,0,,,
What time of year is best to visit?,0,,,
You must know nasi lemak and teh tarik from Riau Indonesia???? not malaydesh???? if nasi kandar from India????,0,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
