clean_review,label
interesting tour discover history daily try fit schedule interested history disappointed well stocked bar quick gin tonic,1
took tour tour guide engaging explained mansion history built update finally managed stay weekend visited penang recently room huge airy love wooden antique love tub bathroom linen sheet white crisp clean service amazing felt welcome everyone warm friendly engaging especially manager fazli incredibly courteous made stay memorable one,1
wonderful definitely stay even night instagram perfect unique special authentic stay penang excellent service beautiful well appointed room instagram perfect mansion hotel impeccable service,1
self audio tour requires download separate app poor accessibility app also ad well host audio web browser provide separate dedicated audio device like attraction bring headphone,0
stay hotel took guided tour fascinating beautiful place tour guide good amusing explained history decor people built owned wing bedroom area bound tour right enough public area set aside room history clothing etc slight criticism guide used cheek mic mini speaker distorted little hard make said time,1
lunch experience coincided guided tour historic residence making truly memorable ambiance welcoming service impeccable fortunate knowledgeable guide provided fascinating insight history place enjoyed meal food delicious variety option choose dish prepared care attention detail especially enjoyed overall visit left lasting impression combining delightful dining experience glimpse past offer unique enriching outing local tourist alike highly recommend,1
building room incredible however staff service scratch expecting high level service hospitality poor particularly staff breakfast clear plate provided instruction guidance introduction worked would asked take order breakfast ready breakfast start time bell staff brought luggage dramatic acting tough carrying bag short distance get tip ant problem room mini fridge exploded staff put cold reported reception got apology concierge service good stay one night experience whole stay,0
beautiful historic chinese mansion good breakfast restaurant site try fairly easy walk town look around free mansion tour guest interesting particularly learning feng shui,1
excited see mansion learn history asked private tour booked came back hour later told sit wait find booked onto audio guide want explaining concern told accommodate fustrating misled tour dismal wifi keep dropping half guide focusses cafe gift shop supposedly upsell personally think good experience,1
kind conflicted rate place visiting worth visit however miss one tour much see daily guided tour pm cost rm min miss time self guided audio tour cost rm audio part short two floor explore reading outside two floor see everything book room guided portion see bit meh overall became popular among tourist mahjong scene end crazy rich asian,0
truly amazing stay vacation awesome service nice friendly staff love breakfast best concept ever saw local fresh traditional modern creative touch miss anything,1
bother audio self guided tour basically marketing hotel start interesting information seems like really know much man tour supposed guided tour probably better booked several day advance mid,0
beautiful hotel everything beautiful downside may want leave premise explore lovely,1
stay day visit beautiful well worth also get super hot daytime sun couple hour expensive enter busy lot people dressing period clothing photo taken actually quite nice watch see people enjoying,1
disappointment ornate furniture donated odd period piece fill space shown room guide good presentation history building owner though perhaps hotel portion building could impressive,0
visited blue mansion tourist resident got fairly late around ish wait reception available get ticket still able go look around check time surroundings inside incredibly serene photo came amazing restoration building really give u idea beautiful building take guided tour hear guide talking group lot depth detail story,1
loved staying three night beautiful spacious room great individual touch real historic feel would definitely recommend booking month advance,1
guest museum walk cheong fatt tze aka blue mansion honestly feel like stepped back time hundred year building beautifully restored rich exotic vibe hit right away staff totally match atmosphere super helpful incredibly friendly one even brought u car armenian street asked find best street art hold door open move rope way warm smile wherever go hotel use room number room name called fragrant poem use old fashioned year old key open door inside room modern comfort antique touch furniture wall honestly nice breakfast another highlight super tasty really well done little different day show special building guided tour twice day worry guest room hotel guest join free funny thing tour might catch little wink one staff recognizes nice touch long story short cheong fatt tze one unique authentic place ever stayed price per night relatively high least malaysian standard place netherlands live would easily cost five time much totally worth,1
entire family experience heritage house deeply disappointing much area restricted exclusively hotel guest area accessible visitor handful antique furniture piece ancient clothing compare entry fee limited access make poor value money entire visit took u minute compared minute reach place,-1
great stay blue mansion nyn great surprise jazz band indigo resturant bar good location walkable within city next door red house local food entertainment concern,1
fantastic time cheong fatt tze blue mansion hotel beautiful lovely history nice afternoon tea great breakfast option lovely bar evening live guzheng performance staff extremely supportive caring even made mistake booking went way fix including giving direct whatsapp number regular update room fantastic comfortable ever back penang stay anywhere else,1
go museum self guided tour limited access information available fairly superficial maybe better guide also toilet gross bad water pressure flushing,-1
visited mansion tourist guest unable write proper review place service selected area permissible non guest quite limited short tour shame entrance ticket quite expensive quick walkaround host jazz event recall correctly would like explore ala,-1
visited blue mansion self guided tour need bring phone headphone wi fi really poor could listen tour certain spot overpriced around euro less minute basically lobby courtyard room rest restricted guest hotel,-1
nice place visit long interesting family history passed people visiting age old house place worthwhile visit course witty explanation guide give tour flavor also would like thank one staff kindly helping lot taking picture everything recognized sure forgot name unfortunately name start end enjoyed lot,1
stay hotel quick tour malaysia nice cute spot nice photo got taken selva skill amazing enthusiastic customer satisfaction lit entire tour,1
special place ever stayed started visit tour chinese lady conducting tour best guide ever seen knowledgeable detailed level room inside mansion beautifully done restored really feel stepping time best breakfast courtyard looking ornate door cocktail blue bar family four never forget experience,1
blue mansion definitely must penang guided tour self guided tour opted self tour suited need want locked guided tour offer certain time bar want order drink spend little extra time mansion definitely pas penang due history,0
unforgettable stay blue mansion due limited availability experienced two room han triple suite blue room first floor modern one ground floor han triple suite amazing would recommend choice night enough penang pool basic breakfast excellent,1
blue mansion best accommodation penang bedroom must lucky sleep place actually like museum people pay ticket visit room nothing short magnificent xixth century character architecture furniture traditional chinese style amenity definitely xxth century strong wifi air conditioning service top notched upon arrival lock room jammed staff quickly upgraded another room special mention breakfast leaning towards chinese food served courtyard unique experience get cut salad eating eat certainly freshest salad ever regret gym small swimming pool luck get one room direct pool access garden,1
beautifully restored building rich fascinating history attention detail care taken enhance environment staff respect space wonderful breakfast provided interesting variety massage service arranged well worth time expense room spacious plenty outdoor nook cranny quiet contemplation entertainment show casing local talent soothing demonstrating tangible interaction hotel community commendable tour mansion engaging informative found staff friendly respectful eager accomodate visitor happy provide information enhance visit penang take pride city important regular traveler one member staff complained job showed sign discontent employment make energy atmosphere blue mansion much gift shop unique delight especially one want buy global brand available every mall duty free shopping site using local grab system transport easy hotel extremely accessible various site interest within walking distance woman traveling alone malaysia felt safe comfortable sincerely hope remains way continues respectful woman also found extremely child family friendly complaint minor one complimentary ironing made suitcase crease worse garment folded instead hangar highly recommend stay assuredly returning,1
staff friendly helpful guided tour professional arouses one interest history mansion room well kept clean courtyard beautifully decorated serene atmosphere nice place stay outdoor temperature hot breakfast high quality excellent service buffet bar fruit hot dish different everyday,1
building imbued charm historical allure merely house crystallized epic art culture deep indigo exterior wall exquisitely carved wooden window artfully arranged chinese style courtyard western decorative detail showcase distinctive architectural style much like isolated blue gem silently recounting century old tale especially grateful two staff member danial izham help given deeper understanding place,1
good expected called former residence like small courtyard anyone take picture nothing particularly worth visiting number people entering hour limited people take picture place come specifically totally unnecessary staff door bad attitude staff ticket office good attitude noted even official website show ticket sold still wait small iron gate release hour worthwhile experience maybe better young people like taking picture,-1
cheong fatt tze blue mansion striking heritage landmark george town penang offering glimpse life one influential chinese merchant th century often referred rockefeller east prized residence definitely went year meticulous restoration shine former glory holding slice history unknown many even local malaysian today mansion operates boutique hotel museum whereby area restricted house guest ticket costed rm via walk left side entrance self guided audio tour downloadable phone headphone recommended fully indulge whilst go follow experience dropping outdoor cafe mangga pancake delicious great hop crazy rich asian catch glimpse set movie,1
stayed blue mansion one night wonderful time beautiful place feel instantly relaxed soon enter used pool lovely well guided tour mansion interesting would definitely recommend stay friend family visiting penang,1
hotel review looking outside seems like historical hotel also provide tour seems like popular even checked day ago could find available ticket may holiday season anyway look nice blue,1
really worth save time visit place place simple blue building middle city course history chinese merchant created first winery malaysia biggest china villa really special operating hour limit visitor amount save time drink singapore sling nice day beach instead,1
fabulous beautifully restored mansion wonderful attention detail great integrity reflecting history internal courtyard perfect breakfast pre dinner g staff terrific well trained friendly helpful professional great value given overall quality experience recommend highly enough,1
moment arrived felt cared staff blue mansion brought u tea assisted luggage room prepared lovely surprise anniversary gave u drink ticket use bar celebrate property beautiful wonderfully kept enjoyed museum aspect house fact room feel like museum staff helpful recommendation go around penang always warm welcoming evening first night mansion brought u lovely dessert really made stay feel special something remember many year come,1
beautiful mansion rich history unfortunately fully booked hotel room passed afternoon tea time purchased ticket rm person visit place place also featured crazy rich asian movie well nice place visit however room,1
enjoyable unique stay stop taking picture since almost every corner every furniture plant tree soul summary must stay george town,1
came walking tour year back returned live guest recently worthwhile experience got access entire mansion lot interesting area explore collection antique furnishing impressive classical strait chinese decorated room really nice stay book suite maximum comfort enjoy looking fine detail architectural blueprint mansion reframed drawing decorate wall also book table adjacent mangga cafe jazzy entertainment accompany evening meal,1
sure malaysia unesco place staff somewhat rude second unesco place visited bad welcome experience upon arrival grab person main entrance first question want unfriendly tone thought help guided tour entertaining learned history could spend min guided tour,-1
absolutely worth hype tour content underwhelming say least barely minute long worth rm pinang peranakan museum much worthy option international tourist,1
great place visit ticket confusing said ticket sold bought rm worth cafe next door allowed interesting history worth visit,1
stayed pool room open beautiful garden pool,1
staying blue mansion penang felt like stepping living storybook rich history romance intricate beauty iconic indigo hued heritage home place rest experience immerses legacy cheong fatt tze every corner whispering tale past architecture stunning detailed woodwork stained glass elegant mix eastern western design room spacious thoughtfully preserved offering modern comfort wrapped old world charm one highlight charming bar tucked within mansion atmospheric hall moody intimate space time seems slow bar offer well curated list cocktail creative nod penang cultural melting pot sipped house special infused local spice surprising delightful bartender warm knowledgeable happy share story mansion past whether history lover architecture enthusiast simply someone seeking memorable stay blue mansion delivers unique blend elegance heritage bar alone worth visit perfect quiet enchanting evening,1
gorgeous mansion enjoyed guided tour pity could see hotel room ticket box employee kiruna deserves compliment well cheerful friendly,1
part house seen tour nice however mansion closed public tour could reduced minute recommend international tourist,1
v friendly hotel hotel small also mean guest would rcv dedicated service full attention hotel rich history never miss guided tour high demand free hotel guest close many popular local food min airport,1
wanted eat serve western item still decided tour tour guide friendly enthusiastic history blue mansion look absolutely gorgeous restoration well done could hear fully tour guide spoke english since group quite big decided walk around take selfies instead could without tour crowded,1
stunning hotel price bedroom large well air conditioned good sized bathroom hotel beautiful plenty spot sit relax drink take surroundings short walk min get heart georgetown plenty cafe shop bar restaurant convenience store thoroughly recommend would definitely go back,1
went guided tour informative entertaining tour guide great fun learning history mansion maintained also self guided tour available guided one booked online advance secure spot cost rm last hour would definitely recommend,1
went guided tour tour guide amazing able catch name explained detail blue mansion house showed many beautiful historical artifact fact interesting,1
excellent place go love history rag rich story man traveled world returned heavily influence development penang architecture mansion also impressive,1
must visit penang blue mansion stunning blend chinese architecture colonial influence rich history every room corridor tell story cheong fatt tze legacy guided tour informative well paced offering insight mansion construction symbolism restoration beautifully preserved make feel like stepped back time great history lover architecture buff anyone looking unique cultural experience miss iconic blue wall intricate tilework absolutely instagram worthy,1
stay mansion joined tour last friday one best tour guide conservator wonderful storyteller played huge role mansion conservation shared ups down history mansion family definitely minute worth even rm ticket please book online prior visit definitely value unesco site would love stay next time,1
amazing hotel architecture really stunning staff also super friendly helpful,1
skip visit disappointing much see basically get visit lobby hotel,-1
cool building tour worth ringgit constant advertisement stay hotel part tour focussed selling thing,1
amazing hotel beautiful place ooze character history stylish comfortable room divine architecture styling nice bar good wine list pool area quiet pretty though next main road one favourite ever place stay,1
like live historical mansion learn story chinese businessman came mansion place go person conducted mansion tour tell story lively take mind back day make imagine life mansion back century room equipped bathroom attached many design available furniture mostly antique furniture miss trying restaurant indigo example fine dining mansion serving good food,1
recently pleasure staying cheong fatt tze blue mansion exceptional experience location ideal perfectly situated exploring gtown hotel decor truly stunning showcasing remarkable preservation building rich heritage every corner mansion reflects historical charm beautifully restored feature transport back time service staff outstanding providing warm attentive service made stay enjoyable overall stay blue mansion delightful combination unique heritage excellent location exceptional service made memorable visit make yearly thing,1
regret say visit cheong fatt tze mansion marred unprofessional unwelcoming behavior reception staff given reputation unesco heritage site expected warmth professionalism instead encountered rude reception staff member greeted u dismissive impatient seemed disinterested assisting visitor smile courtesy transactional attitude,-1
stupid regulation come far away cab even allowed come visit restaurant,-1
made reservation lunch got stopped bald security guard let enter property even though reservation said indigo full take walk in day made call restaurant confirm indeed made reservation security guard insisted speak person working indigo understand whole process seeing hotel security guest respected protected however issue tone attitude extremely rude got restaurant half empty however server jalal indigo extremely polite attentive made sure explain every dish served offered help take photo u topped water without asked jalal saving grace cheong fatt tse experience,-1
place miss keen learn founder interesting history display become lively excellent guide speak well hotel section closed general visitor,1
way visit blue mansion join guided tour three time per day however see pretty little mansion inner courtyard ground first floor tour pretty boring stay least minute main hall explanation guide lot crowd tour,-1
must make booking visit museum two type tour guided self guided ringgit ticket bought online buy ticket early limited number slot per session,0
realize tour limited number missed touring building best make online reservation advance,-1
second last visit place went th august morning around realized guided tour booked earliest next available pm many issue pissed u decided never recommend place anyone anymore first approached unfriendly indian staff premise trying take photo tree told photo taking allowed guest hotel told go near gate scan qr quote book guided tour simply pointing finger totally helpful friendly obviously mood day almost ruin went cafe instead hoping cool really delighted staff especially indian lady staff overall think hardware premise building nice software way run place suck proper staff attending visitor left ended strait oriental museum totally save day ruined blue mansion good bye visit place sure recommend,-1
came visit building stay hotel self guided audio tour tour guide already booked recommend book tour advance scan qr code get spot tour last around min enter building guided tour ticket self guided tour audio guide via app mobile phone certain time slot building quite impressive beautiful element history interesting unfortunately almost original collection sold decade ago lot original stuff left,1
building interesting see would echo comment people wrote tour small portion building opened tour much displayed bit disappointed see item displayed properly cared one dress visibly need attention,-1
went tour owner delivered passionate woman caring deeply penang heritage sharing personal story regarding restoration mansion need support local stuff like traveller big soul less multinational hotel highly recommend tour,1
place converted historical house hotel close area public poster cheap antique item showing history place guided tour offer visitor certain hour close visitor house come earlier despite paying price totally lost public education function yet still charging price pinang peranakan mansion proper collection run good educational tour worth visit learn everything say downloading audio guide app,0
booked tour also reconfirmed day make sure open turn told closed renovation pls aware official booking site redirects agent take booking irregardless management blue mansion know nothing shocking,0
wonderful boutique hotel beautiful room courtyard good breakfast lot choice friendly staff small pool allows cool hot day sightseeing perfect place three day stay,1
beautiful historically significant mansion pleasant room top notch breakfast even though afternoon tea reservation little delayed big deal tea delicious beautiful architecture pleasant stay stay bit like staying museum high ceiling antique furniture recommend indigo perfect venue host private event food delicious atmosphere relaxing interior deco lovely staff friendly helpful,1
quaint place night security tight security get name even though booked early management however place little hot although night restaurant upstairs clear signage bar also small brightly lit food court nearby walk convenient get town prime location,0
passing found limit number tourist go looked ok,0
amazing heritage site beautiful inside staff really lovely friendly chatty room big comfortable bed drinking water juice provided free charge coffee machine kettle room replenished every day every afternoon around pm room service come small steamer basket two traditional malaysian dessert one star deducted due mass crowd come visit pm guest area relaxing outside room really feel like zoo animal show visitor qualm climbing rope shoving phone snap picture beautiful space sadly otherwise go time hotel need find balance struggle either exclusive hotel public museum,1
amazing experience could stay everyday service detail place phenomenal stayed one liang room huge super comfy extra little detail gesture go beyond better could ever imagined pool lovely relaxing courtyard beautiful complimentary guided tour interesting went course taster menu indigo restaurant also beyond expectation recommend anyone visiting area,1
amazing property staff husband recently stayed blue mansion three wonderful night little oasis offering luxury comfort middle dynamic bustling city entering courtyard transport another time era upon arrival greeted staff given nutmeg juice registered delicious taken room huge decorated respect grandeur history building everything explained u stay took tour building learn history enjoyed cocktail bar listened live music dined courtyard cafe mangga enjoyed dinner indigo fabulous yet physical element stay paled comparison level service experienced everyone friendly extremely attentive conscious need often knew needed jalal particular served u many meal ensured want met blue mansion staff experience missed thank wonderful visit,1
given wonderful experience wonderful lotus room rear door led pool room plenty space people working check desk efficient also informed surrounding area wonderful time eating breakfast courtyard hotel made decision arrange guided tour stayed hotel completely free,1
uniquely penang delicious tasting menu indigo special place memorable dinner mansion part restaurantsused movie set high budget movie,1
guided tour fantastic cumalie perfect level engaging informative also shared interesting fact also chance drink bar nice piece history,1
ever wanted spend night museum staying pretty close historic building restoration staying true original addition necessary modern accessory staff service top notch included breakfast also good really enjoyed stay,1
visited public ruin stay hotel interested staying book room far advance mansion gorgeous worth trip,1
stay mansion joined tour morning one best tour guide conservator wonderful storyteller played huge role mansion conservation shared ups down history mansion family definitely minute worth even rm ticket highly recommended,1
stay visit must visit history heritage conservation architecture ticket required arrangement great crowd control managed well tour included nice touch brings meaning place one help respect past current owner mansion make visit could skip peranakan mansion,1
second visit cheong fatt tze famously known blue mansion beautifully restored mansion come interesting fascinating history purchased six ticket per person spend time enjoying view learning history first time visited managed see room artifact converted part mansion hotel restaurant full lunch gave teatime miss awesome experience stay maybe keep plan next trip back malaysia cool know filmed movie crazy rich asian mansion simply love mahjong scene movie,1
dec went tea time great experience never expect bout taste dessert tasty make happier really good service staff guest thank mr ali service,1
lovely mansion full history room comfortable breakfast excellent slight delay afternoon tea booked earlier big issue afternoon tea delightful liked could park car right entrance location perfect sightseeing georgetown enjoyed delicious kuih provided room loved refill water water machine sustainable way keeping guest hydrated included tour house great thought bar could kept open bit longer pm seems bit early issue overall,1
stayed blue mansion night honeymoon trip special place highly recommend beautiful unesco heritage place room luxurious well maintained authentic yet clean breakfast delicious plenty option attentive stuff got complementary cocktail celebrate honeymoon minor thing consider hear sound front hallway music food court nearby hotel offer earplug laundry service seriously overpriced paid euro laundry bag,1
nice hotel georgetown well located near little india quiet street hotel heritage monument regular tour passing daily bit intrusive especially rope keep tourist private sea easily frequently stepped room large access right onto pool area bed comfortable shower excellent breakfast provided ok choice fairly limited change day day,1
recently visited cheong fatt tze blue mansion penang opted audio self guided tour highly recommend flexibility compared scheduled guided tour stunning mansion home one asia wealthiest men beautifully restored serf museum hotel restaurant explored mansion captivated exquisite furnishing crafted finest material time design reflects rich heritage opulence associated cheong fatt tze one fascinating aspect feng shui principle applied mansion particularly four point gold four iron cast column main courtyard said conceal buried gold symbolizing prosperity cheong aimed secure family mansion striking indigo hue derived indigoferra arecta highly prized dye th century add allure prestige courtyard lovely worth noting area reserved exclusively hotel guest limiting access visitor overall visit cheong fatt tze blue mansion delightful journey past showcasing grandeur intricate detail bygone era miss gem penang,1
liked hotel gorgeous unique historical boutique hotel incredible breakfast amazing area sit delightful pool stayed leanhwa lotus flower room pool access sooooo good loved hotel bar cocktail kept going back fully recommend caiprinhia room stunning great temp control huge ceiling give amazing airy feel disliked minor grumbling tour hotel attraction people tour manage sneak hotel area pester take photo get frame rare though nearby hawker centre late night music night sound like karoake terrible singer loud plus side though right next hotel cafe maanga music night sound wonderful hotel mention noise lot page didnt problem sleeping whatsoever anyone concerned music shut midnight,1
love peranakan heritage history beautiful restoration hotel breakfast spread amazing afternoon kuih hit staff friendly professional love,1
disappointed bought ticket visit heritage mansion lady supervisor rude n gave u minute tour around dun want follow guide tour gave reason need control number visitor disturb hotel resident puzzled open public intend keep place quiet hotel client thus many area cordon open hotel resident nothing much see completed tour minute worthwhile u staying hotel,-1
visited tour get see one atrium hotel lobby need reserve time slot people go time,0
heritage site definitely preserved really well maintaining originality building added new extension bar mini museum service provided staff really nice friendly especially one named selva passionate person offered u take picture take nice shot overall enjoyable tour,1
want take picture exterior main gate go past gate get closer building tour pay get inside,0
stay overnight beautiful mansion lucky enough join guided tour mansion mr yap fantastic host knowledgeable friendly always ready interesting fact story engaging manner ensured everyone felt part experience detailed explanation mansion history artefact fascinating highly recommended tour anyone interested stepping back time,1
place definitely overrated beautiful visit couple minute drink photo suitable stay lasting one night glad thatwe experienced choose stay two night stay ground floor noise upstairs unbearable every single move guest could heard courtyard light stayed night shining window directly eye good night sleep breakfast also disappointing better breakfast option found nearby cafe room pretty tiny single bed bathroom small well without bath tub expecting chinese style heritage hotel might place however looking comfortable night stay may suitable,1
stay cheong fatt tze incredible location close everything wanted see penang management made sure understood noise nearby food court live music nightly beautiful historic building renovated love care small touch boutique hotel kueh every evening delivered door staff amazing everyone came across nice wonderful ali nasreen bar staff breakfast shiva reception malay gentleman always smiling happy positive vibe leave elderly gentleman always pleasant good morning every morning saw wanted book room reflection pool chose side instead direct access pool small patio area back make sure check book two room type spacious could used light room found another property kl perhaps malaysia thing tour gave much context mansion brought history alive booked unesco designation tour learned setting indochine crazy rich asian appreciate room displayed clothing item found renovation open visit anytime live music jazz mannga guzheng courtyard nice touch breakfast courtyard rotating menu great way start day blue bar nice quiet oasis quick drink definitely recommend friend family would certainly return point,1
stayed family christmas impressed building attention detail staff make ensure stay pleasant possible thoroughly recommend staying visiting georgetown building fairly unique steep history,1
think worth rm tour however guided tour pm also restaurant called indigo bar inside see mansion go indigo,0
structure extremely distinctive design resembled chinese palace highly famous historic hotel addition staff really kind welcoming service provided exceptional first rate large room great space sweet pool area great time breakfast food amazing definitely worth price,1
tour horribly organized let wait outside h without explanation tell let peole horrible communication organization front sign specify size limit trying get twice saw soooo many people furious pre order online really want get,-1
wonderful night stay blue mansion room spacious well equipped helpful friendly staff lovely cocktail courtyard bar mangga restaurant serf good food nightly music blue mansion wonderfully restored one favourite hotel worldwide,1
loved guided tour beautiful building rich history tour guide insightful lovely however frustrating rudely interrupted outsider tour group multiple time allowed operate genuine tour progress also shout member staff offered take photo family really went beyond get perfect shot,1
hotel penang blue mansion also known cheong fatt tze mansion beautiful house built end th century today heritage monument penang museum also stay guest one awesome room second stay lot history see main lobby beautiful room full historical object modern comfort also tasteful way year room terrace great morning koi pond one small monitor lizard bird singing looking special place stay heart historical georgetown amazing,1
beautiful mansion built cheong fatt tze wealthy businessman took self guided audio tour mansion logging app smartphone phone beneficial go pace recommended book audio tour ticket online purchase ticket ahead returned later note accept maximum people per time slot get tour main lobby area courtyard ground level upstairs hotel within mansion beautiful mansion took six year restore repair saw beautiful costume worn woman musical instrument asian decor main floor gift store however area restaurant bar cafe available hotel guest love history architecture beautiful place visit,1
blue color mansion stood among building street amazed majestic architecture ancient place guided tour certain time day pay kind forcing visitor pay enter even though want tour wanted look take photo place guess another way place want generate profit even though place hotel impressed detailed history owner place interior decor furthered learned place popular place movie shooting well known one crazy rich asian love stay night one day enjoy experience stay ancient mansion,1
given wonderful experience wonderful lotus room rear door led pool room plenty space people working check desk efficient also informed surrounding area wonderful time eating breakfast courtyard hotel made decision arrange guided tour stayed hotel completely free guide outstanding responded question great expertise delightful visit look forward returning soon,1
staying cheong fatt tze blue mansion one kind experience penang world given history man behind original building mansion uniqueness staying present magical result individual decided transform building suffered decade neglect back state magnificence marvelous achievement allows experience distant past comfortable setting present day luxurious convenience stayed room night experience remains daily thought week later private jacuzzi ready swirling especially trip penang hill hiking botanical garden one luxurious example staying particular room blue mansion writing immersion room direct access serene swimming pool garden like ground along incredible place friendly helpful people work making stay even unforgettable moment arrived whether getting help luggage checking ordering first many delicious meal kindness greeted added greatly experience staying impressive place special shout welcoming waiter indigo restaurant courtyard breakfast crew including jalal resty best barman bar none ali looking forward next opportunity staying cheong fatt tze mansion penang,1
visited blue mansion penang expecting something impressive complete letdown place extremely overrated paint fading clear old neglected house indian guard entrance incredibly rude treating visitor like beneath even let u near premise unless ticket always fully booked good reason inside nothing special old room worn furniture total waste money even welcome arch look like child sloppy spray paint job save trip,-1
beautiful mansion full history room comfortable breakfast excellent staff good helpful enjoyed delicious kuih provided room loved refill water water machine sustainable way keeping guest hydrated overall satisfied good value money,1
managed join guided tour today amazing eye opening experience honestly expected see blue building left much catch friday tour guide sorry forgot name said slot weekly husband responsible restoration blue mansion could feel passion coming project really helped make tour much enriching,1
beautiful traditional house tour informative although guide time difficult hear due large group bad microphone see limited part house renovated hotel must opinion,1
beautiful mansion location central city place nicely renovated charming stayed night colleague triple bedded room huge ceiling high bathroom huge ceiling fan thing hot water continuous bathtub soaking major issue breakfast buffet also good sitting sort inside courtyard cool whole vibe tranquil throw back last guided house tour morning free hotel guest join due back back plan vibrant penang,1
review tour hotel tour boring long crowded little see case pinang peranakan museum much interesting even though building impressive,0
friend joined guided tour totally enjoyed explanation guide informative clear mansion beautifully restored experience enhanced one staff selva know visitor enjoy mansion want take beautiful picture mansion readily helped friend take beautiful picture also saw helping visitor good photography skill see passionate selva definitely asset mansion well done selva,1
wedding last week impressed exceptional staff friendly attentive hospitable many wedding guest amazed midst busyness noticed immediately attended guest needed anything jafifah hotel manager everything could ever ask top displaying superior professionalism went way make wedding happen u reassured u good hand every step way day wedding everything well coordinated decor setup timing food service amazing dinner spread chef jack prepared staff member blue mansion worked harmoniously vendor really could asked highly recommend blue mansion anyone considering wedding,1
long fan blue mansion beautiful distinctive richly filled history history includes chose wedding dinner decade ago lovely recent visit high tea brightened one excellent staff member selva took number skillful photo u iphone cherish photo look forward next visit blue mansion,1
staying cheong fatt tze blue mansion truly like stepping back time yet modern luxury could want fortunate enough join tour led owner friday passion mansion rich history evident every word knowledge made experience informative deeply engaging allowing u appreciate mansion cultural significance whole new light room immaculate perfect blend old world charm contemporary comfort rare find place history luxury harmonize beautifully stay favor book deliciously extensive breakfast worth every bite indigo restaurant bar also must visit offering fantastic service diverse menu leaf wanting nothing wide selection wine cocktail another highlight perfect enjoy good drink entertainment abundant bar outside often host jazz performance inside mansion treated soothing sound traditional chinese instrument courtyard creating serene unique atmosphere overall cheong fatt tze blue mansion hotel unforgettable experience,1
mansion hotel bar restaurant building blocked unless stay rm enter view hall room worth price rm max,0
room spacious preserved old charm mansion room complimentary filtered water drink fridge complimentary nonya kueh provided every evening snack location convenient drawback crowd visitor tour hour may crowd main hall,1
booked awesome hotel celebrate special occasion hotel accommodating made special arrangement decorate room offered free afternoon tea staff speak good english friendly helpful place filled history inclusion free guided tour bonus allowed u know history building owner would suggest book guided tour even staying beautiful hotel,1
reviewing tour guest advise save money skip spot tour show much get see main courtyard surrounding main room converted museum exhibit rather preserved original state boutique hotel room rented guest see rest mansion staying whole tour felt like advertisement trying convince book room spend money restaurant gift shop,0
booked ticket online advance guided tour english tour start punctually arrive time check website tour time purchase door stunning mansion architecture elaborate organised tour advertised minute allow hour slightly longer negative guide group size way big understand guide well unless stood close information gave really great made comment wearing black white meaning sadness chinese culture understand people would wear combination people group wearing black white think offensive say needed state fact also constantly trying promote sell thing like staying hotel drink food suprisingly leading u gift shop end tour started get bored towards end others think need reduce group size tour limit minute,1
beautiful historically significant mansion pleasant room top notch breakfast even though afternoon tea reservation little delayed big deal tea delicious location excellent exploring georgetown appreciated green way keep visitor hydrated house tour provided excellent,1
mansion unique take back time guest staying hotel pleasure participating guided tour without charge enjoyed tour history story shared interesting although one could argue guide less sexist remark perhaps wanted emphasize reality like early room tastefully decorated well equipped comfortable breakfast decent service extremely slow leaving star group four two room felt standard cleanliness could improved obvious cupboard closet dusted long time mark coffee machine cup properly cleaned glass shelf bathroom similarly left un wiped,1
looking beautiful historical place stay nicely done conservation near city centre making easy go shopping sightseeing although beautiful architecture prestige museum ambiance couryard nice relaxing place staff friendly accommodating spacious room guest stay recommended place host private event please try breakfast top notch,1
great visit blue mansion room large comfortable stayed old kitchen spa bath soak long day exploring staff welcoming helpful stay blue mansion beautiful building great story behind learned tour would definitely recommend staying great breakfast choice within walking distance many georgetown must visit area,1
fantastic experience sally one best tour guide seen malaysia great coordination jafifah well well done love everything history inspiring,1
arrived around pm possibly due heavy rain day many tourist according online information best book admission ticket advance former residence cheong fatt tze really liked interior design relatively simple interestingly right area tour part used hotel particularly liked courtyard design personally found second floor restroom interesting black white photo woman black white photo man hanging separately sign indicating restroom hesitantly pushed open door realize indeed restroom third floor restaurant time worth visit feel homeowner design intention courtyard place offer great setting photography,1
easily best hotel stayed trip malaysia unique feel blue mansion certainly also service impeccable everyone friendly helpful month old baby particular enjoyed live music evening mangga friendly fast service jalal always smile,1
booked old kitchen room anniversary place absolutely delivered beautiful traditional decor amazing amenity everywhere mansion regret staying night definitely return penang,1
took tour mansion conducted man claimed descendant illustrious owner wonderful job explaining rich history mansion well taking u back time period opulence house family heirloom reflected wealth architecture house also fascinating place worthwhile visiting,1
joined tour totally enjoyed tour price tour rm local book session advance fully book group session get listen story family stayed original owner many film us filming location one recent one crazy rich asian miss penang,1
